prec_id,amer_indian,asian,black,hispanic,other,polyracial,white
burke_65,2,7,5,2,14,0,50
burke_66,3,16,28,16,15,3,54
burke_70,2,11,12,5,11,1,55
cabarrus_,0,0,5,0,0,0,16
cabarrus_36586,2,10,34,19,43,11,62
cabarrus_36647,4,6,26,14,25,5,57
cabarrus_36678,3,2,18,16,10,2,50
cabarrus_36708,5,1,5,1,10,0,47
cabarrus_36739,6,4,28,17,24,3,59
cabarrus_36770,3,1,19,15,25,4,52
cabarrus_36800,13,8,33,14,45,10,62
cabarrus_43832,6,1,23,14,28,4,60
cabarrus_43834,7,26,40,26,43,15,61
cabarrus_43836,7,25,32,29,38,7,51
cabarrus_43837,6,16,31,21,39,6,59
cabarrus_43838,5,11,38,42,44,7,62
cabarrus_43839,4,4,8,4,13,0,57
cabarrus_43840,8,17,34,38,41,12,58
cabarrus_43862,6,8,40,32,41,10,53
cabarrus_43863,6,24,42,50,50,13,60
cabarrus_43864,4,21,46,45,57,17,67
cabarrus_43866,6,21,35,37,50,9,60
cabarrus_43867,9,16,45,45,52,9,58
cabarrus_43868,4,16,33,18,32,4,54
cabarrus_43869,6,31,47,49,62,17,69
cabarrus_43870,8,32,46,53,55,17,63
cabarrus_43922,4,2,47,23,31,10,52
cabarrus_43923,3,9,39,36,36,9,52
cabarrus_43924,6,7,37,21,27,11,58
cabarrus_43925,3,2,42,9,18,6,50
cabarrus_43926,6,6,35,21,27,9,49
cabarrus_43927,3,6,42,29,28,6,50
cabarrus_43928,3,3,25,22,22,4,50
cabarrus_43929,6,2,25,15,18,1,52
cabarrus_43930,1,8,38,10,24,3,55
cabarrus_43931,6,11,43,36,38,7,58
cabarrus_44136,6,5,45,47,44,12,58
cabarrus_44137,6,3,27,15,24,5,57
cabarrus_44166,1,0,31,11,17,3,49
cabarrus_44167,5,3,45,32,30,8,53
cabarrus_44168,3,12,37,27,27,2,55
cabarrus_44169,4,7,47,34,34,7,55
cabarrus_44170,1,3,25,7,27,0,52
cabarrus_44171,4,1,39,14,25,5,48
cabarrus_44172,0,2,44,10,29,9,40
cabarrus_44173,3,0,41,19,16,5,52
cabarrus_44174,4,7,34,19,29,3,57
cabarrus_44175,2,4,12,6,16,3,50
cabarrus_44176,2,9,31,26,34,6,52
cabarrus_44177,7,3,36,29,29,8,54
caldwell_PR01,7,3,38,17,31,7,53
caldwell_PR02,2,5,25,3,13,3,52
caldwell_PR05,7,3,17,21,28,1,58
caldwell_PR06,1,2,11,8,21,0,53
caldwell_PR07,0,0,16,5,11,2,51
caldwell_PR08,1,0,11,1,11,1,51
caldwell_PR13,2,6,4,3,20,3,56
caldwell_PR14,3,5,19,16,34,5,61
caldwell_PR15,1,4,15,12,27,6,61
caldwell_PR16,2,5,35,7,21,4,55
caldwell_PR17,1,5,16,13,13,0,54
caldwell_PR18,1,9,22,12,41,6,60
caldwell_PR21,5,3,10,9,24,2,58
caldwell_PR22,1,4,13,18,34,3,55
caldwell_PR24,1,5,9,13,12,2,50
caldwell_PR25,3,1,6,8,10,2,55
caldwell_PR28,0,2,11,19,37,2,56
caldwell_PR29,5,5,35,31,37,7,63
caldwell_PR30,4,0,41,20,32,10,57
caldwell_PR31,1,1,28,12,21,3,54
caldwell_PR32,1,0,16,3,22,1,52
camden_,0,0,2,0,0,0,4
camden_CH,5,8,40,7,31,5,59
camden_SH,4,2,31,6,23,4,58
camden_SM,1,7,38,10,33,2,56
carteret_,0,1,3,0,2,0,13
carteret_ABCH,2,3,10,7,20,4,57
carteret_ATLN,0,0,1,1,0,0,42
carteret_BCRK,7,2,20,8,24,8,58
carteret_BETT,0,0,0,0,2,1,42
carteret_BFT1,0,5,31,7,29,3,57
carteret_BFT2,0,6,33,14,21,3,68
carteret_BOGU,3,6,29,8,31,3,63
carteret_CCCP,2,10,10,4,35,3,64
carteret_CDIS,0,0,0,0,2,0,31
carteret_DAVI,1,1,0,0,1,0,38
carteret_EMIS,7,6,11,14,42,3,72
carteret_HAIS,1,3,0,1,4,1,52
carteret_HARL,1,2,3,3,8,0,48
carteret_IBSP,0,0,2,0,6,0,44
carteret_MARS,0,2,1,0,3,0,42
carteret_MCRK,2,0,0,4,6,1,47
carteret_MERR,1,0,14,0,4,0,44
carteret_MHD1,4,8,37,10,29,2,61
carteret_MHD2,7,8,38,16,41,5,63
carteret_MHD3,7,7,26,10,36,3,61
carteret_MHD4,3,7,13,13,29,2,68
carteret_NPT1,12,7,36,23,45,12,64
carteret_NPT2,2,5,30,21,30,7,62
carteret_NRIV,2,0,35,3,7,2,43
carteret_OTST,5,0,0,0,18,3,63
carteret_PELE,2,2,4,3,17,1,52
carteret_PKNL,1,1,2,0,15,1,56
carteret_SLVL,0,0,0,1,0,1,38
carteret_SMYR,0,0,0,1,4,0,44
carteret_STAC,0,0,0,0,1,1,28
carteret_STEL,3,1,23,6,23,2,59
carteret_WILD,6,7,31,20,31,7,63
carteret_WILL,2,0,0,0,0,0,35
carteret_WIRE,3,2,29,2,15,4,56
caswell_,0,0,7,0,0,0,4
caswell_ANDE,2,2,29,3,11,2,49
caswell_HIGH,0,0,31,5,10,0,47
caswell_LEAS,1,1,27,0,8,1,46
caswell_LOCU,0,3,41,3,21,7,52
caswell_MILT,2,2,42,6,18,4,50
caswell_PELH,4,3,36,7,22,7,57
caswell_PROS,0,0,19,6,6,2,51
caswell_PROVI,0,2,27,1,6,1,49
caswell_STON,2,0,37,8,22,6,55
caswell_YAN2,3,1,36,4,16,1,49
caswell_YAN4,0,1,42,5,11,3,45
catawba_1,5,9,23,18,22,4,56
catawba_10,2,0,40,7,15,2,44
catawba_11,0,6,26,18,27,9,54
catawba_12,4,14,45,20,31,9,45
catawba_13,4,21,36,29,30,4,57
catawba_14,0,3,19,4,13,3,50
catawba_15,4,6,41,13,12,1,24
catawba_16,3,18,34,25,39,6,51
catawba_17,2,16,36,19,21,6,58
catawba_19,2,12,32,10,10,2,50
catawba_2,2,9,20,9,13,0,52
catawba_20,2,12,34,26,28,6,56
catawba_21,2,5,21,6,13,2,51
catawba_22,2,26,37,29,33,1,56
catawba_23,4,19,33,22,34,6,55
catawba_24,2,27,29,16,40,6,59
catawba_25,3,17,35,26,30,7,55
catawba_26,0,9,21,4,21,5,53
catawba_27,6,26,32,20,36,4,50
catawba_28,4,31,32,42,53,6,52
catawba_29,2,12,19,23,31,7,55
catawba_3,1,18,30,14,24,1,54
catawba_30,6,30,35,38,49,7,58
catawba_31,4,6,32,14,35,3,62
catawba_32,1,25,39,39,41,6,51
catawba_33,3,36,33,31,51,9,60
catawba_34,4,27,32,32,35,1,55
catawba_35,5,27,33,30,42,8,53
catawba_36,0,11,26,16,21,3,54
catawba_37,1,11,40,19,39,4,56
catawba_38,2,11,24,14,38,3,56
catawba_39,1,15,7,15,17,4,51
catawba_4,2,12,25,8,17,0,46
catawba_40,0,15,31,20,28,5,51
catawba_41,5,4,13,13,20,4,57
catawba_5,6,11,34,14,22,4,52
catawba_6,2,14,29,8,23,0,54
catawba_7,0,25,38,38,36,6,53
catawba_8,3,24,21,10,23,4,53
catawba_9,1,9,27,21,15,7,51
chatham_,0,0,4,0,1,0,13
chatham_15,3,8,26,9,32,8,60
chatham_18,3,6,38,18,21,9,57
chatham_20,6,5,35,13,27,2,61
chatham_21,3,4,10,9,25,4,57
chatham_24,1,0,7,4,8,0,50
chatham_3,4,4,27,6,21,5,61
chatham_30,4,4,41,16,29,7,55
chatham_42,4,5,29,7,29,3,58
chatham_45,2,2,23,1,9,3,55
chatham_6,0,1,16,1,14,0,50
chatham_73,0,2,1,1,7,2,18
chatham_75,3,20,28,18,47,5,63
chatham_78,2,16,17,15,47,9,68
chatham_85,3,4,43,40,37,3,60
chatham_9,0,2,33,8,26,1,56
chatham_ESC114,7,6,47,53,51,12,64
chatham_MCH110,4,18,39,33,60,14,71
chatham_NWM117,6,34,39,38,60,17,72
chatham_PIT113,12,21,50,47,63,16,76
cherokee_,0,0,0,0,0,0,1
cherokee_ANNW,9,3,8,8,11,2,51
cherokee_ANSW,4,2,14,5,14,3,51
cherokee_BELL,3,0,1,6,5,2,50
cherokee_BRAS,4,0,0,3,8,0,47
cherokee_CSON,5,1,1,2,7,1,47
cherokee_GCRK,8,0,0,2,4,1,43
cherokee_HANG,5,0,0,2,5,0,50
cherokee_HIWA,9,0,2,6,5,1,51
cherokee_HOTH,1,2,4,1,13,3,47
cherokee_MARB,9,1,9,4,8,3,51
cherokee_MURN,14,8,26,8,17,6,50
cherokee_MURS,12,7,10,9,23,3,57
cherokee_PCHT,10,4,10,14,15,3,52
cherokee_RGER,4,3,1,3,10,3,53
cherokee_TOPT,2,0,0,0,2,0,43
cherokee_UNKA,0,1,0,0,1,3,48
chowan_1,2,2,45,4,28,4,55
chowan_2,3,1,45,8,30,9,56
chowan_3,4,0,22,6,17,4,51
chowan_4,2,3,37,3,19,3,48
chowan_5,0,0,26,2,12,2,47
chowan_6,1,1,35,2,21,4,52
clay_,0,0,0,0,0,0,10
clay_BRAS,2,0,1,1,5,1,53
clay_HAY1,2,0,10,2,16,1,54
clay_HAY2,1,2,6,11,18,4,55
clay_HAYC,0,0,3,2,8,0,45
clay_HIAW,2,1,4,8,15,1,52
clay_SHCR,1,3,0,1,13,0,55
clay_SWEE,2,0,0,2,6,1,46
clay_TUSQ,1,1,1,2,5,0,51
clay_WARN,2,0,2,0,10,1,52
cleveland_B SPGS,5,6,38,14,33,7,53
cleveland_BETHWR,0,6,28,6,11,2,52
cleveland_CASAR,1,0,2,3,13,0,49
cleveland_FALSTN,0,1,16,7,17,3,46
cleveland_GROVER,7,8,35,9,31,11,54
cleveland_H SPGS,0,1,16,2,8,1,48
cleveland_KINGST,0,0,34,1,12,0,39
cleveland_KM N,7,12,46,17,42,10,55
cleveland_KM S,5,20,41,15,33,10,56
cleveland_LATT,2,3,33,19,21,6,54
cleveland_LAWNDL,0,0,35,4,11,3,51
cleveland_MRB-YO,3,2,19,4,15,1,46
cleveland_MULLS,3,0,16,12,8,1,53
cleveland_OAKGRV,3,6,29,12,33,4,55
cleveland_POLKVL,0,0,26,6,18,4,55
cleveland_RIPPY,4,2,43,13,21,6,51
cleveland_S 1,4,2,40,5,23,7,47
cleveland_S 2,6,7,40,16,20,6,49
cleveland_S 3,4,4,42,13,15,8,46
cleveland_S 4,1,2,42,20,19,6,48
cleveland_S 5,3,3,37,4,20,1,50
cleveland_S 6,3,4,43,29,24,8,49
cleveland_S 7,3,11,41,19,27,10,51
cleveland_S 8,1,3,35,16,20,5,47
cleveland_SHANGI,2,5,36,12,21,5,55
cleveland_WACO,6,8,38,13,31,5,49
columbus_,1,0,6,0,0,0,12
columbus_P01A,16,5,35,4,14,8,49
columbus_P02A,27,8,31,3,6,6,38
columbus_P03,1,1,21,4,7,0,42
columbus_P04,1,0,23,3,4,0,36
columbus_P05,1,0,13,0,3,1,35
columbus_P06,5,0,29,2,5,0,49
columbus_P07,21,1,47,8,28,3,53
columbus_P08,0,0,9,0,1,1,39
columbus_P09,3,0,38,2,12,3,49
columbus_P10,1,0,10,1,2,0,48
columbus_P11,5,2,17,3,11,2,45
columbus_P12,1,0,0,0,0,0,33
columbus_P13,3,1,14,3,3,0,43
columbus_P14,17,1,42,11,17,7,50
columbus_P15,6,1,34,3,11,3,48
columbus_P16A,31,6,29,6,14,3,44
columbus_P17,20,2,36,4,13,5,44
columbus_P18,4,0,29,0,5,0,39
columbus_P19,6,5,43,10,30,4,49
columbus_P20,9,1,40,2,12,2,41
columbus_P21,9,3,35,4,6,3,42
columbus_P22,14,1,38,2,18,4,53
columbus_P23,14,4,39,8,22,4,48
columbus_P24,3,0,31,4,6,0,47
columbus_P25A,5,1,19,2,11,1,47
columbus_P26A,9,1,39,6,15,3,53
craven_,1,0,7,4,3,0,21
craven_10,0,1,28,5,11,0,45
craven_11,8,5,30,11,34,3,55
craven_12,0,1,8,4,7,2,45
craven_13,0,0,24,0,10,0,47
craven_14,7,3,45,12,33,6,58
craven_15,1,1,31,2,17,1,46
craven_16,2,9,38,21,38,8,58
craven_17,5,13,32,27,23,4,58
craven_18,11,26,48,64,61,19,56
craven_19,10,9,46,28,31,11,51
craven_20,2,5,26,8,29,3,58
craven_21,3,5,32,9,24,3,52
craven_22,10,26,46,67,64,21,61
craven_23,3,14,42,25,48,6,63
craven_3,4,7,22,7,24,2,60
craven_4,1,4,38,2,14,1,47
craven_5,3,6,30,14,33,4,56
craven_6,0,4,36,5,12,1,44
craven_7,1,3,46,8,22,2,56
craven_8,0,1,37,3,11,0,46
craven_9,1,0,32,0,2,2,39
craven_N1,2,4,47,16,33,10,53
craven_N2,1,7,49,24,30,12,51
craven_N3,1,7,41,15,30,4,53
craven_N4,10,18,45,54,51,20,59
craven_N5,6,2,45,31,35,9,51
craven_N6,4,14,41,25,53,15,59
cumberland_,7,6,34,30,25,8,42
cumberland_AH49,13,19,57,66,56,20,60
cumberland_AL51,34,15,48,29,48,10,63
cumberland_CC01,10,13,51,30,53,16,49
cumberland_CC03,11,13,45,42,39,14,51
cumberland_CC04,6,3,31,23,26,7,53
cumberland_CC05,8,3,52,29,42,14,50
cumberland_CC06,7,7,35,19,34,8,55
cumberland_CC07,5,3,26,21,25,4,54
cumberland_CC08,2,10,34,13,15,2,51
cumberland_CC10,6,7,46,26,30,5,47
cumberland_CC12,2,10,24,18,31,1,55
cumberland_CC13,6,4,58,14,44,14,33
cumberland_CC14,19,34,43,58,57,17,50
cumberland_CC15,13,13,41,28,52,12,56
cumberland_CC16,5,2,53,18,28,9,28
cumberland_CC17,7,9,55,29,40,10,48
cumberland_CC18,9,13,39,35,38,4,50
cumberland_CC19,6,3,49,15,31,9,30
cumberland_CC21,17,17,51,51,65,22,60
cumberland_CC24,7,20,41,33,37,18,51
cumberland_CC25,3,18,47,52,50,10,55
cumberland_CC26,12,28,54,63,63,23,56
cumberland_CC27,18,31,52,81,72,26,60
cumberland_CC29,17,17,49,53,53,19,53
cumberland_CC31,11,9,48,41,49,11,55
cumberland_CC32,4,12,49,51,46,11,48
cumberland_CC33,9,24,49,49,61,18,53
cumberland_CC34,10,33,40,39,55,9,59
cumberland_CL57,21,27,59,82,68,31,56
cumberland_CU02,18,16,41,40,41,18,58
cumberland_EO61-1,17,6,44,15,33,6,57
cumberland_EO61-2,14,4,41,23,31,8,51
cumberland_G10A,28,34,42,61,56,18,63
cumberland_G10B,26,13,45,39,56,15,60
cumberland_G10C,25,16,41,42,40,9,54
cumberland_G11A,15,29,63,76,83,25,57
cumberland_G11B,21,33,55,94,76,25,70
cumberland_G1A,40,11,45,27,45,12,51
cumberland_G1B,29,18,39,38,51,11,56
cumberland_G2A,14,21,55,49,59,21,53
cumberland_G2B,13,20,51,64,61,23,58
cumberland_G2C,16,28,54,64,67,22,65
cumberland_G2D,12,24,48,45,60,23,61
cumberland_G2E,21,22,53,73,64,18,54
cumberland_G3A,39,24,50,77,63,22,65
cumberland_G3B,24,9,41,20,35,8,51
