prec_id,Elaine Marshall,Richard Burr,Michael Beitler,Write-in
mitchell_03,41,206,10,0
mitchell_04,611,2033,81,2
mitchell_05,67,294,4,0
mitchell_06,38,225,9,0
mitchell_07,8,87,0,0
mitchell_08,17,140,7,0
mitchell_09,185,399,9,0
montgomery_BIS,289,246,12,0
montgomery_CAN,283,290,10,0
montgomery_CHE,95,183,2,0
montgomery_ELD,101,360,11,0
montgomery_LIT,62,165,5,0
montgomery_MTG,538,210,8,1
montgomery_OPH,42,97,4,0
montgomery_PEE,96,237,7,0
montgomery_ROC,187,73,2,0
montgomery_STA,190,453,26,0
montgomery_T1,268,293,9,0
montgomery_T2,189,280,14,0
montgomery_UWH,121,291,6,1
montgomery_WAD,126,74,3,0
moore_BEN,215,396,11,0
moore_CAM,162,343,12,0
moore_CAR,392,590,39,0
moore_DHR,123,384,11,1
moore_EAB,286,358,13,0
moore_EKWD,141,288,8,0
moore_EUR,339,885,31,1
moore_EWD,143,282,15,0
moore_LTR,203,500,13,0
moore_NSP,277,398,25,0
moore_PBF,284,385,19,0
moore_PDN,427,768,27,1
moore_PHA,451,1225,28,0
moore_PHB1,335,638,20,0
moore_PHB2,215,703,13,0
moore_PHC,484,1089,39,0
moore_RBN,108,232,3,2
moore_SLS,509,1186,45,0
moore_SSP,590,311,8,0
moore_TLT,166,56,2,0
moore_VSS,190,334,17,0
moore_WAB,371,543,25,0
moore_WEM,138,565,16,1
moore_WKWD,194,425,10,0
moore_WND,289,489,11,1
moore_CURBSIDE,0,0,0,0
nash_0001,356,590,18,1
nash_0002,211,192,3,0
nash_0003,203,204,6,0
nash_0004,140,662,13,0
nash_0005,329,477,14,0
nash_0006,220,442,16,0
nash_0007,395,142,6,0
nash_0008,198,342,10,0
nash_0011,589,400,15,0
nash_0012,123,215,3,0
nash_0015,709,757,30,2
nash_0021,252,75,1,0
nash_0022,251,168,9,0
nash_0025,340,548,15,0
nash_0026,154,621,20,0
nash_0031,195,77,4,0
nash_0032,268,181,8,0
nash_0033,535,93,7,0
nash_0034,714,158,6,0
nash_0035,284,646,9,1
nash_0036,356,466,9,0
nash_0037,358,528,13,2
nash_0038,457,305,4,0
nash_0039,249,562,13,0
nash_0040A,716,560,18,0
nash_0041,131,292,9,1
nash_0042,179,74,1,0
new hanover_CF01,753,750,42,0
new hanover_CF02,374,793,28,0
new hanover_CF05,365,668,28,0
new hanover_CF06,414,731,19,0
new hanover_FP02,398,668,32,1
new hanover_FP03,274,562,16,0
new hanover_FP04,557,1125,32,1
new hanover_FP05,272,598,24,0
new hanover_FP06,436,945,37,1
new hanover_FP07,537,1233,23,1
new hanover_H01,293,392,22,0
new hanover_H02,365,1259,18,1
new hanover_H03,634,1657,54,1
new hanover_H04,525,929,33,0
new hanover_H05,474,1079,38,0
new hanover_H06,454,726,32,0
new hanover_H08,829,1743,75,2
new hanover_H09,997,2425,59,1
new hanover_H10,665,670,22,1
new hanover_H11,673,1307,39,0
new hanover_M02,914,2016,47,3
new hanover_M03,394,856,38,0
new hanover_M04,895,1796,66,1
new hanover_M06,426,1026,32,0
new hanover_M07,327,587,26,1
new hanover_W03,621,122,16,0
new hanover_W08,366,255,14,0
new hanover_W12,413,443,15,1
new hanover_W13,304,144,12,1
new hanover_W15,917,230,23,1
new hanover_W16,541,946,42,0
new hanover_W17,519,707,15,1
new hanover_W18,270,345,13,0
new hanover_W21,591,923,31,0
new hanover_W24,319,373,26,4
new hanover_W25,943,254,33,2
new hanover_W26,487,374,33,0
new hanover_W27,958,304,35,1
new hanover_W28,467,455,32,0
new hanover_W29,1217,57,19,0
new hanover_W30,657,758,35,3
new hanover_W31,598,1293,28,0
new hanover_WB,289,691,20,0
northampton_CONWAY,111,192,6,1
northampton_CREEKS,80,136,6,0
northampton_GALATI,92,139,0,0
northampton_GARYSB,428,32,5,0
northampton_GASTON,550,180,11,1
northampton_JACKSO,122,100,2,1
northampton_LAKE G,293,285,13,0
northampton_LASKER,51,101,3,0
northampton_MILWAU,105,84,2,0
northampton_NEWTOW,121,128,6,0
northampton_PENDLE,62,47,0,0
northampton_PLEASA,92,41,2,0
northampton_POTECA,54,33,0,0
northampton_REHOBE,74,41,1,0
northampton_RICH S,413,140,6,0
northampton_SEABOA,237,106,3,0
northampton_SEVERN,74,94,3,0
northampton_WOODLA,181,125,4,0
onslow_BC21,193,663,38,0
onslow_BM08,522,694,29,1
onslow_CL10,94,406,10,0
onslow_CR07,273,610,39,0
onslow_EN03,441,620,24,0
onslow_FS16,181,654,36,0
onslow_GB12,216,479,18,0
onslow_HM05,257,466,20,1
onslow_HN14,152,368,6,0
onslow_HR17,85,253,7,1
onslow_HU20,111,463,21,0
onslow_JA01,230,279,12,0
onslow_ML23,92,161,12,1
onslow_MT24,92,365,15,0
onslow_NE22A,246,249,11,1
onslow_NE22B,328,572,17,1
onslow_NM13,50,261,9,0
onslow_NR02,234,55,3,0
onslow_RL09,326,659,26,1
onslow_SF18,210,750,37,0
onslow_SW19,232,781,21,1
onslow_TL06,190,473,19,0
onslow_VR15,100,323,15,0
onslow_WN04,325,698,31,0
orange_BC,413,142,9,1
orange_BP,209,70,10,0
orange_CA,192,183,15,0
orange_CB,459,64,7,0
orange_CC,180,91,15,0
orange_CF,471,240,22,0
orange_CG,262,298,25,0
orange_CH,401,91,6,1
orange_CO,533,99,19,1
orange_CP,388,387,19,0
orange_CS1,261,161,18,0
orange_CW,337,664,26,0
orange_CX,549,580,46,0
orange_DA,689,225,27,0
orange_DM,519,119,23,0
orange_EA,185,84,9,0
orange_EF,315,377,12,1
orange_EH,529,141,22,0
orange_ENO,359,432,17,0
orange_ES,446,113,12,0
orange_GB,464,367,36,0
orange_GL,460,261,21,1
orange_GR,298,86,12,0
orange_H,185,76,6,0
orange_HF,673,289,24,1
orange_KM,464,217,12,0
orange_LC,649,74,20,2
orange_LI,233,37,10,1
orange_MF,225,65,9,0
orange_NC,619,165,12,0
orange_NS,308,58,7,1
orange_OG,760,451,33,0
orange_OW,542,66,8,1
orange_PA,680,368,28,1
orange_RF,515,198,12,0
orange_SJ,703,210,18,1
orange_SM,366,519,31,0
orange_TH,588,34,10,1
orange_TO,246,280,20,0
orange_WC,445,246,17,1
orange_WD,584,151,22,0
orange_WDS,323,47,2,0
orange_WH,413,183,10,0
orange_WW,270,59,6,0
pamlico_1AL A,79,149,1,0
pamlico_5AP,361,664,33,1
pamlico_3BY,405,270,9,0
pamlico_1GB,101,281,3,0
pamlico_4HB,15,100,2,0
pamlico_4MSIC,69,32,0,0
pamlico_2OT,415,660,13,1
pamlico_1RB,120,380,7,0
pamlico_2SW,90,136,1,0
pamlico_4VM A,59,37,2,0
pamlico_CURBSIDE,54,27,2,0
pasquotank_1-A,113,88,3,2
pasquotank_1-B,145,169,14,0
pasquotank_2-A,127,82,1,0
pasquotank_2-B,114,57,6,0
pasquotank_3-A,145,60,8,0
pasquotank_3-B,193,5,0,0
pasquotank_4-A,224,14,1,0
pasquotank_4-B,241,56,4,1
pasquotank_MH,320,322,17,2
pasquotank_NEW,279,186,2,0
pasquotank_NIX,245,419,11,0
pasquotank_PRO,275,489,20,1
pasquotank_SAL,82,188,3,0
pender_NB01,358,472,12,0
pender_SB02,599,765,20,0
pender_CT03,83,40,5,0
pender_CS04,208,261,6,0
pender_CL05,425,237,8,0
pender_GR06,530,468,14,0
pender_MH07,34,131,7,0
pender_UH08,328,76,2,2
pender_LC09,245,446,8,0
pender_PL10,55,164,8,0
pender_CF11,287,746,26,1
pender_SH12,171,681,22,0
pender_SC13,392,889,17,0
pender_UT14,369,1130,39,2
pender_SP15,348,768,36,0
pender_LU16,133,355,4,0
pender_UU17,245,222,8,1
pender_LT18,317,956,40,0
pender_MT19,406,942,30,0
pender_RP20,354,362,9,0
pender_CURBSIDE,53,28,0,0
perquimans_BELVID,107,171,8,0
perquimans_BETHEL,402,923,32,0
perquimans_EAST H,217,191,4,0
perquimans_WEST H,131,189,4,0
perquimans_NEW HO,221,599,21,0
perquimans_NICANO,48,69,2,0
perquimans_PARKVI,350,416,4,0
person_ALVI,445,395,18,0
person_BFRK,204,399,7,0
person_CUCL,325,464,23,0
person_FLRI,671,1273,58,1
person_HLWY,167,262,6,0
person_HUML,151,210,8,0
person_MTTZ,359,649,28,0
person_OLHI,258,522,22,0
person_ROX1,554,285,10,0
person_ROX2,362,473,9,0
person_ROX3,469,303,8,0
person_ROX4,375,264,17,0
person_RX1A,435,616,23,1
person_WDSD,247,179,10,0
pitt_0101,412,479,12,0
pitt_0200A,296,490,15,2
pitt_0200B,451,269,9,1
pitt_0301,532,311,11,0
pitt_0401,362,259,5,0
pitt_0501,154,248,9,0
pitt_0601,155,665,13,0
pitt_0701,193,411,9,0
pitt_0800A,398,460,11,0
pitt_0800B,346,381,17,0
pitt_0901,151,199,6,0
pitt_1001,413,528,17,0
pitt_1101,178,199,2,0
pitt_1102A,204,443,6,0
pitt_1102B,286,701,15,1
pitt_1201,344,454,7,0
pitt_1301,88,195,5,0
pitt_1402A,192,350,5,0
pitt_1402B,174,331,8,0
pitt_1403A,390,708,24,0
pitt_1403B,423,668,13,0
pitt_1501,227,15,1,0
pitt_1503,400,38,3,0
pitt_1504A,451,75,2,0
pitt_1504B,400,134,7,0
pitt_1505A,259,154,6,0
pitt_1505B,533,61,3,0
pitt_1506,222,94,7,0
pitt_1507,313,289,18,0
pitt_1507B,108,99,1,0
pitt_1508A,142,56,3,0
pitt_1508B,170,169,8,1
pitt_1509,419,524,10,1
pitt_1510A,252,514,13,0
pitt_1510B,342,472,11,0
pitt_1511A,308,667,8,0
pitt_1511B,225,277,3,1
pitt_1512A,465,411,12,1
pitt_1512B,299,263,12,0
polk_CG05,133,458,20,0
polk_CL07,488,665,45,0
polk_CL08,468,854,33,0
polk_GC09,464,776,32,1
polk_SA04,263,439,17,1
polk_TR123,895,745,43,0
polk_WO06,338,478,14,1
randolph_01,84,436,11,0
randolph_02,62,370,11,0
randolph_03,117,620,27,3
randolph_04,127,393,20,0
randolph_05,222,149,11,1
randolph_06,169,299,22,0
randolph_07,119,238,20,1
randolph_08,113,164,9,0
randolph_09,58,236,12,2
randolph_10,106,275,18,0
randolph_11,98,243,12,0
randolph_12,131,398,25,0
randolph_13,105,594,27,0
randolph_14,54,263,5,1
randolph_15,111,410,23,0
randolph_16,95,571,21,0
randolph_17,105,464,13,2
randolph_18,62,460,25,0
randolph_19,91,379,22,0
randolph_20,116,427,14,0
randolph_21,157,656,29,1
randolph_22,174,507,14,0
randolph_23,337,593,27,0
randolph_24,56,191,8,0
randolph_25,61,411,19,1
randolph_26,88,486,15,0
randolph_27,19,121,4,0
randolph_28,103,391,18,0
randolph_29,118,803,25,1
randolph_30,99,612,20,0
randolph_31,224,533,28,0
randolph_32,211,692,25,0
randolph_33,119,262,20,1
randolph_34,124,475,19,0
randolph_35,120,530,22,2
randolph_36,69,501,20,0
randolph_37,90,428,18,0
randolph_38,121,695,15,0
randolph_39,118,704,24,1
randolph_40,79,297,23,0
richmond_01,573,259,12,2
richmond_02,487,669,23,0
richmond_03,104,136,7,0
richmond_04,205,199,16,1
richmond_05,53,85,0,0
richmond_06,147,220,6,0
richmond_07,136,66,7,0
richmond_08,504,301,17,2
richmond_09,633,671,39,1
richmond_10,164,86,4,0
richmond_11,158,144,3,0
richmond_12,300,298,7,1
richmond_13,131,143,5,0
richmond_14,68,22,0,0
richmond_15,26,38,2,0
richmond_16,44,74,2,0
robeson_01,137,97,3,0
robeson_02,300,122,5,0
robeson_03,106,319,7,0
robeson_04,291,194,10,1
robeson_05,486,317,8,0
robeson_06,222,52,2,0
robeson_07,140,89,4,0
robeson_08,127,321,10,0
robeson_09,174,179,3,0
robeson_10,171,143,3,0
robeson_11,392,929,15,0
robeson_11A,152,137,7,0
robeson_12,227,163,5,0
robeson_13,208,239,5,0
robeson_14,103,121,3,0
robeson_15,204,29,5,0
robeson_16,241,11,2,0
robeson_17,61,39,1,0
robeson_18A,218,339,9,0
robeson_19,627,165,8,0
robeson_20,162,195,4,0
robeson_21,301,294,16,0
robeson_22,334,262,6,0
robeson_23,402,380,9,3
robeson_24,120,111,4,0
robeson_25,173,111,6,0
robeson_26,509,155,3,1
robeson_27,213,160,4,0
robeson_28,126,109,3,0
robeson_29,405,157,5,1
robeson_30,275,200,14,1
robeson_31,366,376,13,0
robeson_32,267,316,9,0
robeson_33,74,63,6,0
robeson_34,124,121,7,0
robeson_35,246,264,7,2
robeson_36,97,140,2,0
robeson_37,52,177,3,1
robeson_38,63,59,2,0
robeson_39,254,149,1,0
robeson_40,126,75,3,0
robeson_41,235,508,14,0
robeson_CURBSIDE,0,0,0,0
rockingham_DR,279,542,43,0
rockingham_EC,585,1154,47,2
rockingham_ED-1,521,1031,51,1
rockingham_HO,212,502,27,0
rockingham_HU,345,1037,43,0
rockingham_IR,244,770,33,2
rockingham_LI,493,1024,64,4
rockingham_LK-2,517,987,44,2
rockingham_MA,523,1057,62,2
rockingham_MC,726,1237,55,0
rockingham_MS,1436,1450,72,0
rockingham_NB,304,1027,46,2
rockingham_RC,609,1446,72,1
rockingham_SE,617,904,39,0
rockingham_WS,903,1644,72,4
rowan_01,77,423,9,0
rowan_02,149,190,7,2
rowan_03,137,613,20,0
rowan_04,186,780,27,1
rowan_05,147,467,22,0
rowan_06,131,313,17,2
rowan_07,217,304,9,0
rowan_08,259,627,20,0
rowan_09,106,544,26,0
rowan_10,175,632,39,1
rowan_11,252,480,29,0
rowan_12,184,227,18,0
rowan_13,104,458,9,0
rowan_14,182,380,15,0
rowan_15,225,606,25,1
rowan_16,137,292,10,0
rowan_17,170,431,12,0
rowan_18,244,11,2,0
rowan_19,192,543,22,0
rowan_20,87,275,11,0
rowan_21,236,466,27,0
rowan_22,43,221,7,0
rowan_23,79,348,17,0
rowan_24,88,349,14,0
rowan_25,158,584,21,1
rowan_26,93,348,8,0
rowan_27,133,274,22,1
rowan_28,291,236,19,0
rowan_29,105,238,11,1
rowan_30,154,316,11,1
rowan_31,135,347,10,0
rowan_32,164,337,16,0
rowan_33,79,467,14,2
rowan_34,335,313,13,1
rowan_35,165,100,7,0
rowan_36,367,226,10,1
rowan_38,389,209,7,1
rowan_39,185,246,8,0
rowan_40,316,385,11,0
rowan_41,298,319,11,0
rowan_42,262,10,4,0
rowan_44,116,588,21,0
rowan_45,173,173,9,1
rowan_46,172,474,17,0
rutherford_03A,149,708,25,0
rutherford_04A,250,656,20,2
rutherford_05A,297,626,36,0
rutherford_06A,320,667,25,2
rutherford_09A,339,1044,23,2
rutherford_10A,73,400,10,1
rutherford_11,511,1438,66,1
rutherford_13,720,858,24,0
rutherford_14,362,539,22,0
rutherford_16A,272,752,34,0
rutherford_18,309,644,27,0
rutherford_19,197,510,16,1
rutherford_27,537,1152,50,0
rutherford_28,200,463,18,0
rutherford_29,248,479,19,0
rutherford_30,564,757,34,0
rutherford_34,120,515,9,0
rutherford_CURBSIDE,62,79,1,0
sampson_AUTR,106,383,3,0
sampson_CLCE,222,40,3,0
sampson_CLEA,490,202,5,0
sampson_CLEM,135,364,5,1
sampson_CLNE,213,326,6,0
sampson_CLSW,163,209,3,0
sampson_CLWE,138,311,4,0
sampson_GARL,306,199,5,0
sampson_GIDD,215,156,8,0
sampson_HARR,383,143,2,0
sampson_HERR,48,296,3,0
sampson_INGO,172,135,2,0
sampson_KEEN,119,244,6,0
sampson_KFRK,233,285,7,0
sampson_LAKE,578,170,14,0
sampson_MING,226,684,11,0
sampson_NGRV,220,313,3,0
sampson_PLVW,168,745,13,1
sampson_ROSE,120,208,11,0
sampson_ROWA,221,286,8,0
sampson_SBRG,115,256,2,0
sampson_TURK,239,160,12,0
sampson_WBRK,146,310,4,0
sampson_CURBSIDE,0,0,0,0
scotland_1,377,79,7,0
scotland_2,240,63,3,0
scotland_3,295,337,14,0
scotland_4,340,422,12,0
scotland_5,133,230,9,0
scotland_6,76,70,1,0
scotland_7,446,215,8,2
scotland_8,104,181,8,0
scotland_9,202,193,9,0
scotland_10,239,162,14,0
stanly_0002,85,149,11,0
stanly_0003,246,372,12,0
stanly_0007,160,344,12,0
stanly_0008,396,15,2,0
stanly_0010,116,262,9,1
stanly_0011,115,252,6,0
stanly_0012,62,169,4,0
stanly_0013,95,304,11,0
stanly_0014,82,257,6,0
stanly_0015,218,260,16,0
stanly_0016,138,191,3,0
stanly_0017,116,388,17,0
stanly_0018,106,262,8,0
stanly_0019,111,427,7,0
stanly_0020,106,524,13,3
stanly_0021,66,366,6,0
stanly_0022,187,468,12,2
stanly_0023,150,676,20,0
stanly_0024,126,656,18,2
stanly_0025,149,689,6,0
stanly_0026,159,372,12,0
stanly_0027,191,493,12,0
stanly_0028,194,203,4,0
stokes_01,94,203,12,0
stokes_02,172,425,14,0
stokes_03,95,425,17,0
stokes_04,98,520,17,2
stokes_05,91,200,11,0
stokes_06,51,201,5,0
stokes_07,58,159,4,0
stokes_08,97,328,19,0
stokes_09,194,487,12,0
stokes_10,218,790,39,1
stokes_11,204,732,22,0
stokes_12,142,541,18,0
stokes_13,97,484,17,0
stokes_14,190,544,28,0
stokes_15,113,442,17,0
stokes_16,220,301,22,0
stokes_17,214,376,7,0
stokes_18,137,59,2,0
stokes_19,103,236,6,1
stokes_20,116,286,18,0
surry_01,210,533,18,0
surry_02,124,101,4,0
surry_03,308,541,16,1
surry_04,323,499,23,1
surry_05,163,726,8,0
surry_06,254,327,13,0
surry_07,188,303,9,0
surry_08,201,499,14,0
surry_09,140,365,16,0
surry_10,57,299,6,0
surry_11,163,318,8,0
surry_12,261,424,14,0
surry_13,187,352,9,0
surry_14,224,519,11,0
surry_15,181,408,10,0
surry_16,130,347,6,0
surry_17,116,303,12,0
surry_18,197,557,18,0
surry_19,243,468,13,0
surry_20,140,272,12,0
surry_21,220,574,10,0
surry_22,194,327,18,0
surry_23,141,404,11,0
surry_24,87,255,5,0
surry_25,184,418,8,0
surry_26,215,619,11,0
surry_27,155,377,9,0
surry_28,102,333,9,0
surry_33,212,374,5,0
surry_CURBSIDE,32,63,0,0
swain_ALARKA,198,257,13,1
swain_ALMOND,233,398,22,0
swain_BC1,469,565,37,1
swain_BC2,505,542,44,1
swain_WHCH,472,379,33,0
transylvania_B1,455,411,23,0
transylvania_B2,354,263,15,0
transylvania_B3,439,495,18,1
transylvania_B4,392,336,19,0
transylvania_BD,442,713,34,0
transylvania_BG,50,150,4,0
transylvania_CC,395,716,30,0
transylvania_CM,146,228,11,0
transylvania_DR,581,778,19,0
transylvania_EF,205,261,8,0
transylvania_GL,41,151,9,0
transylvania_LR,242,450,14,0
transylvania_LT,90,247,10,0
transylvania_PF,205,357,18,0
transylvania_QB,92,171,9,0
transylvania_RE,224,623,31,0
transylvania_SW,72,154,10,0
transylvania_WC,393,607,26,0
tyrrell_1,75,10,1,0
tyrrell_2,196,231,12,0
tyrrell_3,27,44,1,0
tyrrell_14,9,29,2,0
tyrrell_15,104,69,2,0
tyrrell_16,2,8,0,0
tyrrell_CURBSIDE,0,0,0,0
union_001,195,92,3,0
union_002,343,254,18,1
union_003,232,206,10,0
union_004,377,63,0,0
union_005,345,646,17,1
union_006,161,520,12,1
union_007,335,718,25,0
union_008,540,327,20,0
union_009,325,200,10,0
union_010,313,149,7,0
union_011,166,761,17,0
union_012,147,813,17,0
union_013,121,882,25,1
union_014,134,356,21,2
union_015,433,1096,25,0
union_016,292,947,33,1
union_017A,281,852,28,0
union_017B,287,1054,39,1
union_018,227,930,22,2
union_019,380,1084,42,1
union_020A,373,694,23,0
union_020B,223,785,41,0
union_021,187,671,21,0
union_022,129,992,22,5
union_023,266,598,21,1
union_024,188,631,16,0
union_025,193,529,10,0
union_026,173,472,16,0
union_027,210,544,7,0
union_028A,368,1034,28,1
union_028B,258,1032,14,0
union_028C,245,964,24,0
union_028D,312,789,28,0
union_029A,493,666,25,0
union_029B,189,492,18,0
union_029C,177,583,19,1
union_030,506,1016,35,1
union_031,309,634,36,0
union_032,289,894,19,0
union_033,264,756,31,1
union_034,350,876,18,1
union_035,184,656,15,0
union_036,266,536,11,2
union_037A,365,786,29,1
union_037B,145,543,8,0
union_038A,339,626,29,1
union_038B,249,681,33,2
union_039,146,574,14,0
union_040,286,1095,40,0
union_041,260,980,29,1
union_042,212,360,13,1
union_043,291,60,2,0
union_CURBSIDE,0,0,0,0
vance_CC,569,670,32,1
vance_EH1,783,100,8,0
vance_HTOP,290,132,4,0
vance_KITT,794,841,41,0
vance_MIDD,837,572,34,1
vance_NH,1020,629,28,0
vance_NH1,725,140,7,1
vance_NV,378,214,10,0
vance_SCRK,936,752,33,1
vance_SH1,611,222,16,0
vance_SH2,234,132,8,0
vance_WH,927,1110,31,2
wake_43831,449,144,24,0
wake_43832,469,279,17,0
wake_43833,449,569,22,0
wake_43834,260,291,6,1
wake_43835,230,334,7,0
wake_43836,564,308,24,0
wake_43837,392,146,15,0
wake_01-07A,83,14,1,0
wake_43839,346,174,14,0
wake_43840,361,360,10,0
wake_43841,301,779,9,0
wake_43842,336,266,15,1
wake_43843,442,147,15,1
wake_43844,928,264,21,2
wake_43845,273,354,10,0
wake_43846,642,467,31,1
wake_43847,199,278,8,0
wake_43848,551,550,32,0
wake_43849,453,18,4,0
wake_43850,489,37,3,0
wake_43851,563,290,34,0
wake_43852,877,31,2,0
wake_43853,540,245,44,2
wake_43855,51,2,0,1
wake_43856,423,36,3,1
wake_43857,403,98,15,0
wake_43858,894,212,14,0
wake_43859,471,691,19,0
wake_43860,304,334,13,0
wake_43861,513,170,36,1
wake_11689,429,257,30,0
wake_12055,409,348,10,0
wake_12420,388,19,5,0
wake_12785,529,14,1,0
wake_13150,353,523,17,0
wake_13516,440,435,22,0
wake_13881,527,389,23,2
wake_14246,437,285,19,0
wake_14611,961,60,5,0
wake_14977,417,225,21,0
wake_15342,357,695,21,4
wake_15707,458,303,13,0
wake_16072,642,487,30,2
wake_16438,337,350,30,2
wake_16803,626,140,14,1
wake_17168,364,589,28,0
wake_17533,587,271,30,1
wake_17899,376,193,36,0
wake_18264,627,31,6,0
wake_18629,244,261,19,3
wake_43862,511,770,38,0
wake_43863,684,1306,57,0
wake_43864,416,880,43,2
wake_43865,313,673,33,0
wake_43866,189,323,10,1
wake_43867,339,734,16,1
wake_36586,321,506,19,0
wake_43922,456,344,19,0
wake_43923,506,509,35,2
wake_43924,326,278,13,0
wake_43925,256,259,16,0
wake_43926,537,490,38,3
wake_43927,517,590,35,1
wake_43928,451,741,25,1
wake_43929,426,316,31,1
wake_43930,361,561,24,0
wake_43931,470,584,31,1
wake_43932,261,180,18,0
wake_43933,489,485,33,0
wake_43934,645,714,47,1
wake_43935,342,379,37,1
wake_43936,451,392,31,1
wake_43937,480,385,31,0
wake_43938,332,283,19,0
wake_43939,409,434,26,1
wake_43940,338,385,20,0
wake_43941,485,416,39,0
wake_43942,295,141,23,0
wake_43952,572,615,41,0
wake_43954,358,597,22,0
wake_43955,1077,928,79,0
wake_43956,831,870,57,1
wake_43957,637,899,39,0
wake_43986,418,403,27,0
wake_43987,371,805,32,0
wake_43988,555,725,40,0
wake_43989,430,590,35,0
wake_43990,379,397,29,1
wake_43991,375,608,40,0
wake_43992,224,355,25,0
wake_44013,410,354,22,0
wake_44014,299,323,18,0
wake_44015,360,391,17,2
wake_44016,813,586,44,0
wake_44017,338,310,17,1
wake_44018,578,847,32,0
wake_44019,688,747,35,1
wake_07-07A,162,179,1,0
wake_44021,544,520,31,0
wake_44022,695,645,43,1
wake_44023,252,287,7,1
wake_44024,487,443,14,0
wake_44025,339,289,15,0
wake_44045,667,839,37,1
wake_44046,632,761,49,1
wake_44047,315,476,21,0
wake_44048,417,519,28,1
wake_44049,410,221,25,1
wake_44050,418,729,21,0
wake_44051,656,943,56,1
wake_44052,404,367,24,0
wake_44053,396,441,28,0
wake_44054,584,670,53,0
wake_44075,330,472,19,0
wake_44076,631,467,23,1
wake_44077,340,561,20,0
wake_44105,127,293,10,0
wake_44106,522,565,33,1
wake_44107,439,489,23,1
wake_44108,812,797,46,2
wake_44136,558,495,37,2
wake_44137,728,763,34,0
wake_44166,427,901,40,0
wake_44167,408,602,28,0
wake_44169,273,750,31,1
wake_44170,577,1189,55,0
wake_44171,256,489,13,0
wake_44172,297,513,22,1
wake_44173,524,569,22,1
wake_44174,312,439,33,1
wake_13-01,706,249,17,0
wake_13-02,323,454,20,0
wake_13-05,306,213,13,0
wake_13-06,476,566,39,0
wake_13-07,430,272,17,1
wake_13-08,528,171,17,0
wake_13-09,824,412,23,2
wake_13-10,766,1144,51,2
wake_13-11,447,723,39,1
wake_14-01,71,221,5,0
wake_14-02,437,1174,63,1
wake_15-01,466,939,39,0
wake_15-02,655,1102,40,1
wake_15-03,459,1090,47,1
wake_15-04,298,490,17,0
wake_16-01,274,414,21,0
wake_16-02,960,277,23,0
wake_16-03,287,257,19,1
wake_16-04,390,452,14,0
wake_16-05,395,497,22,0
wake_16-06,242,169,11,0
wake_16-07,632,692,27,0
wake_16-08,1450,346,39,1
wake_16-09,476,361,20,0
wake_17-01,569,296,21,0
wake_17-02,118,155,10,0
wake_17-03,1145,775,59,0
wake_17-04,660,586,37,2
wake_17-05,842,431,15,1
wake_17-06,251,334,14,0
wake_17-07,871,164,12,0
wake_17-08,1014,773,41,0
wake_17-09,909,87,8,0
wake_17-10,260,194,12,1
wake_17-11,845,356,32,2
wake_18-01,737,401,39,2
wake_18-02,511,1144,42,2
wake_18-03,400,547,19,0
wake_18-04,535,864,53,0
wake_18-05,700,1032,35,0
wake_18-06,553,479,38,0
wake_18-07,384,841,40,0
wake_18-08,545,661,21,1
wake_19-03,259,570,40,3
wake_19-04,700,1095,52,0
wake_19-05,260,692,27,0
wake_19-07,281,264,18,0
wake_19-09,412,799,33,0
wake_19-10,561,1027,40,6
wake_19-11,279,444,33,2
wake_19-12,380,707,29,2
wake_19-13,290,328,9,2
wake_19-14,178,497,14,0
wake_19-15,243,401,20,0
wake_19-16,412,499,17,0
wake_19-17,821,599,43,1
wake_20-01,362,305,24,0
wake_20-02,1179,1436,86,1
wake_20-03,386,450,36,0
wake_20-04,519,594,39,0
wake_20-05,502,746,22,0
wake_20-06A,496,503,39,0
wake_20-06B,409,652,43,0
wake_20-08,455,681,44,0
wake_20-09,353,512,35,0
wake_20-10,547,612,41,0
wake_20-11,426,614,33,2
wake_20-12,270,435,21,0
warren_001,209,324,7,0
warren_002,167,256,9,1
warren_003,259,164,2,0
warren_004,229,107,3,0
warren_005,458,97,3,0
warren_006,391,102,7,0
warren_007,261,92,6,0
warren_008,451,62,2,0
warren_009,172,98,1,0
warren_010,650,182,7,0
warren_011,146,43,1,1
warren_012,149,321,6,0
warren_013,144,135,8,0
warren_014,443,187,11,0
washington_LM,424,176,7,0
washington_P1,240,85,5,0
washington_P2,220,75,5,0
washington_P3,331,341,14,2
washington_SC,203,294,5,0
washington_SK,165,160,4,0
watauga_01,55,90,4,0
watauga_02,110,229,14,0
watauga_03,299,448,29,0
watauga_04,240,471,21,0
watauga_05,151,74,10,0
watauga_06,125,119,15,0
watauga_07,220,316,17,1
watauga_08,196,457,18,0
watauga_09,53,107,8,0
watauga_10,129,188,15,0
watauga_11,229,427,21,2
watauga_12,81,52,7,0
watauga_13,128,122,12,0
watauga_14,178,313,19,0
watauga_15,262,392,14,0
watauga_16,15,43,1,0
watauga_17,86,120,10,0
watauga_18,155,497,14,0
watauga_19,252,470,26,0
watauga_20,49,92,6,1
wayne_1,207,455,13,0
wayne_2,176,499,10,2
wayne_3,116,552,11,0
wayne_4,232,690,18,0
wayne_5,168,477,18,0
wayne_6,181,258,6,0
wayne_7,262,556,16,0
wayne_8,101,494,4,0
wayne_9,134,441,19,1
wayne_10,248,140,2,0
wayne_11,200,174,2,0
