prec_id,Deborah K. Ross,Richard Burr,Sean Haugh
new hanover_M06,774,1290,99
new hanover_OS CFCC PAPER,211,9,5
new hanover_W21,1208,1292,118
new hanover_W15,2122,585,137
new hanover_W12,690,561,47
new hanover_W18,475,554,69
new hanover_W30,1380,1256,132
new hanover_FP03,502,781,65
new hanover_H11,1549,2487,176
new hanover_CF01,1087,1195,116
new hanover_CF02,643,1203,99
new hanover_ABSENTEE,0,0,0
new hanover_W28,1286,885,148
new hanover_CF05,830,1142,91
new hanover_CF06,756,1145,94
new hanover_M07,536,930,58
new hanover_M02,1741,2750,165
new hanover_OS GVT PAPER,469,328,26
new hanover_H08,1560,2575,178
new hanover_H12,831,1619,101
new hanover_FP08,1401,2067,219
new hanover_FP04,1162,2062,180
new hanover_OS SRC PAPER,354,331,29
new hanover_M04,1885,2529,215
new hanover_H03,1279,2213,139
new hanover_H04,1154,1576,118
new hanover_H10,1309,1190,166
new hanover_W31,1126,1603,87
new hanover_W03,1127,206,65
new hanover_W08,652,368,56
new hanover_H06,812,1111,148
new hanover_H13,1191,2014,84
new hanover_M03,988,1566,158
new hanover_W17,765,880,56
new hanover_H01,547,630,74
new hanover_H02,846,1956,61
new hanover_W25,1818,372,114
new hanover_W16,1006,1254,100
new hanover_W13,894,391,64
new hanover_WB,602,1010,47
new hanover_W29,1797,158,62
new hanover_W26,942,586,107
new hanover_OS NLB PAPER,101,202,6
new hanover_H05,983,1654,115
new hanover_FP06,913,1526,158
madison_GRAPEV,251,451,36
madison_LAUREL,202,356,27
madison_BEECH,578,1120,73
madison_MARS H,1066,1399,114
madison_EBBS C,231,444,28
madison_SANDY,143,198,14
madison_REVERE,110,69,10
madison_HOT SP,212,296,32
madison_NORTH,613,882,73
madison_SPRING,230,266,24
madison_WALNUT,336,475,44
madison_SOUTH,299,330,30
mitchell_9,288,646,26
mitchell_6,67,328,11
mitchell_3,67,336,18
mitchell_7,21,128,4
mitchell_4,937,3038,164
mitchell_1,210,671,28
mitchell_2,13,206,2
mitchell_8,39,175,4
mitchell_5,72,423,20
northampton_GASTON,426,210,13
northampton_WOODLA,155,111,2
northampton_SEVERN,78,122,5
northampton_LAKE G,105,156,4
northampton_OS RICH SQUARE,633,194,9
northampton_REHOBE,52,42,0
northampton_RICH S,231,78,3
northampton_SEABOA,174,85,6
northampton_GALATI,91,132,2
northampton_PENDLE,56,63,3
northampton_NEWTOW,91,163,9
northampton_POTECA,54,29,1
northampton_JACKSO,84,75,0
northampton_GARYSB,394,41,2
northampton_OS LAKE GASTON,330,352,23
northampton_OS OFFICE,1704,773,34
northampton_MILWAU,80,96,4
northampton_CREEKS,65,131,2
northampton_OS GASTON,877,171,14
northampton_LASKER,21,108,3
northampton_CONWAY,130,266,3
northampton_PLEASA,77,33,5
pamlico_4HB,10,119,5
pamlico_5AP,445,985,30
pamlico_ABSENTEE,117,112,4
pamlico_4MSIC,67,58,2
pamlico_4VM A,69,63,1
pamlico_1AL A,98,213,11
pamlico_1RB,214,705,37
pamlico_2OT,573,811,32
pamlico_1GB,122,466,29
pamlico_2SW,100,192,16
pamlico_CURBSIDE,72,61,8
pamlico_3BY,483,398,28
person_OLHI,325,848,46
person_WDSD,369,367,24
person_HLWY,215,545,15
person_CUCL,484,817,35
person_ALVI,708,767,46
person_ROX4,628,498,39
person_PNTH,1451,1168,75
person_RCTL,1494,1404,69
person_SWST,483,930,30
person_FLRI,1062,2483,128
person_MTTZ,546,1206,58
pitt_1507B,252,296,27
pitt_1511A,237,470,15
pitt_1510B,202,313,21
pitt_ABSENTEE #2,282,280,12
pitt_OS WILLIS BUILDING #2,3070,1997,190
pitt_1102B,239,572,41
pitt_1301,75,210,14
pitt_1201,405,413,33
pitt_OS AYDEN #2,18,25,2
pitt_1509,513,469,70
pitt_OS COMMUNITY SCHOOLS 2,3257,3757,179
pitt_1403B,281,356,36
pitt_1001,332,468,43
pitt_OS COMMUNITY SCHOOLS 1,3221,5668,218
pitt_OS COUNTY OFFICE 1,4391,1524,168
pitt_OS FARMVILLE 2,19,28,2
pitt_OS FARMVILLE 1,1026,990,68
pitt_ABSENTEE #1,477,448,22
pitt_1403A2,167,184,21
pitt_1508B,238,257,28
pitt_1102A,190,388,27
pitt_1101,190,232,12
pitt_OS COUNTY OFFICE 2,2426,607,62
pitt_OS WINTERVILLE #2,2223,2185,104
pitt_OS AYDEN #1,755,886,43
pitt_1507,457,422,41
pitt_501,110,303,13
pitt_OS AG CENTER 2,832,432,28
pitt_1511B,293,355,50
pitt_1508A,123,218,16
pitt_0200B,210,172,20
pitt_401,386,270,24
pitt_OS ECU-WILLIS BLDG 1,936,888,52
pitt_OS AG CENTER 1,2904,2016,106
pitt_601,157,517,23
pitt_1510A,158,393,20
pitt_1513B,179,250,23
pitt_1513A,196,334,16
pitt_OS WINTERVILLE #1,2603,3381,178
pitt_1503,406,102,19
pitt_901,106,207,8
pitt_101,346,390,31
pitt_701,152,417,9
pitt_1501,142,13,2
pitt_1506,302,153,16
pitt_1512A,475,302,27
pitt_1512B,295,248,28
pitt_1505B,497,45,17
pitt_301,529,273,25
pitt_1504B,464,271,35
pitt_1504A,412,73,15
pitt_1505A,430,148,18
richmond_10,238,96,10
richmond_11,113,174,10
richmond_ABSENTEE,118,170,13
richmond_9,473,758,59
richmond_13,112,186,7
richmond_6,85,249,17
richmond_3,53,181,12
richmond_14,63,26,1
richmond_2,312,576,43
richmond_8,459,343,34
richmond_5,37,89,7
richmond_16,11,112,4
richmond_15,25,56,4
richmond_1,568,344,39
richmond_12,153,278,14
richmond_4,157,193,17
richmond_7,124,137,14
rockingham_NB,469,1882,108
rockingham_IR,393,1359,48
rockingham_LK-2,827,1415,82
rockingham_MA,783,1813,110
rockingham_RC,990,2413,106
rockingham_LI,707,1866,78
rockingham_ED-1,898,1624,107
rockingham_EC,981,1568,95
rockingham_DR,501,868,67
rockingham_MC,1381,1707,92
rockingham_WS,1438,2742,213
rockingham_MS,2751,2317,175
rockingham_SE,1105,1564,84
rockingham_HU,609,2130,114
rockingham_HO,360,889,59
rutherford_13,1169,1412,76
rutherford_05A,430,1207,64
rutherford_18,397,973,72
rutherford_OS-BOE PAPER,0,0,0
rutherford_CURBSIDE,0,0,0
rutherford_30,923,1182,104
rutherford_11,730,2788,155
rutherford_29,378,868,47
rutherford_OS-ELLENBORO PAPER,0,0,0
rutherford_06A,609,974,60
rutherford_34,177,760,41
rutherford_16A,370,1369,67
rutherford_OS-ANNEX PAPER,0,0,0
rutherford_03A,221,1194,53
rutherford_09A,412,1816,78
rutherford_04A,344,1089,67
rutherford_28,310,724,48
rutherford_27,781,1528,83
rutherford_10A,126,685,24
rutherford_ABSENTEE,0,0,0
rutherford_19,292,906,45
rutherford_14,571,891,68
pitt_0800A,175,284,12
pitt_0200A,183,272,27
pitt_0800B,194,275,17
pitt_1403A1,157,286,14
randolph_AW,1274,2341,188
randolph_DR,501,2276,132
randolph_AS,693,2077,97
randolph_PR,578,3216,181
randolph_RN,828,2710,196
randolph_RM,571,1266,77
randolph_LC,310,1252,74
randolph_ST,242,1086,63
randolph_SW,216,1610,73
randolph_SE,215,1208,43
randolph_AN,735,1442,122
randolph_NM,392,2479,119
randolph_SO,392,1999,94
randolph_TR,917,4417,242
randolph_LB,654,1156,83
randolph_TB,213,1622,92
randolph_AR,1117,4333,231
randolph_TT,375,2380,105
randolph_GR,481,1988,108
randolph_UG,947,3943,199
randolph_BC,289,1798,94
randolph_AE,1268,1449,119
robeson_11,276,840,14
robeson_8,109,480,13
robeson_29,445,217,11
robeson_OS PEMBROKE,1003,1161,41
robeson_OS FAIRMONT,676,339,13
robeson_2,322,246,11
robeson_22,381,382,18
robeson_34,149,311,12
robeson_35,242,494,9
robeson_14,123,155,11
robeson_19,602,251,9
robeson_OS MAXTON,717,348,14
robeson_OS ST PAULS,666,817,30
robeson_OS RED SPRINGS,891,386,28
robeson_39,251,297,13
robeson_38,56,99,4
robeson_20,165,269,9
robeson_16,235,10,5
robeson_1,126,209,6
robeson_11A,167,270,14
robeson_4,262,488,13
robeson_7,206,133,2
robeson_25,171,242,13
robeson_28,148,241,16
robeson_41,217,780,33
robeson_17,89,74,5
robeson_36,145,190,6
robeson_ABSENTEE,271,350,18
robeson_12,260,141,8
robeson_15,225,49,2
robeson_3,148,436,11
robeson_23,314,485,16
robeson_24,115,178,7
robeson_40,109,108,5
robeson_32A,508,551,38
robeson_37,40,254,7
robeson_21,342,440,28
robeson_18A,155,337,10
robeson_05A,557,371,22
robeson_30,277,420,25
robeson_33,103,105,5
robeson_13,186,256,15
robeson_26A,541,275,13
robeson_10,215,217,11
robeson_9,171,279,10
robeson_OS LUMBERTON BOE,5245,4508,163
onslow_NE22B,339,762,81
onslow_RL09,294,751,66
onslow_HN14,147,481,32
onslow_OS-SWANSBORO ROTARY,998,3359,236
onslow_TL06,139,480,43
onslow_NM13,42,394,24
onslow_CL10,97,536,54
onslow_HM05,296,681,67
onslow_WN04,259,641,71
onslow_FS16,182,899,68
onslow_NE22A,300,434,53
onslow_ABSENTEE,506,1304,80
onslow_SW19,193,626,47
onslow_NR02,255,81,17
onslow_HU20,159,571,60
onslow_HR17,185,611,51
onslow_EN03,690,835,117
onslow_OS-ONSLOW OFFICE,4808,8578,587
onslow_GB12,200,634,48
onslow_JA01,278,619,65
onslow_BM08,510,683,75
onslow_ML23,94,340,22
onslow_VR15,77,314,33
onslow_CR07,228,657,79
onslow_BC21,169,747,86
onslow_OS-VERONA,559,2248,125
onslow_OS-COMMONS REC CTR,4459,5923,436
onslow_SF18,259,1104,98
onslow_MT24,75,417,36
orange_OS CTH,13283,1681,248
orange_WD,222,108,21
orange_CP,184,301,34
orange_OW,313,76,25
orange_SM,172,426,25
orange_BC,266,136,17
orange_OS COTC,10226,2392,266
orange_WC,242,284,19
orange_CB,179,45,14
orange_MF,265,95,17
orange_CG,169,272,21
orange_OS EFLAND,2067,2279,145
orange_EH,196,103,10
orange_DM,266,119,13
orange_GB,335,285,36
orange_TH,173,31,8
orange_RF,302,127,16
orange_SJ,266,155,12
orange_CH,186,78,7
orange_ES,244,82,13
orange_GL,285,213,16
orange_OS BOE,8235,4768,354
orange_CW,238,676,25
orange_NC,149,87,6
orange_BP,121,51,3
orange_PA,249,234,28
orange_OS SEYMOUR,10774,2239,214
orange_CA,148,199,13
orange_CF,286,184,12
orange_EA,176,93,8
orange_DA,362,165,15
orange_HF,343,222,29
orange_KM,203,134,11
orange_H,88,48,3
orange_GR,181,60,12
orange_CS1,120,159,8
orange_WW,147,72,7
orange_LC,303,85,18
orange_LI,206,108,12
orange_TO,144,303,18
orange_WH,287,146,11
orange_ENO,206,371,43
orange_CX,335,401,39
orange_OG,420,433,34
orange_NS,315,106,18
orange_EF,172,214,18
orange_CC,147,102,14
orange_CO,225,89,18
orange_WDS,273,23,2
perquimans_CURBSIDE,0,0,0
perquimans_BELVID,155,336,5
perquimans_EAST H,354,267,13
perquimans_PARKVI,497,726,16
perquimans_ABSENTEE,49,118,2
perquimans_WEST H,217,335,15
perquimans_NICANO,48,107,3
perquimans_NEW HO,413,988,30
perquimans_BETHEL,536,1264,46
rowan_32,304,811,45
rowan_34,897,746,79
rowan_4,429,2186,139
rowan_39,612,680,56
rowan_21,559,1204,95
rowan_11,605,1329,101
rowan_29,173,671,37
rowan_42,970,36,16
rowan_8,644,1554,118
rowan_44,231,1401,115
rowan_7,440,832,58
rowan_41,901,809,76
rowan_27,224,644,39
rowan_28,798,637,96
rowan_12,562,655,59
rowan_14A,685,2148,171
rowan_30,477,920,81
rowan_10,335,1531,93
rowan_9,179,1179,77
rowan_3,214,1379,108
rowan_24,177,709,61
rowan_40,857,791,75
rowan_45,405,456,41
rowan_15,454,1691,109
rowan_17,445,965,97
rowan_19A,531,2075,148
rowan_23,122,863,70
rowan_26,199,1028,68
rowan_33,151,1084,75
rowan_31,248,796,45
rowan_13,178,1180,74
rowan_18,485,49,18
rowan_25,342,1963,128
rowan_1,176,993,68
rowan_16,394,720,64
rowan_2,370,457,46
rowan_05A,620,2022,147
rowan_22,75,505,32
rowan_35,549,274,39
rowan_38,1122,600,79
rowan_36,1088,657,79
pender_LU16,207,514,22
pender_MH07,47,203,9
pender_SC13,696,1558,107
pender_CF11,501,1309,107
pender_MT19,646,1393,68
pender_NB01,454,722,47
pender_SH12,274,979,58
pender_SB02,783,1114,70
pender_UT14,665,1809,144
pender_UH08,433,135,13
pender_GR06,437,501,40
pender_PL10,68,242,6
pender_SP15,628,1508,121
pender_UU17,297,380,18
pender_LT18,631,1956,117
pender_LC09,313,690,35
pender_CURBSIDE,140,103,11
pender_CS04,259,371,29
pender_CL05,612,356,32
pender_CT03,89,47,3
pender_RP20,520,630,68
polk_CURBSIDE,74,79,9
polk_SA04,404,603,39
polk_GC09,595,1074,62
polk_CG05,186,748,40
polk_CL08,559,999,59
polk_CL07,554,932,55
polk_ABSENTEE,236,318,12
polk_WO06,346,704,37
polk_TR123,1014,888,70
pasquotank_NEW,266,340,15
pasquotank_EAST,232,192,21
pasquotank_NORTH,282,179,12
pasquotank_SAL,69,219,7
pasquotank_PRO,295,658,52
pasquotank_NIX,165,460,14
pasquotank_SOUTH,365,69,10
pasquotank_ABSENTEE,188,269,25
pasquotank_WEST,338,95,12
pasquotank_MH,352,476,39
scotland_1,391,63,9
scotland_2,288,72,5
scotland_5,124,318,9
scotland_8,97,200,10
scotland_10,260,284,26
scotland_9,176,312,16
scotland_6,87,86,2
scotland_3,284,335,16
scotland_4,289,441,22
scotland_7,398,300,26
scotland_ABSENTEE,116,168,5
surry_15,289,761,43
surry_12,427,768,56
surry_17,142,541,43
surry_24,93,444,12
surry_28,177,666,27
surry_25,240,882,59
surry_ABSENTEE,347,1135,30
surry_4,330,938,50
surry_7,249,435,31
surry_27,191,774,28
surry_14,328,746,31
surry_16,167,671,45
surry_19,378,1012,39
surry_20,210,428,24
surry_1,228,973,54
surry_2,137,244,13
surry_5,196,1348,41
surry_8,217,877,43
surry_22,157,593,30
surry_11,210,561,43
surry_33,250,579,27
surry_13,318,512,19
surry_18,258,1051,42
surry_21,297,1040,39
surry_CURBSIDE,143,282,23
surry_10,107,605,33
surry_3,346,1087,69
surry_9,187,622,35
surry_6,355,489,32
surry_26,314,1273,57
surry_23,193,684,33
vance_NV,614,300,12
vance_EH1,1219,74,14
vance_SH2,333,149,13
vance_HTOP,366,122,5
vance_NH1,1190,126,22
vance_MIDD,1140,761,25
vance_KITT,1157,1327,60
vance_NH,1421,896,54
vance_SCRK,1443,1133,35
vance_SH1,974,240,16
vance_CC,766,1023,36
vance_WH,1433,1211,52
stokes_18,95,77,6
stokes_OS DANBURY,608,1509,73
stokes_ABSENTEE,139,583,25
stokes_4,66,424,21
stokes_7,68,190,13
stokes_15,79,384,22
stokes_12,108,539,30
stokes_OS WALNUT COVE,898,1953,122
stokes_1,44,216,13
stokes_20,111,479,27
stokes_14,115,543,32
stokes_16,148,232,16
stokes_19,71,298,14
stokes_11,121,561,38
stokes_8,73,424,33
stokes_OS KING,1246,4697,259
stokes_17,83,264,18
stokes_13,70,470,28
stokes_5,88,276,18
stokes_2,155,637,33
stokes_10,101,541,38
stokes_9,157,541,46
stokes_6,47,275,13
stokes_3,71,489,28
tyrrell_1,92,17,4
tyrrell_14,3,34,1
tyrrell_16,3,11,1
tyrrell_ABSENTEE,12,14,2
tyrrell_2,157,186,18
tyrrell_15,71,74,6
tyrrell_3,33,59,4
wake_43924,386,318,30
wake_43927,450,499,37
wake_43992,293,531,45
wake_44170,562,1136,83
wake_44015,183,312,10
wake_OSLOB 41-80,2887,853,84
wake_OSNB 1-40,2878,3943,194
wake_20-14,659,782,64
wake_20-12,230,445,24
wake_ABSEN 41-80,2405,2153,111
wake_19-04,678,1134,66
wake_OSWD 41-80,837,771,64
wake_OSWA 41-80,1111,1361,107
wake_OSGR 81-91,42,26,0
wake_OSAV 81-91,83,50,10
wake_OSNR 1-40,8437,7615,456
wake_13-09,704,317,45
wake_16-03,282,250,31
wake_16-08,1228,254,57
wake_16-05,313,417,35
wake_17-07,640,165,18
wake_17-10,198,141,14
wake_17-01,487,250,24
wake_17-04,605,499,59
wake_43925,318,264,34
wake_44022,690,588,53
wake_44021,437,434,46
wake_44018,386,640,30
wake_17899,623,335,45
wake_43933,399,492,40
wake_43860,218,300,13
wake_43858,964,242,51
wake_11689,569,280,36
wake_43855,143,16,7
wake_12055,317,307,15
wake_44107,258,322,35
wake_44025,297,306,35
wake_44049,384,216,35
wake_13-06,356,448,32
wake_18-01,940,543,103
wake_17-05,689,406,33
wake_18-06,725,528,71
wake_18-07,307,651,43
wake_OSCA 81-91,106,54,3
wake_OSLL 81-91,64,30,3
wake_PROVI 1-40,1916,1194,217
wake_43835,233,299,7
wake_43832,411,321,34
wake_OSNR 81-91,10,21,1
wake_OSTC 1-40,3426,2603,216
wake_TRANS 1-40,0,0,0
wake_16438,276,327,28
wake_43923,465,427,50
wake_43849,501,28,6
wake_44016,570,490,55
wake_44019,539,602,50
wake_44106,366,437,38
wake_44054,655,613,47
wake_43934,435,630,45
wake_43930,361,498,24
wake_43990,332,354,33
wake_43989,474,639,40
wake_20-06A,557,649,65
wake_OSAB 41-80,1113,829,58
wake_20-16,448,375,31
wake_17-09,795,118,24
wake_17-06,284,382,22
wake_44169,372,1034,70
wake_01-07A,125,20,3
wake_13-05,410,202,29
wake_13-08,564,177,27
wake_43959,406,277,36
wake_43847,153,271,14
wake_43844,732,325,51
wake_43842,416,407,24
wake_43864,260,664,24
wake_PROVI 41-80,372,270,42
wake_OSCH 1-40,19977,1164,295
wake_OSGR 41-80,1930,798,70
wake_ABSEN 81-91,48,46,2
wake_OSAP 81-91,3,1,0
wake_18-04,494,802,47
wake_19-07,364,515,32
wake_20-08,425,705,55
wake_20-04,501,579,56
wake_18-05,511,895,50
wake_19-15,268,480,27
wake_20-01,401,521,63
wake_15-02,557,1055,78
wake_14-01,109,298,15
wake_44024,407,381,34
wake_44048,311,437,16
wake_13-02,274,415,20
wake_44172,271,528,35
wake_44173,537,604,47
wake_44046,538,660,73
wake_43922,471,402,34
wake_43958,809,668,65
wake_43851,760,406,54
wake_12420,514,29,15
wake_13150,327,567,17
wake_13516,329,377,18
wake_OSOP 41-80,2005,1416,102
wake_OSCA 41-80,3853,2084,153
wake_OSKD 41-80,2313,1225,110
wake_OSLOB 81-91,116,24,3
wake_43834,241,309,16
wake_43831,485,249,34
wake_43852,852,55,17
wake_15707,429,282,29
wake_17533,589,274,43
wake_17-08,884,677,97
wake_17-02,119,166,17
wake_16-04,340,365,33
wake_19-12,476,786,58
wake_44076,365,284,33
wake_15-04,203,462,33
wake_16-01,322,430,39
wake_15-01,350,817,57
wake_OSFB 41-80,708,372,40
wake_OSNB 41-80,776,692,37
wake_OSZB 1-40,3450,3144,148
wake_OSAP 41-80,1780,1487,91
wake_OSAP 1-40,13951,10763,669
wake_13-10,638,958,54
wake_44108,659,720,56
wake_13-01,809,235,49
wake_44053,361,376,40
wake_18-08,544,737,63
wake_19-17,644,531,57
wake_20-09,327,547,32
wake_17-03,783,548,64
wake_18-03,397,481,33
wake_13881,375,242,30
wake_43932,229,146,28
wake_43931,461,535,59
wake_43857,487,122,18
wake_43861,757,275,66
wake_43859,337,656,21
wake_43833,403,568,17
wake_43836,553,383,38
wake_OSLL 1-40,12810,7075,448
wake_OSFV 81-91,1,1,0
wake_OSAV 41-80,1338,961,65
wake_OSCB 81-91,29,17,2
wake_OSCB 1-40,7170,2854,332
wake_OSTC 81-91,7,8,0
wake_OSOP 81-91,14,21,2
wake_OSTC 41-80,284,199,24
wake_18629,217,197,14
wake_43839,335,197,14
wake_13-07,467,275,29
wake_18-02,446,1034,55
wake_17-11,720,356,51
wake_19-05,275,815,36
wake_20-15,523,487,39
wake_20-10,484,573,27
wake_OSNR 41-80,588,263,12
wake_36586,426,821,43
wake_17168,309,506,29
wake_43926,516,544,39
wake_43928,367,701,19
wake_43935,305,324,44
wake_43929,504,379,34
wake_43938,332,275,33
wake_44136,647,516,65
wake_44137,634,686,54
wake_16-09,417,421,40
wake_ABSEN 1-40,12131,10840,607
wake_19-14,283,505,38
wake_19-11,275,535,57
wake_43936,490,489,52
wake_43850,587,91,33
wake_14611,960,89,29
wake_15342,267,545,17
wake_OSZB 41-80,1088,467,41
wake_TRANS 81-91,0,0,0
wake_14977,490,249,26
wake_16803,640,113,23
wake_16072,566,398,38
wake_43856,635,45,11
wake_43853,925,742,102
wake_12785,515,27,5
wake_43952,570,587,64
wake_43957,597,820,38
wake_20-03,323,560,63
wake_13-11,318,475,32
wake_OSLOB 1-40,9104,3045,288
wake_OSWA 1-40,2284,2978,201
wake_OSWA 81-91,14,13,1
wake_OSCB 41-80,759,318,33
wake_OSZB 81-91,7,4,1
wake_TRANS 41-80,0,0,0
wake_OSHS 81-91,0,1,0
wake_OSKD 81-91,74,28,2
wake_OSCA 1-40,16612,8414,616
wake_OSFV 1-40,3514,5121,264
wake_44051,469,753,37
wake_14-02,541,1571,64
wake_44174,319,685,44
wake_14246,329,253,30
wake_43862,401,695,30
wake_43841,217,688,12
wake_43846,500,450,32
wake_43987,277,582,40
wake_43988,538,976,80
wake_43848,458,470,37
wake_43940,260,313,31
wake_43939,429,415,28
wake_43865,243,566,19
wake_OSWD 81-91,5,6,2
wake_16-06,263,164,26
wake_20-06B,424,700,54
wake_OSWD 1-40,1695,2071,107
wake_43937,398,372,35
wake_43942,369,211,40
wake_44013,406,293,32
wake_19-03,339,647,61
wake_OSCH 81-91,210,18,3
wake_20-05,393,696,32
wake_OSAB 1-40,5863,4797,313
wake_OSHS 41-80,122,62,6
wake_PROVI 81-91,15,11,1
wake_43954,358,556,24
wake_43837,473,225,21
wake_44167,579,817,83
wake_44023,209,265,13
wake_44017,283,311,29
wake_07-07A,224,191,5
wake_44014,248,281,21
wake_OSKD 1-40,3229,1826,136
wake_OSGR 1-40,8012,2452,277
wake_20-17,426,527,39
wake_OSFV 41-80,113,190,8
wake_19-09,285,582,44
wake_43956,897,774,86
wake_43941,513,464,66
wake_44047,272,445,24
wake_44171,316,619,50
wake_44050,373,659,46
wake_44052,295,313,21
wake_44075,246,492,24
wake_44045,507,574,42
wake_19-13,314,326,27
wake_19-16,297,420,28
wake_43863,558,1189,50
wake_43866,191,303,11
wake_43840,376,371,15
wake_43843,465,171,16
wake_43845,296,347,17
wake_OSCH 41-80,2722,238,52
wake_OSAB 81-91,58,43,2
wake_20-11,408,732,54
wake_OSHS 1-40,7519,6496,432
wake_OSLL 41-80,4934,2386,182
wake_OSOP 1-40,6043,4769,333
wake_19-10,572,1149,71
wake_16-07,433,584,50
wake_16-02,828,258,32
wake_15-03,437,1191,66
wake_44105,113,228,12
wake_44166,458,1087,77
wake_43867,225,669,21
wake_18264,578,40,21
wake_44077,139,281,16
wake_43991,505,973,65
wake_43986,418,489,58
wake_OSFB 1-40,6735,3640,306
wake_OSFB 81-91,4,1,0
wake_OSAV 1-40,8864,5462,389
wake_OSNB 81-91,10,50,0
transylvania_EF,287,404,20
transylvania_LR,365,752,41
transylvania_BD,591,1129,87
transylvania_PF,280,549,36
transylvania_B1,708,516,52
transylvania_CC,476,1115,69
transylvania_DR,801,943,58
transylvania_B3,677,677,62
transylvania_WC,504,699,39
transylvania_B2,588,411,40
transylvania_TC7,279,819,40
transylvania_RE,261,956,59
transylvania_CM,247,301,24
transylvania_B4,605,458,46
transylvania_TC1,80,492,22
union_27,275,991,39
union_028D,1035,1940,120
union_24,320,1312,58
union_028C,773,1741,71
union_7,788,1504,103
union_36,386,953,41
union_35,419,1025,66
union_5,666,1280,110
union_4,659,150,26
union_15,1066,1853,173
union_12,196,1538,53
union_40,786,1943,81
union_029B,390,807,61
union_16,1008,2306,166
union_22,274,1493,94
union_18,500,1435,57
union_25,317,978,71
union_42,427,813,79
union_038A,840,1342,122
union_029A,1361,1739,162
union_34,581,1706,91
union_33,502,1108,85
union_ABSENTEE,0,0,0
union_41,776,1973,80
union_39,275,1249,65
union_13,217,1729,72
union_10,564,246,37
union_3,392,293,41
union_2,711,375,65
union_9,620,348,26
union_19,1081,2574,182
union_26,270,1005,63
union_23,411,1060,75
union_037A,1230,2037,176
union_43,482,82,22
union_31,865,1493,121
union_32,575,1689,78
union_037B,280,873,40
union_020B,779,1991,127
union_038B,575,1109,87
union_CURBSIDE,0,0,0
union_1,424,175,29
union_028A,1119,2389,88
union_028B,813,1837,102
union_020A,1063,1624,138
union_30,1021,1912,137
union_017B,885,2139,113
union_8,928,654,72
union_029C,453,1034,77
union_6,268,975,63
union_11,227,1598,64
union_21,336,1308,69
union_017A,651,1525,96
union_14,256,640,51
sampson_CLEM,122,433,20
sampson_CLNE,137,296,10
sampson_CLEA,311,223,13
sampson_ABSENTEE,192,283,16
sampson_ROWA,162,252,6
sampson_GARL,142,133,5
sampson_CLCE,190,34,4
sampson_HERR,40,285,4
sampson_INGO,123,169,1
sampson_GIDD,202,175,11
sampson_PLVW,69,413,18
sampson_MING,144,600,18
sampson_CLWE,152,266,7
sampson_KFRK,174,252,10
sampson_TURK,209,212,10
sampson_AUTR,76,423,20
sampson_SBRG,102,266,10
sampson_CLSW,94,188,5
sampson_NGRV,109,252,12
sampson_KEEN,102,322,7
sampson_HARR,365,224,12
sampson_WBRK,92,402,13
sampson_LAKE,355,181,9
sampson_ROSE,80,264,8
swain_WHCH,751,680,146
swain_BC1,494,921,68
swain_BC2,577,831,67
swain_ALARKA,195,344,26
swain_ALMOND,303,547,42
stanly_7,553,870,95
stanly_26,236,865,61
stanly_24,288,1857,91
stanly_27,444,1228,89
stanly_13,219,932,105
stanly_15,341,523,54
stanly_18,246,596,44
stanly_22,272,1031,54
stanly_23,273,1699,87
stanly_25,306,1823,111
stanly_3,665,876,79
stanly_20,218,1461,72
stanly_14,166,577,35
stanly_16,275,582,48
stanly_11,227,697,67
stanly_28,363,568,55
stanly_21,127,833,61
stanly_19,162,953,64
stanly_17,274,1069,69
stanly_8,974,142,41
stanly_2,232,502,74
stanly_12,126,566,43
stanly_10,268,581,61
watauga_1,46,88,5
watauga_20,65,114,15
watauga_7,295,418,39
watauga_4,204,502,31
watauga_5,134,88,18
watauga_2,65,297,16
watauga_OS MEAT CAMP,218,492,34
watauga_11,159,371,29
watauga_8,150,418,34
watauga_14,227,314,23
watauga_16,11,49,2
watauga_19,247,544,51
watauga_OS BLOWING ROCK,448,600,36
watauga_OS ADMIN,4865,3892,357
watauga_9,60,110,7
watauga_6,205,143,24
watauga_3,228,345,31
watauga_12,172,134,29
watauga_15,240,411,43
watauga_ABSENTEE MAIL,621,556,34
watauga_17,65,183,7
watauga_OS ASU,4074,1884,360
watauga_10,80,223,10
watauga_OS WESTERN W,272,728,51
watauga_18,102,323,30
watauga_13,198,193,41
watauga_OS DEEP GAP,247,680,38
wayne_7,207,450,25
wayne_27,228,78,7
wayne_20,328,17,8
wayne_1,97,271,9
wayne_4,172,531,26
wayne_25,98,222,7
wayne_28,250,398,19
wayne_29,218,100,10
wayne_22,163,128,14
wayne_2,204,444,21
wayne_8,89,455,26
wayne_5,112,348,24
wayne_11,213,106,14
wayne_16,156,310,19
wayne_19,229,30,2
wayne_14,101,275,13
wayne_18,189,34,10
wayne_21,173,110,5
wayne_13,161,102,12
wayne_10,249,65,7
wayne_15,131,432,22
wayne_12,209,176,17
wayne_17,235,18,10
wayne_ABSENTEE,490,725,53
wayne_30,196,51,8
wayne_24,115,697,27
wayne_9,87,282,16
wayne_6,136,129,8
wayne_26,249,192,21
wayne_23,185,190,20
wayne_3,104,449,19
wilson_PRTO,376,542,28
wilson_PRWE,226,90,4
wilson_PRWQ,148,3,0
wilson_CURBSIDE,0,0,0
wilson_PRWN,453,29,4
