prec_id,Joyce,Vallas,Wilson,Preckwinkle,Daley,Mccarthy,Chico,Mendoza,Enyia,Ford,Salesgriffin,Lightfoot,Fioretti,Kozlar
C43008,10,23,4,36,70,7,19,8,14,1,0,59,2,0
C43009,15,23,18,48,117,6,26,32,13,1,1,91,3,1
C43010,16,34,2,34,151,13,24,36,16,0,1,113,3,2
C43011,4,19,4,27,106,6,3,10,18,1,1,82,0,2
C43012,4,27,2,33,54,4,7,20,12,0,3,56,3,1
C43013,12,17,6,39,66,7,12,26,22,3,3,86,2,1
C43014,9,43,5,27,179,8,12,26,15,1,2,107,1,2
C43015,12,26,8,28,83,8,20,36,17,0,1,81,4,5
C43016,16,28,13,34,64,5,17,20,31,2,3,86,2,2
C43017,11,24,3,37,92,7,11,17,12,0,1,61,2,2
C43018,11,38,7,41,132,13,18,28,27,5,0,80,2,2
C43019,15,39,3,32,101,10,14,27,18,2,3,123,1,0
C43020,16,35,3,51,107,8,10,21,27,1,0,93,1,0
C43021,15,34,6,39,90,8,13,29,24,1,1,66,1,2
C43022,7,19,5,31,53,5,12,26,11,1,2,52,2,1
C43023,11,11,3,22,65,4,8,13,14,0,0,67,0,0
C43024,10,16,14,48,76,7,12,30,13,1,0,40,3,0
C43025,11,22,7,43,80,8,23,30,11,1,2,73,2,0
C43026,4,25,4,39,87,4,10,16,6,0,0,69,3,1
C43027,9,30,8,38,142,5,15,18,23,1,4,78,0,3
C43028,12,32,15,58,118,13,17,15,19,0,4,91,2,2
C43029,17,22,5,41,95,6,17,16,16,0,1,85,1,2
C43030,11,33,5,32,104,9,17,22,25,4,4,82,2,3
C43031,19,26,24,54,98,10,11,36,18,0,0,59,3,2
C43032,6,28,5,47,88,21,13,37,16,3,1,91,1,3
C43033,6,41,2,45,153,13,29,11,2,0,1,61,1,0
C43034,10,10,11,37,84,10,3,21,14,3,2,56,2,3
C43035,8,35,4,33,181,7,20,19,14,0,0,67,2,2
C43036,8,7,4,22,37,3,5,12,8,2,0,39,0,1
C43037,17,12,3,37,73,6,13,28,32,2,1,74,6,2
C43038,4,32,4,39,157,4,15,9,5,0,0,59,0,0
C43039,10,25,7,26,85,8,10,22,24,2,0,45,2,2
C43040,7,13,5,32,47,3,8,25,16,1,0,44,0,0
C43041,16,27,2,52,138,6,21,23,25,1,2,122,3,4
C43042,12,20,9,34,69,8,12,37,20,3,2,80,7,4
C43043,18,35,3,32,139,13,27,17,1,0,0,66,2,0
C43044,6,25,4,40,90,4,16,28,19,0,0,82,3,4
C43045,11,12,8,24,85,5,14,8,11,0,1,55,1,3
C43046,4,11,2,19,50,5,6,17,5,0,0,48,1,0
C44001,13,43,9,78,115,5,21,44,45,1,2,153,2,3
C44002,15,34,2,55,108,8,10,33,18,0,1,103,5,0
C44003,5,26,3,44,98,7,30,20,2,1,0,85,2,0
C44004,11,25,2,60,84,12,17,28,14,0,3,112,0,1
C44005,10,19,5,56,60,9,15,44,34,1,6,95,3,3
C44006,16,16,4,71,67,11,16,37,37,3,2,136,4,6
C44007,14,24,5,42,113,12,29,10,7,0,0,74,2,0
C44008,12,27,8,68,70,4,28,47,41,1,0,130,4,2
C44009,15,19,6,53,82,10,11,26,21,3,1,107,1,0
C44010,14,23,1,41,44,12,20,32,17,1,0,102,1,5
C44011,17,27,7,50,74,7,12,33,25,3,2,104,7,5
C44012,12,28,8,69,92,6,14,26,23,1,0,122,4,0
C44013,11,23,0,19,77,9,12,27,21,1,1,70,1,2
C44014,10,19,8,40,57,3,8,30,23,2,4,84,5,0
C44015,6,22,1,45,83,4,9,32,29,1,2,97,0,0
C44016,9,33,6,36,90,12,13,45,31,4,1,110,0,2
C44017,11,22,8,76,87,9,23,44,33,1,1,173,0,3
C44018,4,22,4,54,68,6,15,21,26,3,3,80,3,2
C44019,7,26,5,62,91,7,23,46,41,0,3,115,0,1
C44020,8,10,5,35,38,3,14,31,34,2,2,108,2,1
C44021,3,24,5,56,60,9,8,45,35,3,0,134,0,2
C44022,10,26,5,64,114,9,28,30,17,1,2,114,2,1
C44023,7,17,6,56,53,4,12,38,36,0,0,76,2,1
C44024,4,29,5,51,89,8,15,25,8,0,0,77,3,0
C44025,13,21,6,55,77,5,20,27,20,4,0,100,4,2
C44026,9,23,13,53,58,12,16,40,52,2,2,139,2,2
C44027,15,35,7,51,84,5,26,26,37,1,1,111,5,1
C44028,9,12,10,46,56,5,15,33,33,1,4,89,3,1
C44029,10,21,6,45,69,6,12,40,30,3,0,99,1,1
C44030,24,14,3,47,98,13,23,31,41,2,2,134,1,5
C44031,11,23,2,25,56,10,12,32,24,0,0,78,2,2
C44032,12,22,6,64,88,15,24,31,38,3,0,112,2,2
C44033,8,14,3,62,34,3,10,32,38,3,2,118,2,1
C44034,11,23,9,58,88,11,17,40,24,3,2,111,4,7
C44035,17,41,7,53,122,19,29,39,21,3,2,139,4,0
C44036,12,11,2,37,65,10,14,26,31,1,1,127,1,1
C44037,15,20,3,51,70,2,13,42,36,3,1,137,2,4
C44038,11,29,9,30,57,9,13,29,23,1,3,83,4,3
C44039,13,23,7,40,70,13,22,45,22,2,0,88,2,3
C44040,7,21,9,38,91,9,19,22,32,2,1,80,2,2
C44041,11,18,12,68,61,14,16,48,35,2,1,106,6,3
C45001,11,21,5,44,36,5,9,23,22,1,1,74,0,1
C45002,8,22,4,51,33,5,21,25,26,2,1,64,1,0
C45003,21,31,7,35,36,8,21,28,20,1,1,83,4,1
C45004,23,34,19,63,63,11,35,34,29,0,2,91,3,2
C45005,21,31,3,47,68,11,17,36,18,0,0,80,4,1
C45006,28,44,7,55,88,20,17,58,30,3,1,122,4,6
C45007,37,40,16,48,77,20,53,38,18,3,2,110,2,0
C45008,32,18,9,36,43,9,22,46,15,2,2,65,6,3
C45009,26,21,12,26,49,24,16,36,27,0,0,54,4,3
C45010,39,23,27,33,51,17,37,41,11,0,0,53,6,2
C45011,14,18,15,18,25,8,22,37,13,1,0,44,3,0
C45012,30,17,9,34,32,14,13,57,17,0,0,56,0,5
C45013,12,32,20,42,54,12,25,23,17,2,0,68,3,4
C45014,38,27,21,48,64,31,39,39,20,3,0,56,4,2
C45015,50,26,13,67,76,25,33,50,20,1,1,73,2,0
C45016,27,27,15,54,62,16,20,27,7,3,0,47,5,4
C45017,48,29,10,38,57,28,27,51,15,0,1,65,5,4
C45018,36,33,18,41,46,23,29,33,10,2,0,36,1,2
C45019,11,17,6,27,20,9,13,19,13,0,0,16,3,0
C45020,22,19,4,25,34,15,16,29,16,2,0,32,3,2
C45021,48,42,11,28,47,16,32,36,9,1,0,44,8,3
C45022,41,33,10,16,54,14,21,33,12,1,0,30,5,1
C45023,52,39,12,27,49,20,29,40,9,0,0,33,7,0
C45024,69,32,5,21,41,28,23,24,5,2,0,31,4,1
C45025,51,30,8,12,39,16,18,29,2,1,0,28,5,2
C45026,24,12,18,16,33,19,24,16,3,0,0,17,7,5
C45027,56,57,12,25,53,30,19,33,9,0,1,33,3,0
C45028,33,23,14,22,49,23,22,29,7,2,1,48,2,3
C45029,34,33,8,15,36,17,21,22,2,1,0,33,2,8
C45030,25,19,8,33,51,9,31,43,17,0,0,47,0,2
C45031,20,16,9,33,36,20,25,33,10,0,0,47,3,3
C45032,20,39,8,28,45,23,26,20,16,1,0,41,6,0
C45033,26,24,5,24,32,16,26,37,18,0,1,27,1,0
C45034,37,34,12,37,54,22,28,36,18,2,0,60,13,1
C45035,60,55,18,36,58,30,37,29,12,2,1,56,6,1
C45036,54,41,16,34,66,30,35,22,16,0,0,53,5,0
C45037,33,33,22,16,59,21,33,33,16,2,0,43,4,4
C45038,61,24,5,22,47,26,21,47,6,1,0,32,4,2
C45039,44,37,16,29,45,27,32,40,8,1,0,44,5,4
C45040,49,29,16,13,63,28,32,44,9,1,0,38,8,3
C45041,53,46,17,13,50,30,32,24,10,1,0,32,2,2
C45042,78,35,15,8,75,25,31,51,5,1,0,34,3,1
C45043,66,34,16,28,56,39,29,36,4,0,2,47,5,1
C45044,75,54,17,27,79,37,37,40,11,0,0,34,4,1
C45045,60,50,7,12,30,13,25,20,5,0,0,16,0,1
C45046,46,35,11,12,47,9,31,20,1,0,0,24,1,2
C45047,49,35,9,18,39,10,28,25,4,0,0,24,3,2
C45048,62,54,18,9,47,29,31,27,7,0,2,16,5,4
C46001,11,16,21,46,47,6,11,33,36,1,0,83,2,2
C46002,6,9,9,53,40,6,14,35,46,3,1,102,0,3
C46003,7,27,14,84,71,10,17,25,31,1,2,150,4,2
C46004,12,8,9,71,44,8,14,23,31,4,3,104,4,0
C46005,10,23,8,62,49,14,13,27,47,3,1,104,1,1
C46006,13,13,13,60,35,5,15,24,39,0,0,74,3,1
C46007,17,18,5,81,85,23,34,38,24,2,1,115,6,3
C46008,6,3,23,51,43,7,3,23,32,4,1,63,3,2
C46009,16,14,6,62,44,5,16,31,46,5,0,147,3,3
C46010,11,20,3,65,56,6,16,41,57,2,2,151,1,6
C46011,8,10,19,53,65,8,14,38,24,4,2,83,3,0
C46012,9,13,4,78,39,8,14,42,74,1,2,124,3,1
C46013,4,24,12,45,47,4,17,27,30,0,0,107,1,0
C46014,13,10,29,87,38,7,11,27,56,6,0,38,2,1
C46015,16,17,3,47,56,7,14,18,23,1,1,96,3,1
C46016,9,26,7,71,40,5,17,37,52,4,0,161,1,6
C46017,16,26,10,61,83,9,26,53,29,0,1,138,3,0
C46018,16,13,12,65,70,8,13,45,30,0,2,108,3,5
C46019,7,18,1,39,57,9,15,24,18,1,2,81,2,4
C46020,3,12,25,40,46,5,12,25,31,4,1,88,0,0
C46021,4,7,8,36,25,5,5,18,22,1,0,60,3,3
C46022,7,6,8,58,21,6,16,25,41,4,0,89,3,2
C46023,6,8,23,42,19,5,21,37,29,2,3,90,2,1
C46024,15,19,13,69,49,11,21,34,27,1,1,142,2,4
C46025,6,21,20,73,35,6,11,36,60,3,0,81,1,1
C46026,4,17,10,58,50,2,9,17,71,7,0,100,2,0
C46027,13,19,11,66,51,10,25,39,51,4,2,139,7,2
C46028,11,32,6,77,91,8,21,36,16,2,2,112,1,0
C46029,10,16,12,52,62,7,12,23,22,0,0,84,1,0
C46030,10,12,10,55,38,7,11,37,55,1,3,98,1,0
C46031,8,14,3,54,36,2,11,27,34,1,0,111,3,2
C46032,13,14,33,80,63,4,13,36,39,2,3,95,0,2
C46033,12,27,7,40,93,3,18,37,18,2,2,125,3,1
C46034,15,21,9,80,36,5,25,45,40,2,0,122,4,3
C46035,6,24,8,82,38,4,8,31,51,3,1,103,1,2
C46036,8,37,10,48,66,13,18,19,26,2,3,109,4,2
C46037,6,9,16,49,46,6,11,24,45,1,1,64,2,2
C46038,6,7,17,68,41,5,13,23,34,2,1,62,1,1
C46039,4,16,10,40,55,16,19,41,24,0,1,107,3,2
C46040,17,20,8,58,44,2,14,20,33,0,0,114,3,0
C47001,13,19,1,21,35,6,13,11,27,3,0,73,2,3
C47002,15,56,2,59,109,10,18,33,25,2,1,120,1,4
C47003,42,35,5,54,103,8,33,45,23,0,1,106,5,1
C47004,16,30,6,78,97,6,18,47,24,0,0,122,0,1
C47005,21,22,15,70,45,8,15,34,55,3,0,125,3,2
C47006,18,28,10,50,76,9,17,46,34,3,0,124,7,4
C47007,17,19,2,52,65,18,20,19,36,1,0,75,0,2
C47008,17,34,4,59,76,6,28,40,27,1,1,137,0,3
C47009,16,16,7,52,65,4,17,38,31,3,3,108,3,2
C47010,18,22,13,79,43,14,11,41,66,3,1,177,1,0
C47011,14,23,12,48,66,6,19,36,20,1,0,104,3,4
C47012,12,36,7,62,69,4,32,48,50,3,0,165,4,3
C47013,13,22,5,70,45,11,13,41,49,0,1,127,5,2
C47014,5,34,4,49,75,4,22,39,23,1,0,134,4,2
C47015,11,13,7,107,22,5,16,30,80,2,2,166,0,3
C47016,19,19,9,88,67,10,23,28,23,1,1,111,4,5
C47017,22,28,6,61,66,4,27,39,33,2,1,106,2,0
C47018,15,21,9,37,71,10,25,26,32,1,3,121,4,2
C47019,24,13,3,77,44,2,13,30,69,3,2,164,2,3
C47020,9,26,4,64,54,13,8,25,29,0,0,129,4,4
C47021,13,22,6,77,39,9,17,29,43,1,1,119,0,1
C47022,15,29,9,82,61,7,27,33,30,1,1,152,1,1
C47023,14,8,3,96,40,6,8,29,79,3,1,165,1,2
C47024,12,25,2,58,65,17,12,31,43,1,4,106,4,5
C47025,15,26,9,76,70,10,21,40,41,1,0,124,1,2
C47026,9,21,7,75,40,6,7,49,63,6,3,187,2,2
C47027,12,20,4,62,56,2,21,28,33,0,5,125,0,3
C47028,17,22,8,74,54,5,20,32,38,2,1,128,2,1
C47029,17,23,10,54,68,2,11,31,40,2,1,131,1,2
C47030,18,27,4,85,58,10,21,49,66,1,2,150,5,2
C47031,9,22,4,62,50,5,15,35,62,1,1,110,1,0
C47032,4,13,3,92,54,3,12,53,66,2,1,165,0,1
C47033,14,20,8,54,53,9,12,25,35,3,0,101,2,1
C47034,17,32,4,68,57,5,14,31,48,4,0,140,2,1
C47035,18,29,1,65,98,9,26,18,40,1,0,126,1,3
C47036,19,25,5,71,32,6,8,29,47,2,0,174,4,1
C47037,17,22,8,63,53,7,18,31,59,5,1,155,4,2
C47038,11,25,4,63,55,9,13,47,37,1,2,149,5,1
C47039,11,26,3,79,59,7,14,30,38,0,1,146,1,1
C47040,14,24,1,94,31,10,10,37,40,4,1,169,3,2
C47041,14,27,5,75,55,8,14,44,43,4,0,153,4,0
C47042,7,17,8,82,34,4,9,25,65,1,1,150,6,0
C47043,16,45,1,50,75,14,19,33,26,0,3,94,3,4
C47044,15,19,19,46,89,9,14,27,14,1,0,81,8,0
C47045,17,25,5,74,42,5,12,29,52,4,0,133,4,0
C47046,15,35,6,50,77,12,27,38,21,2,1,109,1,5
C47047,31,33,9,62,67,12,21,30,38,1,1,125,0,3
C47048,7,2,2,7,12,2,2,7,3,0,0,8,0,0
C48001,14,12,4,53,26,2,3,25,38,2,2,145,1,3
C48002,8,10,2,47,34,1,5,14,6,0,0,87,1,0
C48003,10,5,8,78,39,6,16,27,39,1,1,125,3,2
C48004,15,15,7,80,36,3,20,20,40,3,2,137,1,0
C48005,15,22,2,72,49,3,15,10,6,0,0,77,3,0
C48006,21,9,16,76,39,3,7,40,41,1,0,121,0,2
C48007,13,13,3,50,30,1,10,14,35,1,1,163,1,1
C48008,9,17,4,42,36,6,20,6,9,0,0,59,3,1
C48009,11,9,10,39,50,11,13,14,17,1,1,62,1,1
C48010,11,17,7,100,41,3,12,32,61,3,0,239,2,2
C48011,6,15,4,64,46,2,11,14,50,0,0,146,1,0
C48012,9,16,18,78,39,4,11,34,45,5,1,173,1,0
C48013,22,29,14,80,77,22,36,29,22,2,2,123,3,0
C48014,16,19,6,39,39,11,19,12,7,0,2,43,2,1
C48015,14,7,4,45,27,3,13,8,13,0,0,56,2,0
C48016,11,10,15,54,37,3,7,24,50,2,0,102,2,1
C48017,21,13,17,53,52,8,10,29,25,2,1,115,2,0
C48018,13,10,19,53,49,8,9,20,24,1,0,59,4,1
C48019,12,18,14,51,38,3,6,9,35,1,0,100,1,1
C48020,14,11,2,83,34,6,8,27,58,2,1,169,1,0
C48021,18,12,42,78,37,8,8,41,57,5,2,122,3,2
C48022,23,22,10,65,71,9,16,26,7,1,1,110,6,0
C48023,22,31,15,67,84,9,14,14,18,1,3,105,3,1
C48024,23,14,10,72,46,13,21,47,21,5,0,83,3,3
C48025,27,20,6,102,41,6,6,19,26,0,0,116,1,4
C48026,4,8,3,27,11,2,9,19,17,5,0,41,0,0
C48027,12,7,12,65,34,6,4,23,53,2,1,88,1,1
C48028,13,19,35,69,71,15,17,26,31,2,0,80,4,5
C48029,9,7,1,92,51,16,12,19,2,0,0,50,3,1
C48030,8,19,8,94,21,6,10,27,46,2,0,125,1,0
C48031,17,17,10,83,44,11,8,26,57,3,0,90,0,2
C48032,8,10,5,61,29,6,14,21,42,2,1,117,0,1
C48033,13,18,3,39,56,8,19,11,6,0,2,66,3,2
C48034,17,15,0,55,29,2,6,22,45,1,0,119,0,1
C48035,14,10,20,63,41,14,9,22,32,2,1,34,2,1
C48036,11,18,9,38,53,4,16,18,6,0,0,71,3,0
C48037,12,14,3,63,24,6,10,23,36,4,1,141,1,1
C48038,23,32,8,80,46,4,9,26,25,2,1,180,1,1
C48039,10,19,3,61,41,15,23,17,15,0,0,111,0,1
C48040,12,7,4,60,18,3,17,16,22,2,2,152,1,2
C48041,7,5,12,84,35,6,11,25,62,3,1,106,4,3
C48042,15,10,6,98,23,3,12,29,83,0,1,148,2,1
C48043,9,14,8,60,51,3,14,25,40,0,1,126,5,0
C48044,11,22,2,98,37,3,10,35,50,3,1,181,0,1
C48045,14,14,3,59,22,3,10,18,42,2,1,96,0,1
C48046,15,11,9,47,36,7,13,30,15,1,0,68,1,0
C49001,1,5,25,46,21,5,10,11,37,2,1,39,3,0
C49002,7,6,6,55,23,1,8,14,37,1,1,84,1,1
C49003,12,21,11,119,25,5,21,46,38,2,1,120,3,3
C49004,10,22,8,97,34,1,6,39,84,1,1,144,2,1
C49005,16,9,25,90,54,8,20,38,57,3,1,103,5,1
C49006,13,13,15,76,38,5,8,23,34,3,3,102,8,1
C49007,9,28,6,80,40,3,11,23,41,0,1,79,2,1
C49008,14,19,15,59,44,8,8,33,37,3,1,55,1,0
C49009,13,11,11,86,38,5,10,23,65,2,0,120,3,1
C49010,12,7,21,95,36,9,24,30,36,5,1,112,3,5
C49011,8,19,10,108,25,9,24,38,79,4,2,108,1,0
C49012,14,17,7,104,32,7,19,38,92,4,3,133,2,0
C49013,17,16,9,100,45,11,12,49,30,3,0,117,0,1
C49014,17,26,13,76,43,6,20,22,35,2,0,78,3,0
C49015,10,9,6,45,26,3,18,24,38,0,0,51,0,1
C49016,15,19,8,94,47,2,24,37,39,1,0,72,3,0
C49017,16,14,12,36,38,3,17,30,24,1,3,55,4,1
C49018,5,14,11,105,34,8,16,45,100,4,3,142,3,2
C49019,11,5,22,55,25,4,11,34,36,4,0,70,0,2
C49020,3,19,15,133,33,6,19,40,86,6,3,201,5,0
C49021,19,3,13,50,22,5,15,35,5,4,1,28,0,1
C49022,25,16,25,94,39,2,18,29,39,0,3,91,4,3
C49023,7,12,15,124,31,2,11,42,81,0,1,133,4,0
C49024,9,13,21,64,27,1,5,21,42,4,1,60,1,1
C49025,5,20,9,110,42,4,13,34,68,2,2,171,2,1
C49026,12,14,18,92,48,5,13,34,61,2,1,118,4,2
C49027,13,8,21,95,28,6,13,29,72,1,2,90,3,1
C49028,9,18,7,135,42,4,18,53,92,5,3,131,1,1
C49029,15,14,7,139,23,8,12,36,72,2,0,120,4,3
C49030,16,18,9,100,48,16,17,30,50,3,2,119,2,0
C49031,7,20,16,62,37,5,7,18,36,1,1,88,3,0
C49032,6,10,19,88,33,3,13,34,63,1,1,76,3,1
C49033,12,14,12,88,15,6,5,28,40,1,1,89,2,2
C50001,12,29,16,31,87,17,15,15,14,0,0,48,3,0
C50002,6,16,12,24,35,9,12,15,18,1,0,19,4,0
C50003,13,30,11,38,70,11,22,22,9,2,1,36,3,0
C50004,9,31,18,39,42,8,23,20,26,2,1,63,1,1
C50005,11,24,18,14,63,17,16,15,4,0,0,32,5,1
C50006,17,28,16,40,42,8,27,44,20,2,2,60,3,3
C50007,20,37,11,57,39,6,16,26,31,0,0,117,1,0
C50008,16,11,7,40,25,8,16,21,23,2,0,55,1,0
C50009,15,12,8,41,57,15,12,14,12,0,2,44,4,2
C50010,10,23,5,31,78,4,16,19,17,0,1,18,6,0
C50011,11,26,11,12,86,8,9,11,3,0,0,21,2,0
C50012,3,11,8,23,30,6,13,11,6,0,3,12,1,2
C50013,9,19,17,35,14,5,10,28,39,0,0,57,2,0
C50014,5,19,5,19,23,9,8,11,5,0,0,8,1,1
C50015,25,21,7,59,45,8,21,27,20,1,0,129,2,3
C50016,4,9,6,11,39,4,12,3,1,0,0,11,2,0
C50017,20,15,6,27,56,6,12,23,11,0,0,29,3,0
C50018,1,10,2,14,51,2,4,7,0,0,0,3,2,0
C50019,8,11,9,24,16,1,16,22,10,2,0,23,3,0
C50020,25,32,4,60,32,5,15,19,23,1,0,58,0,1
C50021,13,30,6,40,35,4,13,19,9,3,2,55,3,2
C50022,8,25,15,17,63,10,8,16,12,0,0,28,6,1
C50023,9,20,7,20,52,8,15,14,7,0,0,14,3,0
C50024,13,20,4,10,119,6,16,22,2,0,0,14,6,2
C50025,17,25,6,19,120,13,18,11,4,2,0,24,7,0
C50026,16,8,7,42,51,17,11,23,9,1,1,31,2,2
C50027,8,7,6,10,29,6,9,12,1,0,0,14,0,0
C50028,21,17,18,48,57,8,16,27,22,1,0,28,6,3
C50029,4,12,8,30,35,6,9,14,19,1,1,30,0,0
C50030,13,13,6,24,23,10,7,13,4,1,0,41,1,0
C50031,12,13,19,34,41,7,7,30,28,1,0,51,3,1
C50032,13,4,10,43,29,8,9,23,27,1,0,46,4,1
C50033,12,27,10,21,88,8,21,21,5,0,0,34,3,0
C50034,22,41,13,64,66,14,23,26,24,1,1,90,2,0
C50035,14,33,10,72,45,5,19,21,35,2,1,82,2,0
C50036,29,20,8,52,44,7,23,19,21,0,2,61,2,1
C50037,22,19,10,40,32,7,22,25,15,1,2,70,5,0
C50038,18,13,7,23,33,5,17,13,3,0,0,20,0,0
C50039,8,20,6,18,40,13,6,9,10,0,0,14,5,0
C50040,11,42,20,20,130,16,21,19,8,0,0,16,12,1
