prec_id,Barry Gurney (Write-In),David Waddell (Write-In),John Rhodes (Write-In),Kay Hagan,Sean Haugh,Thom Tillis,Write-In (Miscellaneous),BARRY GURNEY (Write-In),DAVID WADDELL (Write-In),JOHN RHODES (Write-In)
guilford_SMAD,0,0,0,495,28,709,0,,,
guilford_FEN2,0,0,0,360,30,727,2,,,
guilford_G39,0,0,0,451,14,316,2,,,
guilford_H12,0,0,0,352,13,160,1,,,
guilford_H15,1,0,0,380,20,407,2,,,
guilford_H20B,0,0,0,254,23,347,1,,,
guilford_H26,0,0,0,455,33,574,2,,,
guilford_JAM3,0,0,0,439,28,611,2,,,
guilford_JAM4,0,0,0,358,24,847,1,,,
guilford_RC1,0,0,0,748,27,736,3,,,
guilford_SUM3,2,0,0,137,10,481,0,,,
guilford_SUM4,0,0,0,221,33,788,1,,,
guilford_G36,0,0,0,563,12,427,1,,,
guilford_G34,0,0,0,630,23,638,1,,,
guilford_G42B,0,0,0,234,8,153,0,,,
guilford_H16,0,0,0,250,21,386,2,,,
guilford_H23,0,0,0,238,24,468,0,,,
guilford_H27-A,0,0,0,522,31,654,3,,,
guilford_H27-B,0,0,0,274,15,442,0,,,
guilford_MON1,0,0,0,685,27,394,0,,,
guilford_MON2B,0,0,0,570,15,281,3,,,
guilford_PG1,0,0,0,301,29,537,1,,,
guilford_G47,0,0,0,670,29,155,2,,,
guilford_G60,0,0,0,497,18,173,0,,,
guilford_G63,0,0,0,531,15,285,3,,,
guilford_G69,0,0,0,900,11,62,1,,,
guilford_G26,0,0,1,1027,32,311,2,,,
guilford_H19A,0,0,0,522,14,60,0,,,
guilford_G11,0,0,0,607,19,182,3,,,
guilford_G01,0,0,0,418,9,39,1,,,
guilford_G04,0,0,0,685,17,39,2,,,
guilford_G03,0,0,0,825,11,37,0,,,
guilford_G51,0,0,0,510,13,215,3,,,
guilford_G54,0,0,0,924,16,86,0,,,
guilford_H29A,0,0,0,509,24,370,0,,,
guilford_G37,0,0,0,701,25,271,0,,,
guilford_G71,0,0,0,910,20,9,2,,,
guilford_G72,0,0,0,932,16,41,0,,,
guilford_H08,0,0,0,294,5,18,0,,,
guilford_H07,0,0,0,448,8,39,1,,,
guilford_H28,0,0,0,741,45,612,4,,,
guilford_G67,0,0,0,365,5,6,0,,,
guilford_G46,0,0,0,965,14,18,1,,,
guilford_G06,0,0,0,779,6,19,0,,,
guilford_G52,0,0,0,786,23,76,0,,,
guilford_G55,0,0,0,1000,20,146,1,,,
guilford_G58,0,0,0,572,15,133,0,,,
guilford_G02,0,0,0,306,8,123,1,,,
guilford_G62,0,0,0,376,27,240,1,,,
guilford_G49,0,0,0,330,15,68,0,,,
guilford_G48,0,0,0,799,48,273,1,,,
guilford_G12,0,0,0,469,13,107,1,,,
guilford_H19B,0,0,1,222,6,234,0,,,
guilford_G57,0,0,0,737,22,165,1,,,
guilford_G08,0,0,0,773,33,186,4,,,
guilford_G07,0,0,0,515,16,177,1,,,
guilford_G10,0,0,0,969,24,210,1,,,
guilford_H29B,0,0,0,563,28,357,0,,,
guilford_H10,0,0,0,889,10,78,0,,,
guilford_G73,0,0,0,781,9,10,0,,,
guilford_G74,0,0,0,1190,10,18,1,,,
guilford_H05,0,0,0,656,13,90,0,,,
guilford_G14,0,0,0,564,7,217,0,,,
guilford_H09,0,0,0,565,11,13,0,,,
guilford_G44,0,0,1,568,33,122,0,,,
guilford_G68,0,0,0,454,11,6,0,,,
guilford_G45,0,0,0,478,26,73,1,,,
guilford_G09,0,0,0,890,23,165,0,,,
guilford_G56,0,0,0,605,7,160,1,,,
guilford_G59,0,0,0,506,15,133,3,,,
guilford_H11,0,0,0,647,18,62,1,,,
guilford_H18,0,0,0,644,15,182,0,,,
guilford_G70,0,0,0,798,18,11,1,,,
guilford_G75,0,0,0,855,12,42,1,,,
guilford_G50,0,0,0,680,32,184,1,,,
guilford_G53,0,0,0,1213,13,80,2,,,
guilford_CG3B,0,0,1,745,28,756,2,,,
guilford_G05,0,0,0,757,6,8,1,,,
guilford_FR3,0,0,0,386,24,419,0,,,
guilford_G20,0,0,0,657,37,672,2,,,
guilford_G27,0,0,0,829,55,820,1,,,
guilford_G29,0,0,0,429,31,273,2,,,
guilford_G40A2,0,0,0,385,13,265,0,,,
guilford_G22,0,0,0,499,23,649,1,,,
guilford_G31,0,0,0,433,41,376,1,,,
guilford_G19,0,0,0,446,12,420,0,,,
guilford_NDRI,0,0,0,212,40,892,3,,,
guilford_OR1,0,0,0,525,38,1330,1,,,
guilford_MON3,0,1,0,756,54,1281,1,,,
guilford_NCGR1,0,0,1,556,52,1105,2,,,
guilford_NCGR2,0,0,0,313,37,745,0,,,
guilford_SF2,0,0,0,236,21,651,1,,,
guilford_CG1,0,1,1,637,30,510,1,,,
guilford_G28,0,0,0,359,14,256,0,,,
guilford_G23,1,0,0,403,28,303,0,,,
guilford_G25,0,0,0,523,27,375,3,,,
guilford_G40B,0,0,0,350,14,424,1,,,
guilford_CG3A,0,0,0,528,16,499,1,,,
guilford_G40A1,1,0,0,470,21,414,0,,,
guilford_SF3,2,0,0,600,33,835,0,,,
guilford_SF4,0,0,2,688,47,1263,6,,,
guilford_STOK,0,0,0,480,55,1353,0,,,
guilford_G30,0,0,0,458,17,548,1,,,
guilford_G32,0,0,0,793,29,825,1,,,
guilford_G21,0,0,0,932,27,805,0,,,
guilford_G24,0,0,0,406,10,168,1,,,
guilford_SF1,0,0,0,488,47,1160,1,,,
guilford_OR2,0,0,0,366,23,918,2,,,
guilford_CG2,0,0,0,525,17,587,0,,,
guilford_G18,0,0,0,374,11,492,0,,,
halifax_RR 5,0,0,0,73,22,203,1,,,
halifax_RR 8,0,0,0,139,14,177,1,,,
halifax_ENF 2,0,0,0,399,3,45,0,,,
halifax_WEL 1,0,0,0,247,6,49,0,,,
halifax_HPR,0,0,0,254,7,175,0,,,
halifax_WEL 2,0,0,0,107,2,81,0,,,
halifax_CONC,0,0,0,101,1,29,0,,,
halifax_RR 4,0,0,0,102,20,278,1,,,
halifax_ENF1,0,0,0,597,15,106,1,,,
halifax_RINGW,0,0,0,485,7,44,0,,,
halifax_RR 7,0,0,0,194,18,65,0,,,
halifax_RR1-2,0,0,0,116,29,256,0,,,
halifax_RR 10,0,0,0,303,47,542,2,,,
halifax_RR 3,0,0,0,119,22,248,0,,,
halifax_RR 6,0,0,0,78,19,233,1,,,
halifax_RR 9,0,0,0,462,22,185,0,,,
halifax_BUTWD,0,0,0,73,5,76,0,,,
halifax_FAUCT,0,0,0,139,20,245,1,,,
halifax_HOL,0,0,0,662,16,73,0,,,
halifax_HAL,0,0,0,225,5,82,1,,,
halifax_ONESTOP,0,0,0,3779,99,1335,3,,,
halifax_RR 11,0,0,0,240,32,502,1,,,
halifax_LIT 1,0,0,0,441,9,112,0,,,
halifax_LIT 2,0,0,0,220,18,395,0,,,
halifax_SN,0,0,0,705,23,281,0,,,
halifax_WEL 3,0,0,0,376,14,167,0,,,
harnett_PR28,0,0,0,382,67,1221,5,,,
harnett_PR07,1,0,0,644,81,1025,1,,,
harnett_PR31,0,0,0,219,28,187,0,,,
harnett_PR16,0,0,0,470,64,661,2,,,
harnett_ONESTOP,0,0,0,4500,312,5144,15,,,
harnett_PR08,0,0,2,558,82,959,2,,,
harnett_PR01,0,0,0,562,66,935,3,,,
harnett_PR29,0,0,0,484,42,851,3,,,
harnett_PR24,0,0,0,380,86,1142,5,,,
harnett_PR26,0,0,0,381,66,792,1,,,
harnett_PR32,0,0,0,258,50,521,3,,,
harnett_PR20,0,0,0,469,30,291,2,,,
harnett_PR23,0,0,0,393,70,608,1,,,
harnett_PR25,0,0,0,627,30,558,0,,,
haywood_PC,0,0,0,153,29,281,1,,,
haywood_CURBSIDE,0,0,0,0,0,0,0,,,
haywood_BE56,0,0,0,388,51,319,0,,,
haywood_CL-N,0,0,0,370,46,477,1,,,
haywood_CL-S,0,0,2,397,71,481,0,,,
haywood_BE-1,0,0,0,146,34,273,1,,,
haywood_JC,0,0,7,533,64,662,2,,,
haywood_BE-4,0,0,1,227,37,368,3,,,
haywood_CE,0,0,0,41,7,109,0,,,
haywood_EF,0,0,0,149,28,299,1,,,
haywood_WO,0,0,0,65,9,63,0,,,
haywood_P,0,0,0,372,49,733,4,,,
haywood_BE-3,0,0,4,277,57,433,0,,,
haywood_FC-2,0,0,0,32,4,54,0,,,
haywood_BC,0,0,0,4,2,7,0,,,
haywood_BE-7,0,0,0,146,24,319,0,,,
haywood_BE-2,0,0,0,200,30,203,4,,,
haywood_IH,0,0,3,628,74,861,0,,,
haywood_FC-1,0,0,0,141,10,162,0,,,
haywood_CR,0,0,0,345,37,377,2,,,
haywood_SA,0,0,1,392,53,488,1,,,
haywood_WS-1,0,0,1,536,32,477,2,,,
haywood_WS-2,0,0,0,432,28,369,3,,,
haywood_HA,0,0,3,189,31,145,0,,,
haywood_ID,0,0,0,204,21,215,0,,,
haywood_WC,0,0,0,170,16,110,2,,,
haywood_WE,0,0,0,375,31,318,1,,,
haywood_AC,0,0,0,343,38,449,0,,,
haywood_WW,0,0,1,307,30,324,0,,,
haywood_LJ,0,1,1,518,20,404,0,,,
henderson_AR,0,0,0,220,22,376,0,,,
henderson_GR,0,0,0,276,30,785,2,,,
henderson_EF,0,0,0,243,40,553,0,,,
henderson_AT,0,0,1,506,51,1000,1,,,
henderson_HS,0,0,1,461,37,738,1,,,
henderson_ES,0,0,0,340,63,508,0,,,
henderson_RR,0,0,0,185,9,240,1,,,
henderson_CB,0,2,0,163,31,362,2,,,
henderson_ONESTOP,0,0,1,185,17,288,2,,,
henderson_EV,0,0,2,447,45,793,0,,,
henderson_FR,0,0,0,664,27,1169,1,,,
henderson_RG,0,0,2,351,47,666,2,,,
henderson_CC,0,0,0,388,59,850,1,,,
henderson_HV-1,0,0,1,576,39,517,1,,,
henderson_HV-2,0,0,0,456,31,380,2,,,
henderson_SB,0,0,0,283,36,790,5,,,
henderson_NW,0,0,1,306,47,440,0,,,
henderson_CV,0,0,0,132,11,195,0,,,
henderson_FL,0,0,0,740,61,857,3,,,
henderson_BC,0,0,0,163,17,211,0,,,
henderson_SM,0,0,1,520,68,1017,0,,,
henderson_HC,0,0,1,437,41,845,0,,,
henderson_NE,0,0,1,281,30,386,0,,,
henderson_ED,0,0,0,296,43,620,0,,,
henderson_BK,0,0,0,176,20,199,0,,,
henderson_GM,0,0,0,161,20,367,0,,,
henderson_NM,0,0,1,478,50,836,2,,,
henderson_MG,0,0,0,127,27,235,0,,,
henderson_PV,0,0,0,430,39,625,0,,,
henderson_LJ,0,0,0,439,37,598,0,,,
henderson_LP,0,0,0,452,23,500,0,,,
henderson_SW,0,0,0,418,45,655,3,,,
henderson_HV-3,0,0,0,550,41,432,1,,,
henderson_NB,0,0,1,386,66,918,1,,,
henderson_SE,0,0,0,126,20,289,0,,,
henderson_PR,0,0,0,357,38,626,1,,,
hertford_M1,0,0,0,607,9,251,0,,,
hertford_ONESTOP,0,0,0,1137,16,333,2,,,
hertford_A3,0,0,0,426,3,28,2,,,
hertford_ML,0,0,0,59,8,150,1,,,
hertford_SJ,0,0,0,203,8,79,0,,,
hertford_CM,0,0,0,90,5,69,0,,,
hertford_BR,0,0,0,153,3,14,0,,,
hertford_UN,0,0,0,157,12,109,0,,,
hertford_WN,0,0,0,171,6,79,0,,,
hertford_A2,0,0,0,339,8,265,0,,,
hertford_A1,0,0,0,370,15,225,0,,,
hertford_CO,0,0,0,150,4,31,0,,,
hertford_HV,0,0,0,162,4,105,0,,,
hertford_M2,0,0,0,286,6,92,0,,,
hoke_14,0,0,0,633,39,414,1,,,
hoke_06B,0,0,0,649,44,596,0,,,
hoke_2,0,0,0,437,34,195,1,,,
hoke_5,0,0,0,318,29,286,2,,,
hoke_64,0,0,0,460,39,278,1,,,
hoke_65,0,0,0,398,9,8,2,,,
hoke_13,0,0,0,219,21,299,0,,,
hoke_61,0,0,0,518,34,218,1,,,
hoke_1,0,0,0,72,8,50,0,,,
hoke_4,0,0,0,178,19,217,0,,,
hoke_62,0,0,0,207,17,166,0,,,
hoke_63,0,0,0,804,26,227,0,,,
hoke_15,0,0,0,370,14,229,1,,,
hoke_12,0,0,0,452,40,737,3,,,
hoke_3,0,0,1,255,11,95,0,,,
hyde_SLAD,0,0,0,61,10,106,0,,,
hyde_LL,0,0,0,142,7,60,1,,,
hyde_BM,0,0,0,15,7,103,0,,,
hyde_ENG,0,0,0,141,22,118,0,,,
hyde_FF,0,0,0,75,15,88,0,,,
hyde_OCK,0,0,1,217,16,67,0,,,
hyde_ONESTOP,0,0,0,142,11,119,0,,,
hyde_SQ,0,0,0,80,9,114,0,,,
iredell_ST2,0,0,0,524,72,653,4,,,
iredell_ST5,0,0,0,679,58,607,4,,,
iredell_TB,0,0,0,373,88,600,5,,,
iredell_EM,0,0,2,125,37,370,0,,,
iredell_SH-A,0,0,0,341,122,991,6,,,
iredell_SB,0,0,0,201,59,681,1,,,
iredell_SH-B,0,0,0,308,112,957,6,,,
iredell_CD,0,0,0,520,126,1518,7,,,
iredell_FT,0,0,0,1000,225,2214,8,,,
iredell_OL,0,0,0,127,41,498,1,,,
iredell_CS,0,0,0,387,89,759,1,,,
iredell_NH,0,0,0,118,37,446,4,,,
iredell_ST1,0,0,0,656,79,1088,6,,,
iredell_ST4,0,0,0,623,76,759,4,,,
iredell_CH-A,0,0,0,463,60,652,0,,,
iredell_ST3,0,0,0,740,66,459,4,,,
iredell_UG,0,0,0,141,52,567,2,,,
iredell_BE,0,0,2,717,148,1708,5,,,
iredell_DV1-B,0,0,0,1124,144,3024,3,,,
iredell_CC1,0,0,3,917,135,1409,17,,,
iredell_ST6,0,0,0,813,52,478,9,,,
iredell_DV2-B,0,0,0,569,68,1245,2,,,
iredell_BA,0,0,1,525,114,1152,3,,,
iredell_CC3,0,0,4,1159,194,1862,17,,,
iredell_DV2-A,0,0,0,458,83,1382,4,,,
iredell_CC2,0,0,1,907,136,1144,7,,,
iredell_CC4,0,0,2,770,138,1389,4,,,
iredell_CH-B,0,0,0,292,79,616,2,,,
iredell_DV1-A,0,0,2,723,112,2024,3,,,
jackson_BCK,0,0,0,209,31,308,0,,,
jackson_SSW,0,0,0,662,68,473,1,,,
jackson_CAN,0,0,0,78,9,97,0,,,
jackson_RIV,0,0,0,144,16,171,2,,,
jackson_SND,0,0,0,680,71,480,1,,,
jackson_CAS,0,0,0,271,24,609,1,,,
jackson_SAV,0,0,0,215,22,294,1,,,
jackson_CURBSIDE,0,0,0,51,9,36,0,,,
jackson_GLV,0,0,0,199,25,480,0,,,
jackson_WEB,0,0,0,566,43,363,2,,,
jackson_GCK,0,0,0,240,26,221,0,,,
jackson_CUL,0,0,0,787,83,489,7,,,
jackson_CFK,0,0,0,130,13,124,0,,,
jackson_SCC,0,0,0,366,33,318,0,,,
jackson_QUA,0,0,0,500,78,488,1,,,
johnston_PR36,0,0,0,329,62,850,4,,,
johnston_PR37,0,0,0,475,90,1137,4,,,
johnston_PR08,0,0,0,162,56,691,2,,,
johnston_PR28,0,0,0,608,63,1020,10,,,
johnston_PR30,0,0,1,524,70,709,1,,,
johnston_PR19,0,0,1,194,37,492,2,,,
johnston_PR31B,0,0,1,747,88,1360,6,,,
johnston_PR11A,0,0,0,536,45,675,1,,,
johnston_PR09,0,0,1,688,80,1318,2,,,
johnston_PR26,0,0,0,666,30,296,1,,,
johnston_PR33,0,0,0,355,45,1090,1,,,
johnston_PR38,0,0,0,148,47,699,2,,,
johnston_PR12A,0,0,2,620,66,1111,2,,,
johnston_PR04,0,1,0,182,20,366,1,,,
johnston_PR07,0,0,0,301,62,886,2,,,
johnston_PR11B,0,0,0,805,79,1058,2,,,
johnston_PR12B,0,0,0,654,56,984,1,,,
johnston_PR14,0,0,1,184,42,722,1,,,
johnston_PR23A,0,0,3,382,66,940,2,,,
johnston_PR22,0,1,0,341,63,917,4,,,
johnston_PR34,0,0,0,1188,86,1179,4,,,
johnston_PR35,0,0,0,548,81,1263,3,,,
johnston_PR27B,0,0,0,441,50,557,2,,,
johnston_PR31A,0,0,1,404,40,685,0,,,
johnston_PR13,0,0,0,284,45,752,5,,,
johnston_PR21,0,0,0,226,50,840,1,,,
johnston_PR24,0,0,1,562,27,307,2,,,
johnston_PR29A,0,0,0,640,97,1401,2,,,
johnston_PR32,0,0,0,356,47,772,0,,,
johnston_PR27A,0,0,0,411,25,430,1,,,
johnston_PR10A,0,0,0,601,57,472,4,,,
johnston_PR29B,0,1,0,1004,92,1786,6,,,
johnston_PR25,0,0,1,452,45,410,0,,,
johnston_PR20,0,0,0,449,49,728,1,,,
johnston_PR10B,0,1,0,312,39,637,0,,,
johnston_PR23B,0,0,0,456,57,980,0,,,
jones_P03,0,0,0,58,24,174,1,,,
jones_P06,0,0,0,76,18,164,0,,,
jones_P02,0,0,0,48,10,138,1,,,
jones_P05,0,0,0,339,28,164,2,,,
jones_P07,0,0,0,315,27,202,0,,,
jones_ONESTOP,0,0,0,446,39,619,4,,,
jones_P01,0,0,0,125,20,148,0,,,
jones_P04,0,0,0,302,28,383,0,,,
lee_ONESTOP,0,1,2,4049,312,3998,9,,,
lee_C1,0,0,0,252,35,425,0,,,
lee_E1,0,0,2,251,56,429,1,,,
lee_B2,0,0,0,195,42,232,0,,,
lee_D2,0,0,0,304,53,532,1,,,
lee_C2,1,0,0,192,56,446,0,,,
lee_E2,0,0,0,260,25,248,1,,,
lee_A1,0,0,2,368,46,304,0,,,
lee_A2,0,0,2,495,34,227,1,,,
lee_B1,0,0,0,170,25,384,3,,,
lee_D1,0,0,0,274,41,564,2,,,
lenoir_W,0,0,0,107,22,430,0,,,
lenoir_K3,0,0,0,427,15,101,1,,,
lenoir_N,0,0,0,464,58,863,0,,,
lenoir_CURBSIDE,0,0,0,0,0,0,0,,,
lenoir_SW,0,0,0,104,40,304,0,,,
lenoir_PH1,0,0,0,58,19,228,0,,,
lenoir_I,0,0,0,219,51,480,1,,,
lenoir_T1,0,0,0,142,34,497,0,,,
lenoir_V,0,0,0,553,33,443,0,,,
lenoir_K4,0,0,0,642,36,751,1,,,
lenoir_MH,0,0,0,956,38,871,1,,,
lenoir_FC,0,0,0,582,84,1413,0,,,
lenoir_T2,0,0,0,82,23,344,3,,,
lenoir_PH2,0,0,0,105,25,396,2,,,
lenoir_SH,0,0,0,88,14,279,0,,,
lenoir_C,0,0,0,472,36,490,0,,,
lenoir_K5,0,0,0,518,16,176,0,,,
lenoir_K1,0,0,0,309,8,6,0,,,
lenoir_K7,0,0,0,767,20,129,0,,,
lenoir_K2,0,0,0,385,14,12,1,,,
lenoir_K6,0,0,0,800,8,108,2,,,
lenoir_K8,0,0,0,557,0,4,0,,,
lenoir_K9,0,0,0,659,24,368,0,,,
lincoln_LW31,0,0,0,189,42,556,2,,,
lincoln_PC22,0,0,0,80,31,359,0,,,
lincoln_IS20,1,0,0,95,39,444,1,,,
lincoln_ONESTOP,0,0,2,2953,314,5355,9,,,
lincoln_AS25,0,0,0,200,29,567,6,,,
lincoln_DN29,0,0,0,110,28,423,1,,,
lincoln_NB35,0,0,0,208,59,730,2,,,
lincoln_BS26,0,0,0,147,33,382,1,,,
lincoln_LS12,0,0,0,179,30,186,0,,,
lincoln_DV08,0,1,0,181,69,584,1,,,
lincoln_DW28,0,0,0,110,26,347,0,,,
lincoln_LN11,0,0,0,190,26,230,2,,,
lincoln_LI14,0,0,0,141,31,308,1,,,
lincoln_LW18,0,0,2,88,17,203,0,,,
lincoln_HC33,0,0,0,275,87,598,6,,,
lincoln_TA37,0,0,1,153,58,523,3,,,
lincoln_IS23,0,0,1,200,45,507,4,,,
lincoln_CF19,0,0,2,77,21,345,2,,,
lincoln_ST36,0,0,0,220,57,551,2,,,
lincoln_WP32,0,0,1,247,38,715,2,,,
lincoln_OB21,0,0,1,74,26,421,2,,,
lincoln_SL24,0,0,0,158,36,406,3,,,
lincoln_LB34,0,0,0,170,51,591,3,,,
lincoln_BC13,0,0,0,140,22,182,0,,,
macon_10,0,0,0,54,8,109,0,,,
macon_4,0,0,0,132,32,191,1,,,
macon_7,0,0,0,146,30,271,1,,,
macon_12,1,0,1,216,31,311,2,,,
macon_15,0,0,0,179,25,328,0,,,
macon_3,0,0,0,157,38,233,4,,,
macon_6,0,0,0,156,24,232,2,,,
macon_13,0,0,0,43,15,162,0,,,
macon_9,0,0,0,244,25,355,1,,,
macon_11,0,0,0,235,48,408,4,,,
macon_2,0,0,0,89,17,148,0,,,
macon_14,0,0,0,75,17,161,0,,,
macon_ONESTOP,0,0,0,2103,246,2921,6,,,
macon_1,0,0,0,168,22,219,0,,,
macon_5,0,0,0,171,41,324,2,,,
macon_8,0,0,0,45,3,113,0,,,
madison_BEECH,0,0,0,479,49,639,3,,,
madison_LAUREL,0,0,0,197,36,197,0,,,
madison_MARS H,0,0,0,753,96,807,2,,,
madison_SPRING,0,0,0,196,18,168,0,,,
madison_WALNUT,0,0,0,271,45,293,0,,,
madison_SOUTH,0,0,1,245,52,194,0,,,
madison_REVERE,0,0,2,107,9,34,0,,,
madison_NORTH,0,0,0,539,68,513,0,,,
madison_SANDY,0,0,0,116,17,111,0,,,
madison_HOT SP,0,0,0,218,31,160,0,,,
madison_EBBS C,0,0,0,175,22,298,0,,,
madison_GRAPEV,0,0,0,208,30,254,1,,,
martin_GN,0,0,0,220,11,155,0,,,
martin_R2,0,0,0,328,18,159,0,,,
martin_HM,0,0,0,218,8,114,0,,,
martin_ONESTOP,0,0,0,1551,69,886,1,,,
martin_GR,0,0,0,123,19,305,1,,,
martin_R1,0,0,0,251,8,135,0,,,
martin_W1,0,0,0,339,27,299,1,,,
martin_HS,0,0,0,76,6,32,0,,,
martin_CR,0,0,0,144,17,187,0,,,
martin_J,0,0,0,265,31,378,1,,,
martin_W,0,0,0,117,14,196,0,,,
martin_BG,0,0,0,125,47,452,4,,,
martin_W2,0,0,0,459,30,282,1,,,
martin_PP,0,0,0,52,5,51,0,,,
mcdowell_GLENWD,0,0,0,171,45,466,2,,,
mcdowell_WEST M,0,0,0,362,72,781,0,,,
mcdowell_43891,0,0,0,389,60,670,4,,,
mcdowell_PLEASA,0,0,0,255,63,608,3,,,
mcdowell_43894,0,0,0,101,33,156,0,,,
mcdowell_NEBO,0,0,0,319,59,725,0,,,
mcdowell_FORT 2,0,0,0,138,28,235,0,,,
mcdowell_T.COVE,0,0,0,71,12,261,1,,,
mcdowell_M.COVE,0,0,0,136,41,474,1,,,
mcdowell_FORT 1,0,0,0,194,52,318,1,,,
mcdowell_HIGGIN,0,0,0,155,34,288,1,,,
mcdowell_N.COVE,0,0,0,90,10,231,0,,,
mcdowell_CCREEK,0,0,0,306,55,627,2,,,
mcdowell_43892,0,0,0,306,43,204,1,,,
mcdowell_43893,0,0,0,119,28,175,0,,,
mcdowell_43895,0,0,0,93,17,192,0,,,
mcdowell_DYSART,0,0,0,197,57,509,1,,,
mecklenburg_20,0,0,0,615,34,507,0,,,
mecklenburg_88,0,0,0,501,42,476,4,,,
mecklenburg_18,0,0,1,348,12,607,1,,,
mecklenburg_58,0,0,0,386,25,289,5,,,
mecklenburg_49,0,0,0,518,25,449,1,,,
mecklenburg_50,0,0,0,449,39,291,0,,,
mecklenburg_101,0,0,0,393,43,648,2,,,
mecklenburg_10,0,0,0,709,29,421,3,,,
mecklenburg_21,0,0,0,540,46,269,2,,,
mecklenburg_120,0,0,0,529,19,92,0,,,
mecklenburg_86,0,0,0,382,17,776,1,,,
mecklenburg_87,0,0,0,552,56,422,2,,,
mecklenburg_CURBSIDE,0,1,0,2196,34,337,1,,,
mecklenburg_59,0,0,0,315,31,221,2,,,
mecklenburg_51,0,0,0,715,39,461,1,,,
mecklenburg_75,0,0,0,619,36,942,2,,,
mecklenburg_92,0,0,0,579,21,830,2,,,
mecklenburg_76,0,0,0,668,59,752,0,,,
mecklenburg_1,0,0,0,382,22,422,0,,,
mecklenburg_47,0,0,1,524,25,658,0,,,
mecklenburg_32,0,0,0,388,19,748,1,,,
mecklenburg_37,0,0,0,448,41,403,0,,,
mecklenburg_38,0,0,3,446,32,267,3,,,
mecklenburg_57,0,0,0,480,24,553,1,,,
mecklenburg_8,0,0,1,450,22,722,0,,,
mecklenburg_19,0,0,0,400,17,526,3,,,
mecklenburg_9,0,0,1,840,28,467,1,,,
mecklenburg_93,0,0,0,328,13,552,1,,,
mecklenburg_226,0,0,0,665,38,777,1,,,
mecklenburg_209,0,0,3,852,65,1011,5,,,
mecklenburg_229,0,0,5,1335,74,1194,5,,,
mecklenburg_243,0,0,0,1794,106,1051,8,,,
mecklenburg_122,0,0,1,1204,71,696,2,,,
mecklenburg_225,0,0,1,311,41,331,4,,,
mecklenburg_228,0,2,0,894,42,368,0,,,
mecklenburg_134,0,0,2,1080,102,1136,4,,,
mecklenburg_230,0,0,0,1576,56,743,5,,,
mecklenburg_114,0,0,0,600,50,845,1,,,
mecklenburg_138,0,0,0,723,29,188,0,,,
mecklenburg_223.1,0,0,0,1670,82,1028,0,,,
mecklenburg_142,0,0,6,862,83,1294,1,,,
mecklenburg_143,0,0,4,958,72,1449,0,,,
mecklenburg_224,0,0,1,561,39,400,0,,,
mecklenburg_200,0,0,0,289,32,345,1,,,
mecklenburg_145,0,0,1,2242,85,1490,1,,,
mecklenburg_241,0,0,0,1035,59,1170,2,,,
mecklenburg_207,0,0,7,785,76,1277,3,,,
mecklenburg_127,0,0,8,839,56,1234,1,,,
mecklenburg_239,0,0,0,930,33,358,1,,,
mecklenburg_202,0,1,5,1295,80,1440,8,,,
mecklenburg_133,0,0,6,690,52,1208,3,,,
mecklenburg_240,0,0,11,797,61,1315,3,,,
mecklenburg_206,0,0,5,1404,62,833,2,,,
mecklenburg_208,0,0,9,737,57,1399,0,,,
mecklenburg_242,0,0,1,349,19,1212,0,,,
mecklenburg_116,0,1,0,527,16,115,0,,,
mecklenburg_123,0,2,1,839,17,182,0,,,
mecklenburg_4,0,0,0,700,25,217,1,,,
mecklenburg_204.1,0,0,0,1667,25,290,1,,,
mecklenburg_61,0,0,0,655,27,238,2,,,
mecklenburg_205,0,0,0,842,25,507,1,,,
mecklenburg_149,0,0,1,1530,32,280,3,,,
mecklenburg_60,0,0,0,890,8,33,0,,,
mecklenburg_3,0,0,0,753,16,66,1,,,
mecklenburg_84,0,0,0,653,22,143,1,,,
mecklenburg_43,0,0,0,906,15,97,0,,,
mecklenburg_124,0,0,0,851,19,110,1,,,
mecklenburg_203,0,0,2,1489,31,423,2,,,
mecklenburg_201,0,1,1,1628,69,696,6,,,
mecklenburg_104,0,0,0,1175,16,84,0,,,
mecklenburg_108,0,0,0,723,10,78,0,,,
mecklenburg_95,0,0,0,568,17,128,2,,,
mecklenburg_83,0,0,0,867,34,332,1,,,
mecklenburg_6,0,0,1,661,28,103,1,,,
mecklenburg_17,0,0,0,587,16,46,0,,,
mecklenburg_115,0,0,0,443,23,206,1,,,
mecklenburg_94,0,0,0,565,44,210,0,,,
mecklenburg_125,0,1,0,392,14,121,2,,,
mecklenburg_130,0,2,0,441,23,156,0,,,
mecklenburg_29,0,0,0,568,23,171,2,,,
mecklenburg_46,0,0,0,730,43,210,2,,,
mecklenburg_85,0,0,0,640,37,461,4,,,
mecklenburg_63,0,1,0,594,24,137,3,,,
mecklenburg_44,0,0,0,533,24,199,1,,,
mecklenburg_33,0,0,0,515,28,175,0,,,
mecklenburg_34,0,0,0,552,29,231,1,,,
mecklenburg_2,0,0,2,758,26,320,0,,,
mecklenburg_62,0,0,0,568,18,131,0,,,
mecklenburg_45,0,0,0,477,33,182,0,,,
mecklenburg_99,0,0,2,444,13,65,0,,,
mecklenburg_15,0,0,0,1000,46,272,2,,,
mecklenburg_109,0,0,0,706,35,245,1,,,
