prec_id,Barry Gurney (Write-In),David Waddell (Write-In),John Rhodes (Write-In),Kay Hagan,Sean Haugh,Thom Tillis,Write-In (Miscellaneous),BARRY GURNEY (Write-In),DAVID WADDELL (Write-In),JOHN RHODES (Write-In)
rowan_40,0,0,0,644,40,569,4,,,
rowan_45,0,0,0,300,29,241,2,,,
rowan_19A,0,0,0,408,95,1188,4,,,
rowan_9,0,0,0,131,46,674,4,,,
rowan_21,0,0,0,409,81,694,2,,,
rowan_11,0,0,0,451,65,798,5,,,
rowan_42,0,0,0,444,4,4,0,,,
rowan_44,0,0,0,179,49,724,2,,,
rutherford_CURBSIDE,0,0,0,103,11,117,0,,,
rutherford_27,0,0,0,658,91,990,3,,,
rutherford_28,0,0,0,210,43,426,0,,,
rutherford_06A,0,0,0,412,30,626,3,,,
rutherford_19,0,0,0,232,39,427,1,,,
rutherford_04A,0,0,0,293,62,610,2,,,
rutherford_14,0,0,0,424,53,479,0,,,
rutherford_34,0,0,0,175,30,449,0,,,
rutherford_10A,0,0,0,117,18,403,0,,,
rutherford_16A,0,0,0,310,65,760,2,,,
rutherford_09A,0,0,0,369,95,931,5,,,
rutherford_29,0,0,0,274,35,483,2,,,
rutherford_11,0,0,0,635,139,1473,0,,,
rutherford_03A,0,0,0,199,69,726,1,,,
rutherford_05A,0,0,0,302,72,569,0,,,
rutherford_13,0,0,0,815,76,747,0,,,
rutherford_18,0,0,0,344,48,578,2,,,
rutherford_30,0,0,0,596,89,629,2,,,
sampson_MING,0,0,0,187,48,674,1,,,
sampson_GARL,0,0,0,174,11,144,0,,,
sampson_PLVW,0,0,0,139,33,789,3,,,
sampson_KEEN,0,0,0,97,26,274,1,,,
sampson_KFRK,0,0,0,231,25,286,3,,,
sampson_ROSE,0,0,0,83,32,200,1,,,
sampson_CLWE,0,0,0,163,16,322,0,,,
sampson_NGRV,0,0,0,140,14,284,0,,,
sampson_GIDD,0,0,0,193,22,150,0,,,
sampson_SBRG,0,0,0,95,21,245,0,,,
sampson_ONESTOP,0,0,0,3164,183,2699,10,,,
sampson_INGO,0,0,0,126,9,144,1,,,
sampson_TURK,0,0,0,222,14,174,1,,,
sampson_CLNE,0,0,0,178,37,302,2,,,
sampson_LAKE,0,0,0,435,18,210,3,,,
sampson_ROWA,0,0,0,173,19,287,0,,,
sampson_HARR,0,0,0,405,9,186,0,,,
sampson_HERR,0,0,0,44,9,287,2,,,
sampson_CLSW,0,0,0,136,21,179,0,,,
sampson_WBRK,0,0,0,112,20,326,0,,,
sampson_CLCE,0,0,0,203,4,28,0,,,
sampson_CLEM,0,0,0,134,17,377,0,,,
sampson_AUTR,0,0,0,91,20,334,1,,,
sampson_CLEA,0,0,0,414,19,246,0,,,
scotland_1,0,0,1,1044,27,195,0,,,
scotland_4,0,0,0,881,59,981,1,,,
scotland_7,0,0,0,933,26,468,1,,,
scotland_2,0,0,0,694,21,142,1,,,
scotland_5,0,0,0,198,29,390,0,,,
scotland_8,0,0,0,221,29,333,1,,,
scotland_ONESTOP,0,0,0,0,0,0,0,,,
scotland_9,0,0,0,371,32,394,2,,,
scotland_6,0,0,0,147,14,104,2,,,
scotland_3,0,0,1,726,49,734,2,,,
scotland_10,0,0,0,414,32,412,0,,,
stanly_15,0,0,0,168,31,229,1,,,
stanly_18,0,0,0,122,21,241,1,,,
stanly_20,0,0,0,99,51,522,1,,,
stanly_3,0,0,0,228,33,309,2,,,
stanly_22,0,0,0,169,35,468,1,,,
stanly_23,0,0,0,121,62,650,1,,,
stanly_25,0,0,2,135,51,674,1,,,
stanly_11,0,0,0,105,35,246,1,,,
stanly_16,0,0,0,111,19,180,0,,,
stanly_14,0,0,0,87,26,243,1,,,
stanly_26,0,0,0,141,46,370,1,,,
stanly_27,0,1,0,215,47,456,2,,,
stanly_24,0,0,1,95,32,539,0,,,
stanly_7,0,0,0,197,31,301,4,,,
stanly_13,0,0,0,78,33,328,5,,,
stanly_21,0,0,0,55,27,354,7,,,
stanly_28,0,0,0,158,23,182,1,,,
stanly_2,0,0,0,61,33,121,0,,,
stanly_8,0,0,0,390,8,22,1,,,
stanly_ONESTOP,0,0,1,2230,434,4670,21,,,
stanly_10,0,0,0,101,36,197,1,,,
stanly_12,0,0,0,47,15,167,0,,,
stanly_17,0,0,0,124,48,373,2,,,
stanly_19,0,0,0,97,49,394,0,,,
stokes_1,0,0,0,63,36,177,2,,,
stokes_20,0,0,0,120,33,314,3,,,
stokes_14,0,0,0,168,62,484,2,,,
stokes_16,0,0,0,165,28,232,4,,,
stokes_19,0,0,0,107,23,236,3,,,
stokes_4,0,0,0,99,41,419,3,,,
stokes_7,0,0,0,68,18,136,0,,,
stokes_12,0,0,0,120,47,441,1,,,
stokes_15,0,0,0,93,36,368,2,,,
stokes_17,0,0,0,138,44,298,2,,,
stokes_2,0,0,0,190,44,411,2,,,
stokes_5,0,0,0,86,26,176,1,,,
stokes_8,0,1,0,91,30,309,1,,,
stokes_ONESTOP,0,0,1,1239,168,2504,8,,,
stokes_11,0,0,0,195,51,634,3,,,
stokes_10,0,0,0,199,53,642,4,,,
stokes_3,0,0,0,89,39,393,3,,,
stokes_6,0,0,0,61,12,189,0,,,
stokes_9,0,0,0,172,60,461,3,,,
stokes_18,0,0,0,118,5,57,0,,,
stokes_13,0,0,0,90,30,399,3,,,
surry_21,0,0,0,249,43,585,4,,,
surry_9,0,0,0,138,37,328,0,,,
surry_6,0,0,0,293,34,290,2,,,
surry_3,0,0,0,287,70,549,2,,,
surry_13,0,0,0,256,13,281,0,,,
surry_18,0,0,0,225,62,545,1,,,
surry_10,0,0,0,75,28,343,0,,,
surry_33,0,0,0,230,26,343,1,,,
surry_23,0,0,0,146,27,402,0,,,
surry_24,0,0,0,82,26,267,3,,,
surry_26,0,0,0,247,52,641,2,,,
surry_12,0,0,0,289,38,388,2,,,
surry_15,0,0,0,196,29,375,1,,,
surry_4,0,0,0,300,54,525,4,,,
surry_7,0,0,0,217,17,272,4,,,
surry_17,0,0,0,110,30,290,2,,,
surry_2,0,0,0,125,20,113,0,,,
surry_5,0,0,0,152,36,734,2,,,
surry_14,0,0,0,278,26,458,0,,,
surry_16,0,0,0,125,33,369,0,,,
surry_19,0,0,0,268,47,512,1,,,
surry_11,0,0,0,166,32,300,2,,,
surry_22,0,0,0,164,36,351,2,,,
surry_8,0,0,0,209,33,477,2,,,
surry_20,0,0,0,164,24,228,0,,,
surry_CURBSIDE,0,0,0,66,9,79,0,,,
surry_25,0,0,0,197,39,429,1,,,
surry_1,0,0,0,183,36,553,2,,,
surry_27,0,0,0,152,35,405,1,,,
surry_28,0,0,0,119,18,335,1,,,
swain_BC2,,0,,526,83,513,1,,,
swain_BC1,,0,,477,106,546,1,,,
swain_ALARKA,,0,,205,49,233,3,,,
swain_ALMOND,,1,,259,34,359,0,,,
swain_WHCH,,0,,497,83,394,0,,,
transylvania_TC1,0,0,0,87,19,315,1,,,
transylvania_DR,0,0,1,650,46,699,2,,,
transylvania_RE,0,0,0,246,67,649,0,,,
transylvania_B4,0,0,0,461,39,290,0,,,
transylvania_CM,0,0,3,191,17,215,1,,,
transylvania_WC,0,0,0,435,31,550,0,,,
transylvania_B2,0,0,0,425,45,266,3,,,
transylvania_B3,1,0,0,495,34,472,1,,,
transylvania_PF,0,0,0,234,42,341,0,,,
transylvania_B1,0,0,0,531,43,382,0,,,
transylvania_TC7,0,0,0,248,36,551,0,,,
transylvania_LR,0,0,0,294,41,528,1,,,
transylvania_BD,0,0,1,501,97,694,2,,,
transylvania_CC,0,0,0,447,78,712,1,,,
transylvania_EF,0,0,0,234,30,281,1,,,
tyrrell_15,0,0,0,83,9,66,0,,,
tyrrell_3,0,0,0,30,4,40,0,,,
tyrrell_2,0,0,0,161,25,185,0,,,
tyrrell_1,0,0,0,83,3,8,0,,,
tyrrell_14,0,0,0,5,6,12,0,,,
tyrrell_16,0,0,0,0,1,7,0,,,
tyrrell_ONESTOP,0,0,0,196,22,261,0,,,
union_8,0,0,1,629,37,323,1,,,
union_23,0,0,0,311,41,620,0,,,
union_26,0,0,0,176,36,506,4,,,
union_029C,0,9,0,256,31,568,1,,,
union_037A,0,0,0,627,54,946,2,,,
union_ONESTOP,0,0,0,0,0,0,0,,,
union_43,0,0,0,314,10,56,0,,,
union_6,0,0,0,190,37,526,0,,,
union_11,0,0,0,169,45,833,5,,,
union_14,0,5,1,145,24,310,1,,,
union_21,0,2,0,228,52,698,1,,,
union_9,0,0,1,406,17,176,1,,,
union_1,0,1,0,215,7,79,1,,,
union_24,0,0,0,216,36,673,0,,,
union_15,0,1,2,602,70,1092,5,,,
union_029B,0,3,0,259,31,490,1,,,
union_40,0,3,2,449,45,1226,1,,,
union_7,0,3,0,465,65,771,5,,,
union_27,0,0,0,190,41,586,2,,,
union_028C,0,0,1,386,29,1046,3,,,
union_028D,0,1,1,548,30,1077,5,,,
union_020A,0,2,1,544,70,798,5,,,
union_30,0,0,4,657,44,1037,0,,,
union_16,0,7,0,514,62,1101,3,,,
union_038A,0,0,0,441,45,650,6,,,
union_36,0,2,0,258,32,532,1,,,
union_10,0,0,0,362,16,170,1,,,
union_13,0,2,0,150,38,980,2,,,
union_4,0,0,0,400,10,87,0,,,
union_5,0,3,0,403,48,664,0,,,
union_25,0,0,0,244,24,512,1,,,
union_020B,0,2,1,419,54,985,2,,,
union_22,0,9,0,144,31,1048,0,,,
union_18,0,0,0,330,26,993,0,,,
union_42,0,2,0,259,43,390,2,,,
union_029A,0,6,1,770,57,849,5,,,
union_39,0,0,0,182,28,634,2,,,
union_41,0,0,0,396,28,1123,0,,,
union_3,0,0,1,256,15,180,1,,,
union_2,0,0,1,472,18,217,0,,,
union_19,0,4,0,636,79,1303,5,,,
union_017B,0,1,2,480,57,1288,1,,,
union_33,0,3,0,315,34,725,1,,,
union_34,0,2,0,417,47,915,3,,,
union_038B,0,3,0,363,30,651,1,,,
union_017A,0,5,4,398,56,869,1,,,
union_028A,0,0,0,614,35,1329,2,,,
union_028B,0,0,0,364,38,1087,1,,,
union_31,0,3,1,475,61,707,2,,,
union_12,0,1,1,157,55,901,2,,,
union_037B,0,1,0,182,19,604,0,,,
union_32,0,0,0,382,46,1012,3,,,
union_35,0,0,0,292,48,658,3,,,
vance_KITT,2,0,0,847,62,868,0,,,
vance_EH1,0,0,0,800,16,57,0,,,
vance_NH1,0,0,0,816,13,75,0,,,
vance_NV,0,0,0,384,16,193,0,,,
vance_SCRK,0,0,0,994,54,708,3,,,
vance_NH,0,0,0,1036,45,612,0,,,
vance_SH2,0,0,0,218,15,81,0,,,
vance_MIDD,0,0,0,913,58,543,4,,,
vance_SH1,0,0,0,668,25,151,0,,,
vance_WH,0,0,0,993,61,949,6,,,
vance_CC,0,0,0,587,49,696,1,,,
vance_HTOP,0,0,0,269,10,98,0,,,
wake_43853,0,0,0,837,83,381,2,,,
wake_43855,0,0,0,69,0,2,0,,,
wake_43856,0,0,0,516,10,33,1,,,
wake_12785,0,0,0,557,10,14,1,,,
wake_43858,0,0,0,1120,33,184,4,,,
wake_43844,0,0,0,1028,51,249,3,,,
wake_43849,0,0,0,543,6,22,1,,,
wake_44107,0,0,0,497,56,464,2,,,
wake_19-17,0,0,0,1001,62,614,3,,,
wake_16-03,0,0,0,363,39,251,1,,,
wake_16-08,0,0,3,1726,45,321,2,,,
wake_43848,0,0,0,645,48,451,5,,,
wake_16-09,0,2,0,611,51,505,1,,,
wake_16-02,0,0,0,1162,50,300,5,,,
wake_16072,0,0,0,702,32,431,0,,,
wake_16803,0,0,1,733,21,139,1,,,
wake_17-04,0,0,0,781,36,605,0,,,
wake_17-05,0,0,0,925,38,439,2,,,
wake_17-07,0,0,0,883,39,177,2,,,
wake_17-10,0,0,0,247,26,165,0,,,
wake_44075,0,0,0,333,46,508,5,,,
wake_13-09,0,0,0,953,34,369,3,,,
wake_17-01,0,0,0,586,26,297,0,,,
wake_18-01,0,0,0,866,79,351,5,,,
wake_ONESTOP,1,2,8,57665,1401,29484,90,,,
wake_15707,0,0,0,457,24,282,0,,,
wake_43851,0,0,2,826,56,352,1,,,
wake_43852,0,0,0,1014,32,44,0,,,
wake_12420,0,0,0,489,10,15,1,,,
wake_44106,0,0,0,541,32,566,3,,,
wake_13-05,0,0,0,383,19,209,2,,,
wake_18-04,0,0,0,627,41,901,2,,,
wake_18264,0,0,0,682,17,45,0,,,
wake_13-08,0,0,0,635,33,167,0,,,
wake_19-04,0,0,0,975,81,1320,3,,,
wake_17-02,0,0,0,127,16,137,0,,,
wake_17-08,0,0,0,1179,60,774,4,,,
wake_17-09,0,0,0,967,18,87,2,,,
wake_14611,0,0,0,1100,19,52,3,,,
wake_43857,0,0,0,517,23,89,0,,,
wake_43850,0,0,0,589,20,33,1,,,
wake_13881,0,0,0,566,41,343,2,,,
wake_13-01,0,0,0,902,32,232,1,,,
wake_16-01,0,0,0,341,35,487,1,,,
wake_16-04,0,0,0,501,28,595,2,,,
wake_17-11,0,0,1,942,53,380,3,,,
wake_17-03,0,0,0,1173,73,654,3,,,
wake_43843,0,0,0,552,17,146,1,,,
wake_44108,0,0,0,988,81,902,3,,,
wake_13-07,0,0,0,499,26,309,0,,,
wake_16-06,0,0,0,302,19,194,0,,,
wake_13-02,0,0,0,422,33,442,1,,,
wake_44015,0,0,0,345,25,339,2,,,
wake_43835,1,0,0,308,10,282,2,,,
wake_43860,0,0,0,334,23,316,1,,,
wake_44051,0,0,0,735,47,781,2,,,
wake_44025,0,0,0,366,30,303,3,,,
wake_44021,0,0,0,580,46,379,1,,,
wake_44018,0,0,0,636,34,708,0,,,
wake_19-12,0,0,0,548,34,829,3,,,
wake_19-15,0,0,0,308,33,446,2,,,
wake_13-11,0,0,1,581,38,756,2,,,
wake_43864,0,0,0,444,27,846,2,,,
wake_43842,0,0,0,443,27,281,2,,,
wake_43847,0,0,0,205,18,243,1,,,
wake_19-13,0,0,0,353,32,328,0,,,
wake_44048,0,0,0,415,36,414,2,,,
wake_16438,0,0,0,344,30,324,0,,,
wake_13-06,0,0,0,608,32,522,3,,,
wake_14-01,0,0,0,101,5,231,0,,,
wake_43834,0,0,0,339,18,283,2,,,
wake_44054,0,0,0,760,61,594,0,,,
wake_44016,0,0,0,839,57,529,1,,,
wake_44019,0,1,0,730,44,624,2,,,
wake_13150,0,0,0,358,18,514,0,,,
wake_13516,0,0,0,427,34,390,0,,,
wake_19-11,0,0,0,353,52,455,5,,,
wake_14-02,0,0,0,607,70,1455,2,,,
wake_44052,1,0,0,369,33,311,1,,,
wake_14246,0,0,0,444,39,255,1,,,
wake_43841,0,0,0,380,18,714,1,,,
wake_44045,0,0,0,704,34,673,0,,,
wake_44047,0,0,0,337,28,441,0,,,
wake_44050,0,0,0,479,23,663,0,,,
wake_43865,0,0,0,368,26,670,1,,,
wake_43862,0,0,0,550,45,762,0,,,
wake_19-14,0,0,0,319,16,548,2,,,
wake_44023,0,0,0,283,13,263,0,,,
wake_44017,0,0,0,331,26,309,1,,,
wake_19-05,0,0,0,355,35,779,1,,,
wake_44053,0,0,0,442,25,394,2,,,
wake_43833,0,0,0,496,26,525,2,,,
wake_43859,0,0,0,545,21,642,0,,,
wake_18629,0,0,0,300,21,248,1,,,
wake_43867,0,0,0,378,27,704,0,,,
wake_43840,0,0,0,496,15,344,3,,,
wake_43845,1,0,0,343,20,318,0,,,
wake_07-07A,0,0,0,192,5,166,0,,,
wake_43866,0,0,0,216,11,308,0,,,
wake_43863,1,0,2,800,55,1337,2,,,
wake_44046,0,0,0,729,65,738,5,,,
wake_19-03,0,0,0,394,49,599,3,,,
wake_15342,0,0,0,466,21,655,3,,,
wake_17168,0,0,0,439,31,567,3,,,
wake_13-10,0,0,0,1004,61,1190,3,,,
wake_44014,0,0,1,317,14,292,2,,,
wake_17533,0,0,1,685,38,240,2,,,
wake_43932,0,0,0,309,22,156,1,,,
wake_43954,0,0,0,497,30,588,2,,,
wake_43959,0,0,0,469,31,280,0,,,
wake_43956,0,0,0,1193,54,884,4,,,
wake_43935,0,1,0,385,42,359,2,,,
wake_43938,0,0,0,397,49,266,2,,,
wake_43923,0,0,2,562,53,452,2,,,
wake_01-07A,0,0,0,127,9,9,2,,,
wake_43922,0,0,0,520,36,362,1,,,
wake_43941,0,0,0,547,49,390,3,,,
wake_44049,0,0,0,370,23,160,2,,,
wake_43831,0,0,0,562,26,191,1,,,
wake_43837,0,0,0,519,25,162,0,,,
wake_44022,0,0,0,850,56,586,2,,,
wake_43958,0,0,0,1330,71,760,2,,,
wake_43934,0,0,0,823,56,682,1,,,
wake_17899,0,0,0,570,41,213,0,,,
wake_43929,0,0,0,562,32,339,2,,,
wake_11689,0,0,1,553,44,276,2,,,
wake_12055,0,0,0,466,21,294,0,,,
wake_43832,0,0,0,589,26,254,2,,,
wake_44013,0,0,0,411,33,292,0,,,
wake_43926,0,0,0,723,46,540,1,,,
wake_14977,0,0,0,494,43,195,2,,,
wake_43940,0,0,0,405,37,391,1,,,
wake_43939,0,0,0,543,34,410,1,,,
wake_43952,0,0,0,702,52,646,2,,,
wake_43924,0,0,0,383,33,291,2,,,
wake_43925,0,0,0,335,21,253,1,,,
wake_43861,0,0,0,703,55,209,2,,,
wake_44136,0,0,0,770,55,520,4,,,
wake_44137,0,0,0,845,40,667,3,,,
wake_43836,0,0,0,675,31,296,3,,,
wake_18-06,0,0,0,779,49,449,4,,,
wake_43846,0,0,0,677,28,396,1,,,
wake_44024,0,0,0,560,20,384,3,,,
wake_43942,0,0,0,325,24,137,3,,,
wake_43937,0,0,0,492,59,383,1,,,
wake_43839,0,0,0,470,21,159,1,,,
wake_43957,0,0,0,881,36,944,2,,,
wake_44174,0,0,0,526,57,770,5,,,
wake_44170,0,0,0,846,70,1433,2,,,
wake_18-07,0,0,0,397,40,759,4,,,
wake_43927,0,0,0,653,40,518,3,,,
wake_20-12,0,0,0,376,20,451,3,,,
wake_20-14,0,0,0,920,66,804,3,,,
wake_43992,1,1,0,294,39,564,3,,,
wake_43988,0,0,0,860,71,890,4,,,
wake_43987,0,0,2,478,39,839,3,,,
wake_44173,0,0,0,701,61,689,1,,,
wake_20-03,0,0,1,524,52,601,2,,,
wake_43928,0,0,0,541,23,740,2,,,
wake_43933,0,0,0,541,66,535,1,,,
wake_20-10,0,0,0,702,40,615,5,,,
wake_20-04,0,0,0,644,52,596,5,,,
wake_43986,0,0,0,533,52,478,1,,,
wake_43991,0,0,0,646,57,884,6,,,
wake_20-08,0,0,0,614,56,792,6,,,
wake_20-01,0,0,0,478,35,404,3,,,
wake_18-05,0,0,0,900,47,1080,2,,,
wake_36586,0,0,0,506,40,679,1,,,
wake_43931,0,0,0,575,53,514,1,,,
wake_43930,0,0,0,480,24,545,1,,,
wake_20-06A,0,0,0,664,60,646,2,,,
wake_20-11,0,0,1,540,47,665,0,,,
wake_20-13,0,0,0,1416,84,1213,5,,,
wake_44166,0,0,0,641,73,1213,7,,,
wake_18-02,0,0,0,701,59,1115,3,,,
wake_18-03,0,0,0,454,13,530,3,,,
wake_44171,0,0,0,416,61,726,4,,,
wake_20-09,0,0,0,498,35,546,0,,,
wake_18-08,0,0,0,704,44,636,4,,,
wake_20-05,0,0,0,685,35,836,5,,,
wake_20-06B,0,0,0,620,58,710,4,,,
wake_44167,1,0,0,681,89,823,4,,,
wake_43936,1,0,0,577,63,427,3,,,
wake_43990,0,0,0,490,39,411,5,,,
wake_43989,1,0,0,555,37,660,1,,,
wake_15-03,0,0,1,529,76,1183,6,,,
wake_44077,0,0,0,361,31,617,5,,,
wake_19-09,0,0,0,494,61,911,3,,,
wake_44105,0,0,0,142,21,309,0,,,
wake_16-07,0,0,2,777,67,735,7,,,
wake_16-05,0,0,0,429,49,481,0,,,
wake_17-06,0,0,0,276,27,411,0,,,
wake_44076,0,0,0,702,55,496,3,,,
wake_15-02,0,1,0,725,74,1143,5,,,
wake_19-16,0,0,0,467,25,530,4,,,
wake_19-10,0,0,0,832,81,1394,10,,,
wake_44172,0,0,0,281,36,559,1,,,
wake_19-07,0,0,0,329,29,359,1,,,
wake_44169,0,0,1,413,55,965,2,,,
wake_15-01,0,0,6,524,57,1025,3,,,
wake_15-04,0,0,0,379,30,572,1,,,
warren_14,0,0,0,500,14,174,1,,,
warren_11,0,0,0,128,6,42,1,,,
warren_8,0,0,0,488,8,64,2,,,
warren_9,0,0,0,171,5,89,0,,,
warren_3,0,0,0,255,20,149,0,,,
warren_2,0,0,0,179,13,241,1,,,
warren_12,0,1,0,155,10,268,0,,,
warren_7,0,0,0,284,5,91,0,,,
warren_6,0,0,0,444,15,117,1,,,
warren_1,2,0,0,235,17,301,0,,,
warren_10,0,0,0,684,17,149,2,,,
warren_13,0,0,0,159,11,115,0,,,
warren_4,0,0,0,254,4,111,0,,,
warren_5,0,0,1,505,11,122,0,,,
washington_P3,0,0,2,283,23,290,0,,,
washington_ONESTOP,0,0,0,1136,76,734,4,,,
washington_SK,0,0,0,151,15,175,0,,,
washington_P1,0,0,0,236,10,68,0,,,
washington_SC,0,0,0,208,30,267,0,,,
washington_LM,0,0,1,417,20,171,0,,,
washington_P2,0,0,0,204,7,49,0,,,
watauga_12,,,,103,14,58,0,,,
watauga_15,,,,274,43,391,2,,,
watauga_17,,,,87,15,121,0,,,
watauga_7,,,,265,45,359,0,,,
watauga_13,,,,180,31,141,0,,,
watauga_10,,,,109,14,182,0,,,
watauga_6,,,,126,13,76,0,,,
watauga_3,,,,316,32,360,0,,,
watauga_9,,,,69,12,115,2,,,
watauga_18,,,,146,37,387,2,,,
watauga_2,,,,89,16,279,0,,,
watauga_5,,,,158,20,68,0,,,
watauga_8,,,,194,37,422,2,,,
watauga_ONESTOP,,,,4331,366,3076,6,,,
watauga_11,,,,175,50,377,1,,,
watauga_14,,,,222,36,295,0,,,
watauga_16,,,,11,5,38,0,,,
watauga_19,,,,296,37,526,1,,,
watauga_4,,,,290,39,517,0,,,
watauga_1,,,,51,10,81,1,,,
watauga_20,,,,55,5,88,1,,,
wayne_8,0,0,1,98,34,417,0,,,
wayne_5,0,0,0,158,25,431,0,,,
wayne_22,0,0,0,182,15,147,1,,,
wayne_ONESTOP,0,3,0,7396,447,9164,12,,,
wayne_2,0,0,0,209,33,499,0,,,
wayne_30,0,0,0,289,9,97,0,,,
wayne_21,0,0,0,230,9,122,1,,,
wayne_16,0,0,0,215,28,303,1,,,
wayne_1,0,0,0,240,25,416,2,,,
wayne_14,0,0,0,155,14,419,2,,,
wayne_19,0,0,0,274,5,7,1,,,
wayne_11,0,0,0,235,7,149,0,,,
wayne_26,0,0,0,328,22,233,0,,,
wayne_9,0,0,0,117,21,388,1,,,
wayne_10,0,0,0,264,5,97,2,,,
wayne_24,0,0,0,137,34,701,0,,,
wayne_6,0,0,0,168,21,215,0,,,
wayne_3,0,0,0,114,41,496,2,,,
wayne_23,0,0,0,160,16,203,0,,,
wayne_17,0,0,0,195,3,17,0,,,
wayne_15,0,0,0,119,33,429,4,,,
wayne_28,0,0,0,210,30,418,2,,,
wayne_25,0,1,0,127,20,318,0,,,
wayne_4,0,0,0,233,33,611,0,,,
wayne_7,0,0,0,274,30,628,0,,,
wayne_12,0,0,0,330,17,261,1,,,
wayne_13,0,0,0,261,16,108,2,,,
wayne_18,0,0,0,224,9,30,0,,,
wayne_27,0,0,0,303,8,61,1,,,
wayne_20,0,0,0,334,10,28,2,,,
wayne_29,0,0,0,234,11,115,0,,,
wilkes_107,0,0,0,165,50,673,3,,,
wilkes_ONESTOP,0,0,1,1761,202,3196,13,,,
wilkes_124,0,0,1,74,26,329,1,,,
wilkes_104,0,0,0,91,35,273,0,,,
wilkes_105,0,0,0,82,30,290,1,,,
wilkes_102,0,0,0,138,30,300,1,,,
wilkes_108,0,0,0,114,31,218,2,,,
wilkes_109,0,0,0,79,4,159,0,,,
wilkes_111,0,0,2,90,43,342,1,,,
wilkes_117,0,0,0,114,23,362,4,,,
wilkes_123,0,0,0,52,14,217,1,,,
wilkes_128,0,0,0,214,68,539,2,,,
wilkes_113,0,0,0,135,29,292,1,,,
wilkes_114,0,0,0,44,19,155,0,,,
wilkes_120,0,0,0,76,26,348,1,,,
wilkes_126,0,0,0,50,15,181,2,,,
wilkes_129,0,0,0,171,43,470,2,,,
wilkes_106,0,0,0,77,23,235,2,,,
wilkes_112,0,0,1,132,37,505,0,,,
wilkes_118,0,0,0,198,45,278,1,,,
wilkes_110,0,0,0,39,4,82,0,,,
wilkes_121,0,0,0,105,41,361,1,,,
wilkes_127,0,0,0,202,36,348,2,,,
wilkes_125,0,0,0,56,14,186,0,,,
wilkes_119,0,0,0,187,63,639,1,,,
wilkes_101,0,0,0,62,22,160,0,,,
wilkes_115A,0,0,0,167,52,689,2,,,
wilkes_103,0,0,0,50,8,170,1,,,
wilkes_122,0,0,0,23,8,314,0,,,
wilson_PRWQ,0,0,0,299,3,2,0,,,
wilson_PRWE,0,0,0,475,15,172,1,,,
wilson_PRWR,0,0,0,636,3,38,0,,,
wilson_CURBSIDE,0,0,0,304,3,71,0,,,
wilson_PRWA,0,0,0,304,12,56,0,,,
wilson_PRWC,0,0,0,659,3,57,3,,,
wilson_PRWH,0,0,0,364,4,12,1,,,
wilson_PRBL,0,0,0,313,43,817,0,,,
wilson_PRWI,0,0,0,521,14,237,0,,,
wilson_PRWN,0,0,0,1027,18,55,0,,,
wilson_PRTO,0,0,0,816,56,835,2,,,
wilson_PRGA,0,0,0,600,34,473,2,,,
wilson_PRWB,0,0,0,398,4,15,0,,,
wilson_PRWD,0,0,0,346,27,605,0,,,
wilson_PRWL,0,0,0,532,38,699,1,,,
wilson_PRWJ,1,0,0,916,57,676,1,,,
wilson_PRST,0,0,0,349,24,243,1,,,
wilson_PRSP,0,0,0,325,26,603,1,,,
wilson_PRSA,0,0,0,299,11,224,0,,,
wilson_PRCR,0,0,0,337,33,671,0,,,
wilson_PROL,0,0,0,520,63,1176,2,,,
wilson_PRWP,0,0,0,346,30,605,0,,,
wilson_PRWK,0,0,0,342,24,603,2,,,
wilson_PRWM,0,0,0,1034,50,980,4,,,
wilson_PRTA,0,0,0,1131,52,1549,2,,,
yadkin_BNVL,0,0,0,241,59,768,5,,,
yadkin_SLIB,0,0,0,149,45,644,2,,,
yadkin_DCRK,0,0,0,110,56,466,2,,,
yadkin_NFAL,0,0,0,74,27,372,1,,,
yadkin_NLIB,0,0,0,242,46,695,1,,,
yadkin_FBSH,0,0,0,196,55,971,3,,,
yadkin_NKNB,0,0,0,278,71,694,4,,,
yadkin_NBCK,0,0,0,91,30,439,2,,,
yadkin_EBND,0,0,1,182,55,601,3,,,
yadkin_SKNB,0,0,0,41,21,431,2,,,
yadkin_ONESTOP,0,0,0,540,58,1332,2,,,
yadkin_SFAL,0,0,0,95,26,479,0,,,
yadkin_SBCK,0,0,0,72,21,231,3,,,
yancey_06 JAC,,,0,381,53,400,3,,,
yancey_05 GRE,,,0,130,14,147,0,,,
yancey_11 PRI,,,0,237,27,441,5,,,
yancey_03 EGY,,,0,117,16,155,0,,,
yancey_01 BUR,,,0,926,104,980,3,,,
yancey_04 RAM,,,0,67,8,100,1,,,
yancey_10 PEN,,,0,111,21,186,0,,,
yancey_07 BRU,,,0,96,10,110,1,,,
yancey_02 CAN,,,0,273,54,427,0,,,
yancey_08 CRA,,,0,558,62,848,2,,,
yancey_09 SOU,,,1,563,43,549,1,,,
