WARD,PRECINCT,JOINID,Emanuel_M11,DelValle_M11,Braun_M11,Chico_M11,Watkins_M11,Walls_M11
27,27,C27027,106,8,29,18,11,0
27,28,C27028,136,16,18,40,5,2
27,29,C27029,55,9,29,26,5,3
27,30,C27030,62,4,6,9,5,0
27,31,C27031,76,6,32,9,3,2
27,32,C27032,124,46,15,43,2,2
27,33,C27033,97,13,13,22,5,1
27,34,C27034,130,1,33,6,6,1
27,35,C27035,93,38,2,35,1,1
27,36,C27036,112,7,31,21,11,4
27,37,C27037,183,19,21,24,3,2
27,38,C27038,97,33,2,31,1,0
27,39,C27039,50,4,15,8,8,0
27,40,C27040,84,5,22,6,6,1
27,41,C27041,143,48,0,75,0,2
27,42,C27042,143,10,8,30,0,0
27,43,C27043,31,4,16,4,2,2
27,44,C27044,62,1,33,1,3,1
27,45,C27045,68,4,18,7,7,4
27,46,C27046,88,10,30,20,1,0
27,47,C27047,76,2,18,9,12,3
27,48,C27048,120,5,35,13,7,0
27,49,C27049,76,10,23,13,9,4
27,50,C27050,201,28,3,49,1,1
27,51,C27051,12,0,3,1,1,0
27,52,C27052,80,1,23,8,6,1
27,53,C27053,99,18,16,37,4,1
27,54,C27054,192,18,1,46,1,2
27,55,C27055,83,12,23,9,3,3
27,56,C27056,83,25,1,38,0,1
27,57,C27057,92,6,5,22,0,1
27,58,C27058,71,9,2,29,0,0
27,59,C27059,128,66,3,28,2,0
28,1,C28001,96,2,36,13,9,3
28,2,C28002,126,17,48,18,7,5
28,3,C28003,58,1,36,6,7,1
28,4,C28004,104,1,49,10,4,1
28,5,C28005,76,9,26,20,10,0
28,6,C28006,56,1,26,8,6,3
28,7,C28007,67,1,30,12,5,2
28,8,C28008,87,6,33,14,10,1
28,9,C28009,85,5,26,10,6,2
28,10,C28010,26,2,12,0,3,0
28,11,C28011,62,3,20,9,4,1
28,12,C28012,68,2,20,9,5,2
28,13,C28013,52,1,21,2,8,3
28,14,C28014,48,1,30,6,7,0
28,15,C28015,92,1,29,16,7,3
28,16,C28016,67,5,21,13,3,3
28,17,C28017,107,6,46,10,4,4
28,18,C28018,130,4,35,17,13,0
28,19,C28019,114,2,45,7,5,3
28,20,C28020,101,3,52,22,7,3
28,21,C28021,118,2,34,14,10,9
28,22,C28022,98,3,25,15,10,4
28,23,C28023,83,0,28,9,5,1
28,24,C28024,63,0,10,8,6,1
28,25,C28025,67,1,34,11,3,4
28,26,C28026,65,6,57,6,13,1
28,27,C28027,100,2,37,8,10,7
28,28,C28028,56,0,16,8,6,1
28,29,C28029,63,44,2,72,0,0
28,30,C28030,56,3,23,5,4,0
28,31,C28031,81,1,23,6,11,2
28,32,C28032,84,6,21,12,6,4
28,33,C28033,114,5,44,13,13,1
28,34,C28034,10,25,1,15,0,0
28,35,C28035,80,4,32,7,3,0
28,36,C28036,84,5,23,14,4,1
28,37,C28037,158,5,43,11,10,3
28,38,C28038,20,21,2,51,0,1
28,39,C28039,97,3,39,9,6,1
28,40,C28040,150,2,36,11,5,5
28,41,C28041,87,4,29,10,4,2
28,42,C28042,77,0,32,8,3,0
28,43,C28043,134,17,31,13,7,4
28,44,C28044,112,3,25,14,14,3
28,45,C28045,112,3,39,13,3,0
28,46,C28046,104,3,36,10,3,2
28,47,C28047,105,8,36,21,4,3
28,48,C28048,57,2,16,3,3,0
28,49,C28049,42,4,11,2,1,4
28,50,C28050,60,1,25,9,5,0
28,51,C28051,94,3,43,8,3,1
28,52,C28052,78,8,20,20,3,1
28,53,C28053,40,22,4,36,1,1
28,54,C28054,66,4,23,9,8,2
28,55,C28055,88,4,38,10,1,2
28,56,C28056,88,4,32,14,6,1
28,57,C28057,130,1,39,8,3,2
28,58,C28058,115,4,21,12,11,1
28,59,C28059,65,7,31,9,4,0
28,60,C28060,75,2,24,6,5,5
28,61,C28061,61,9,14,30,4,0
29,1,C29001,220,5,60,33,5,4
29,2,C29002,66,37,4,49,1,1
29,3,C29003,177,1,72,31,2,0
29,4,C29004,140,4,59,8,4,3
29,5,C29005,127,6,36,10,7,4
29,6,C29006,53,25,4,35,1,0
29,7,C29007,60,31,5,40,2,0
29,8,C29008,103,10,30,11,3,0
29,9,C29009,91,36,2,54,2,0
29,10,C29010,54,14,7,43,3,2
29,11,C29011,167,5,53,21,8,6
29,12,C29012,149,16,51,30,7,7
29,13,C29013,143,3,43,21,20,3
29,14,C29014,145,5,78,21,10,4
29,15,C29015,157,2,71,22,8,11
29,16,C29016,219,8,45,25,11,3
29,17,C29017,130,5,39,12,8,5
29,18,C29018,157,7,61,15,8,4
29,19,C29019,200,7,61,26,9,2
29,20,C29020,161,5,73,26,5,9
29,21,C29021,106,5,49,15,12,2
29,22,C29022,90,18,34,47,8,5
29,23,C29023,127,6,43,10,10,2
29,24,C29024,58,41,3,37,3,0
29,25,C29025,172,8,38,14,6,3
29,26,C29026,120,8,40,22,4,1
29,27,C29027,92,2,36,12,7,3
29,28,C29028,197,4,50,22,8,3
29,29,C29029,154,6,71,29,7,5
29,30,C29030,74,27,0,48,0,0
29,31,C29031,105,2,48,14,9,4
29,32,C29032,75,32,3,67,1,0
29,33,C29033,129,8,49,17,5,1
29,34,C29034,83,11,31,31,4,1
29,35,C29035,129,4,43,14,6,2
29,36,C29036,192,4,63,22,9,6
29,37,C29037,149,4,39,13,6,4
29,38,C29038,143,5,45,13,8,0
29,39,C29039,66,24,7,77,1,0
29,40,C29040,174,12,59,20,9,9
29,41,C29041,166,6,43,14,7,2
29,42,C29042,151,12,61,17,5,5
29,43,C29043,184,2,54,18,10,3
29,44,C29044,116,10,43,28,3,3
29,45,C29045,103,13,44,20,10,2
29,46,C29046,134,5,42,16,10,1
29,47,C29047,182,20,47,29,8,4
29,48,C29048,141,3,36,19,4,8
29,49,C29049,216,5,55,27,6,2
30,1,C30001,92,34,1,68,1,0
30,2,C30002,81,19,3,38,0,1
30,3,C30003,133,35,2,66,0,2
30,4,C30004,63,49,2,38,0,0
30,5,C30005,26,38,2,26,0,0
30,6,C30006,66,22,12,49,4,1
30,7,C30007,65,35,2,57,1,0
30,8,C30008,92,40,3,65,1,1
30,9,C30009,105,25,2,78,1,0
30,10,C30010,57,42,3,56,0,1
30,11,C30011,56,16,3,32,0,0
30,12,C30012,58,27,2,42,2,0
30,13,C30013,80,44,0,66,2,1
30,14,C30014,32,10,0,13,0,1
30,15,C30015,129,24,1,72,0,0
30,16,C30016,97,44,1,82,0,0
30,17,C30017,43,32,2,41,2,0
30,18,C30018,79,27,3,45,1,2
30,19,C30019,49,28,3,30,3,0
30,20,C30020,38,52,1,30,0,0
30,21,C30021,62,61,2,49,0,1
30,22,C30022,39,82,4,66,1,0
30,23,C30023,45,56,2,40,2,0
30,24,C30024,51,56,3,27,0,0
30,25,C30025,51,21,1,48,1,1
30,26,C30026,35,32,1,35,2,1
30,27,C30027,89,86,9,64,4,1
30,28,C30028,72,26,1,53,0,0
30,29,C30029,32,31,1,31,0,0
30,30,C30030,120,26,3,73,2,3
30,31,C30031,43,49,1,25,2,0
30,32,C30032,33,29,0,9,0,0
30,33,C30033,59,50,7,27,2,0
30,34,C30034,77,49,3,64,1,0
30,35,C30035,54,40,1,72,1,0
30,36,C30036,69,47,2,49,0,0
30,37,C30037,64,32,1,49,0,0
30,38,C30038,120,27,1,71,1,3
30,39,C30039,71,29,1,61,2,0
30,40,C30040,60,35,1,71,1,0
30,41,C30041,35,63,1,36,0,0
31,1,C31001,27,19,1,34,0,0
31,2,C31002,38,21,0,43,0,2
31,3,C31003,46,32,1,76,1,0
31,4,C31004,53,28,1,42,1,0
31,5,C31005,77,46,1,68,0,0
31,6,C31006,45,31,2,48,0,0
31,7,C31007,43,40,3,38,1,0
31,8,C31008,47,25,0,44,0,0
31,9,C31009,63,25,1,37,2,0
31,10,C31010,18,23,0,34,0,0
31,11,C31011,72,33,5,45,1,0
31,12,C31012,53,38,8,32,1,0
31,13,C31013,45,45,2,41,1,0
31,14,C31014,39,39,4,46,2,1
31,15,C31015,41,16,1,19,1,0
31,16,C31016,58,21,0,51,0,0
31,17,C31017,43,35,3,35,1,0
31,18,C31018,37,35,0,50,1,0
31,19,C31019,51,26,1,43,1,0
31,20,C31020,33,26,5,28,2,0
31,21,C31021,49,61,3,45,0,0
31,22,C31022,43,23,0,23,0,1
31,23,C31023,30,29,1,34,0,0
31,24,C31024,34,41,2,48,0,0
31,25,C31025,39,41,1,44,0,1
31,26,C31026,51,17,3,31,1,0
31,27,C31027,30,39,0,33,0,0
31,28,C31028,66,42,2,37,0,0
31,29,C31029,63,28,1,50,0,0
31,30,C31030,64,41,0,62,0,0
31,31,C31031,69,58,4,70,0,0
31,32,C31032,88,34,2,53,1,1
31,33,C31033,79,42,2,45,0,0
31,34,C31034,31,32,0,45,0,0
31,35,C31035,37,19,0,36,0,0
31,36,C31036,51,55,1,64,1,0
31,37,C31037,29,28,1,54,0,0
31,38,C31038,41,15,3,34,0,0
31,39,C31039,24,26,0,33,0,0
31,40,C31040,35,32,1,21,0,0
31,41,C31041,72,24,0,40,0,1
31,42,C31042,50,54,2,60,2,0
31,43,C31043,68,42,0,70,4,0
31,44,C31044,33,35,0,46,0,0
31,45,C31045,47,28,1,54,1,0
31,46,C31046,40,25,1,53,0,1
31,47,C31047,66,33,0,42,0,1
31,48,C31048,52,25,1,35,1,0
31,49,C31049,27,30,0,17,0,1
31,50,C31050,75,39,0,63,0,0
31,51,C31051,34,27,1,36,0,0
32,1,C32001,156,80,7,49,1,0
32,2,C32002,172,35,7,63,2,5
32,3,C32003,148,34,6,29,3,1
32,4,C32004,223,34,2,67,1,0
32,5,C32005,147,34,0,39,0,0
32,6,C32006,143,62,3,78,4,1
32,7,C32007,156,29,0,35,0,0
32,8,C32008,277,30,3,74,1,0
32,9,C32009,289,50,5,79,0,0
32,10,C32010,178,31,8,58,0,1
32,11,C32011,123,43,4,34,0,0
32,12,C32012,100,40,7,28,0,1
32,13,C32013,105,4,3,28,0,2
32,14,C32014,141,38,3,64,0,2
32,15,C32015,135,15,2,49,0,0
32,16,C32016,140,48,1,55,1,1
32,17,C32017,179,70,2,50,0,1
32,18,C32018,143,12,0,39,1,3
32,19,C32019,179,30,1,86,2,3
32,20,C32020,181,27,1,55,0,2
32,21,C32021,159,17,0,48,2,0
32,22,C32022,247,27,1,55,1,1
32,23,C32023,227,24,5,34,4,1
32,24,C32024,233,20,2,69,1,0
32,25,C32025,156,17,2,48,0,0
32,26,C32026,135,54,2,47,3,2
32,27,C32027,220,19,0,51,0,0
32,28,C32028,116,27,1,49,2,2
32,29,C32029,166,28,5,39,2,0
32,30,C32030,204,26,4,88,2,1
32,31,C32031,224,37,2,54,0,0
32,32,C32032,192,17,0,71,0,0
32,33,C32033,118,24,3,39,3,1
32,34,C32034,172,42,6,58,2,0
32,35,C32035,202,24,1,76,2,2
32,36,C32036,225,36,2,50,1,1
32,37,C32037,187,21,7,27,2,0
32,38,C32038,207,30,1,55,2,0
32,39,C32039,245,20,3,54,0,0
32,40,C32040,235,20,5,56,0,0
32,41,C32041,228,23,3,74,1,1
32,42,C32042,211,35,3,93,0,2
32,43,C32043,235,16,2,47,0,1
32,44,C32044,123,24,13,32,0,2
32,45,C32045,180,26,2,71,1,0
32,46,C32046,67,18,2,35,2,0
32,47,C32047,216,12,5,61,3,0
32,48,C32048,280,23,14,78,1,4
32,49,C32049,100,8,0,26,2,0
32,50,C32050,234,35,0,66,3,0
32,51,C32051,225,24,5,48,2,1
32,52,C32052,126,21,0,26,1,1
33,1,C33001,147,68,5,75,1,1
33,2,C33002,179,46,2,80,2,0
33,3,C33003,142,69,4,61,1,2
33,4,C33004,159,89,5,85,2,0
33,5,C33005,157,45,7,48,1,0
33,6,C33006,176,47,5,84,1,2
33,7,C33007,249,79,3,65,1,0
33,8,C33008,146,76,0,43,1,1
33,9,C33009,182,45,4,81,1,0
33,10,C33010,231,42,8,82,4,2
33,11,C33011,177,51,3,67,2,2
33,12,C33012,188,52,1,85,1,3
33,13,C33013,128,77,3,89,0,1
33,14,C33014,116,55,5,47,1,1
33,15,C33015,166,63,5,78,5,1
33,16,C33016,113,48,5,56,1,1
33,17,C33017,199,51,5,84,2,0
33,18,C33018,60,15,1,18,0,0
33,19,C33019,142,58,6,64,2,1
33,20,C33020,160,76,5,51,0,3
33,21,C33021,180,59,2,83,0,0
33,22,C33022,189,64,0,84,0,0
33,23,C33023,177,70,3,72,2,1
33,24,C33024,228,73,4,63,3,1
33,25,C33025,217,67,9,80,4,4
33,26,C33026,154,65,5,58,6,2
33,27,C33027,138,64,6,58,0,0
34,1,C34001,205,14,75,40,23,6
34,2,C34002,178,4,71,19,10,7
34,3,C34003,166,4,44,36,13,9
34,4,C34004,163,9,90,20,7,2
34,5,C34005,146,7,36,26,11,3
34,6,C34006,106,4,37,9,6,2
34,7,C34007,196,9,80,33,7,3
34,8,C34008,159,9,66,17,14,12
34,9,C34009,99,3,46,15,7,4
34,10,C34010,162,1,59,25,7,6
34,11,C34011,94,2,34,9,5,3
34,12,C34012,201,7,69,26,14,5
34,13,C34013,175,11,62,25,6,7
34,14,C34014,93,4,50,16,13,2
34,15,C34015,108,2,49,7,10,4
34,16,C34016,93,4,47,15,1,8
34,17,C34017,129,4,62,22,10,8
34,18,C34018,96,1,31,19,6,1
34,19,C34019,33,3,9,13,3,3
34,20,C34020,237,14,89,38,14,8
34,21,C34021,155,12,63,21,10,4
34,22,C34022,185,6,87,26,12,7
34,23,C34023,145,4,40,28,10,1
34,24,C34024,134,5,48,26,6,4
34,25,C34025,186,3,67,13,9,6
34,26,C34026,73,3,43,11,4,2
34,27,C34027,119,1,55,15,7,5
34,28,C34028,92,3,37,6,9,6
34,29,C34029,151,8,63,15,9,6
34,30,C34030,164,9,86,33,10,17
34,31,C34031,83,4,16,8,7,6
34,32,C34032,99,6,30,16,8,8
34,33,C34033,70,3,27,16,5,0
34,34,C34034,187,15,68,33,15,5
34,35,C34035,185,6,62,25,10,4
34,36,C34036,192,3,51,25,14,7
34,37,C34037,133,5,53,16,13,6
34,38,C34038,108,7,44,10,11,1
34,39,C34039,96,3,54,13,4,0
34,40,C34040,146,8,58,20,5,7
34,41,C34041,73,2,37,17,13,3
34,42,C34042,194,5,71,25,10,11
34,43,C34043,214,12,92,28,15,8
34,44,C34044,172,13,75,32,4,4
34,45,C34045,163,6,50,12,17,10
34,46,C34046,159,6,39,18,9,6
34,47,C34047,80,3,42,16,2,3
34,48,C34048,202,5,62,38,7,10
34,49,C34049,222,4,83,34,12,8
34,50,C34050,136,3,54,38,10,1
34,51,C34051,223,11,93,65,17,7
34,52,C34052,118,4,46,14,6,4
34,53,C34053,66,2,23,12,11,2
34,54,C34054,111,2,45,13,10,2
34,55,C34055,169,10,66,13,8,1
34,56,C34056,74,1,37,12,3,1
34,57,C34057,132,5,44,15,7,4
34,58,C34058,181,5,48,25,7,3
34,59,C34059,151,5,53,16,14,4
34,60,C34060,170,6,40,30,10,3
34,61,C34061,114,7,58,17,5,8
35,1,C35001,121,97,5,82,0,1
35,2,C35002,86,100,2,64,0,0
35,3,C35003,77,79,8,48,2,1
35,4,C35004,141,52,6,76,3,1
35,5,C35005,87,113,4,49,2,0
35,6,C35006,108,63,3,87,0,4
35,7,C35007,147,108,2,64,0,1
35,8,C35008,134,60,2,45,1,1
35,9,C35009,115,63,5,41,1,1
35,10,C35010,116,98,1,57,1,2
35,11,C35011,119,59,5,73,4,0
35,12,C35012,172,92,1,44,0,3
35,13,C35013,35,14,1,30,1,0
35,14,C35014,110,104,10,47,3,0
35,15,C35015,107,86,1,64,4,0
35,16,C35016,147,74,2,53,2,1
35,17,C35017,131,101,5,52,2,0
35,18,C35018,110,105,4,92,1,0
35,19,C35019,122,109,4,49,1,0
35,20,C35020,93,61,6,59,2,1
35,21,C35021,108,96,3,63,2,1
35,22,C35022,48,16,0,32,1,2
35,23,C35023,58,55,2,35,0,0
35,24,C35024,84,38,0,39,0,0
35,25,C35025,155,75,7,46,3,1
35,26,C35026,148,50,1,109,1,1
35,27,C35027,156,88,8,63,1,0
35,28,C35028,152,101,9,44,3,0
35,29,C35029,169,77,2,68,1,1
35,30,C35030,145,131,4,70,2,1
35,31,C35031,63,49,5,22,0,0
35,32,C35032,43,75,3,38,2,1
35,33,C35033,112,46,0,81,2,3
35,34,C35034,105,109,3,65,1,0
35,35,C35035,90,78,4,56,1,0
35,36,C35036,71,75,1,28,1,0
36,1,C36001,110,28,0,68,1,1
36,2,C36002,88,29,13,78,2,3
36,3,C36003,247,42,39,64,2,4
36,4,C36004,79,42,6,46,1,1
36,5,C36005,123,6,0,88,0,1
36,6,C36006,132,24,1,79,3,2
36,7,C36007,111,18,4,81,0,2
36,8,C36008,126,28,2,102,2,1
36,9,C36009,126,19,4,103,0,2
36,10,C36010,99,14,0,75,1,0
36,11,C36011,139,21,3,197,2,2
36,12,C36012,111,14,0,83,0,0
36,13,C36013,212,35,4,131,2,1
36,14,C36014,149,35,1,107,4,0
36,15,C36015,123,30,4,88,1,0
36,16,C36016,213,33,20,115,1,0
36,17,C36017,114,17,2,132,0,1
36,18,C36018,134,12,3,186,0,1
36,19,C36019,116,47,2,95,2,0
36,20,C36020,186,37,4,109,2,3
36,21,C36021,214,42,4,178,1,2
36,22,C36022,178,42,12,136,2,2
36,23,C36023,68,12,16,18,2,0
36,24,C36024,152,18,29,44,6,4
36,25,C36025,113,23,1,72,0,0
36,26,C36026,144,28,1,83,2,2
36,27,C36027,71,10,0,68,1,0
36,28,C36028,125,36,4,79,0,0
36,29,C36029,114,17,1,104,1,0
36,30,C36030,151,28,4,167,0,0
36,31,C36031,182,12,1,102,1,0
36,32,C36032,118,20,2,125,1,0
36,33,C36033,111,15,13,51,3,2
36,34,C36034,83,13,1,111,0,2
36,35,C36035,145,21,2,111,2,0
36,36,C36036,114,39,2,69,0,0
36,37,C36037,130,20,1,96,2,1
36,38,C36038,76,21,0,69,1,0
36,39,C36039,111,23,3,114,0,2
36,40,C36040,151,23,4,154,0,1
36,41,C36041,119,28,0,78,1,0
36,42,C36042,112,14,3,91,2,0
36,43,C36043,130,22,0,71,0,1
36,44,C36044,145,28,35,65,5,2
36,45,C36045,131,24,7,87,0,2
36,46,C36046,109,12,1,103,1,0
36,47,C36047,108,7,2,86,0,2
36,48,C36048,99,19,3,112,1,0
36,49,C36049,176,24,3,166,0,0
36,50,C36050,115,27,2,76,1,1
36,51,C36051,103,32,8,88,2,0
36,52,C36052,117,45,6,85,1,0
36,53,C36053,94,27,2,44,1,0
36,54,C36054,183,29,44,61,7,4
36,55,C36055,169,34,13,128,4,7
37,1,C37001,38,37,7,74,1,0
37,2,C37002,117,15,28,36,4,3
37,3,C37003,77,18,13,20,0,0
37,4,C37004,146,13,52,12,4,2
37,5,C37005,168,3,52,29,9,4
37,6,C37006,189,8,49,21,10,5
37,7,C37007,167,7,46,27,10,3
37,8,C37008,94,22,25,24,6,2
37,9,C37009,122,4,47,12,6,2
37,10,C37010,122,20,43,24,6,4
37,11,C37011,34,29,3,43,1,0
37,12,C37012,81,15,26,23,0,3
37,13,C37013,122,14,30,26,7,1
37,14,C37014,184,4,73,19,5,2
37,15,C37015,135,6,33,17,6,2
37,16,C37016,146,14,55,33,4,2
37,17,C37017,134,2,34,13,11,1
37,18,C37018,146,8,62,15,6,0
37,19,C37019,55,47,10,46,0,1
37,20,C37020,139,5,34,10,3,3
37,21,C37021,134,3,44,18,10,3
37,22,C37022,91,6,21,13,5,4
37,23,C37023,113,2,37,15,3,0
37,24,C37024,136,2,43,15,10,3
37,25,C37025,143,3,60,24,12,2
37,26,C37026,176,7,52,22,7,5
37,27,C37027,161,4,53,13,4,2
37,28,C37028,130,7,50,17,9,2
37,29,C37029,128,21,45,21,4,3
37,30,C37030,81,12,23,15,5,1
37,31,C37031,132,6,60,25,7,2
37,32,C37032,148,9,48,24,4,5
37,33,C37033,121,10,29,13,4,1
37,34,C37034,143,8,44,23,5,1
37,35,C37035,157,1,48,18,4,4
37,36,C37036,131,8,36,13,7,2
37,37,C37037,126,5,44,14,7,6
37,38,C37038,133,12,46,25,7,2
37,39,C37039,76,52,8,61,2,0
37,40,C37040,144,6,53,14,7,4
37,41,C37041,160,9,50,22,9,7
37,42,C37042,74,31,8,38,0,1
37,43,C37043,129,7,24,14,3,0
38,1,C38001,145,43,1,100,0,3
38,2,C38002,108,21,0,60,1,1
38,3,C38003,123,15,2,64,1,0
38,4,C38004,84,12,2,43,0,0
38,5,C38005,249,52,2,115,3,8
38,6,C38006,108,46,0,76,1,2
38,7,C38007,187,31,3,66,2,2
38,8,C38008,77,16,2,80,0,1
38,9,C38009,156,43,2,67,1,0
38,10,C38010,173,49,1,79,2,1
38,11,C38011,104,15,3,78,1,2
38,12,C38012,143,15,0,83,0,0
38,13,C38013,130,14,0,85,1,0
38,14,C38014,113,15,3,80,0,1
38,15,C38015,82,11,0,71,0,0
38,16,C38016,123,38,1,70,1,1
38,17,C38017,97,32,1,64,2,0
38,18,C38018,146,21,4,86,1,3
38,19,C38019,180,17,4,100,3,1
38,20,C38020,203,35,2,94,2,0
38,21,C38021,137,15,1,90,3,2
38,22,C38022,135,24,2,85,1,2
38,23,C38023,91,19,2,73,3,2
38,24,C38024,73,25,3,46,3,2
38,25,C38025,98,42,1,78,0,1
38,26,C38026,91,8,7,82,1,0
38,27,C38027,79,18,2,61,0,1
38,28,C38028,101,19,0,70,1,0
38,29,C38029,103,19,2,74,0,0
38,30,C38030,107,11,0,78,0,0
38,31,C38031,126,47,1,99,0,0
38,32,C38032,163,18,1,123,0,2
38,33,C38033,121,29,1,75,2,0
38,34,C38034,70,40,2,65,1,0
38,35,C38035,128,57,2,87,8,1
38,36,C38036,112,36,2,80,1,1
38,37,C38037,124,34,0,83,1,0
38,38,C38038,144,27,4,106,1,1
38,39,C38039,126,24,1,65,1,0
38,40,C38040,101,18,2,57,0,0
38,41,C38041,217,45,4,97,3,0
38,42,C38042,151,19,0,114,4,1
38,43,C38043,131,30,1,100,0,1
38,44,C38044,142,24,1,81,1,0
38,45,C38045,183,21,0,86,0,0
38,46,C38046,105,14,5,83,0,0
38,47,C38047,128,28,3,88,0,0
38,48,C38048,122,28,4,77,0,2
38,49,C38049,139,18,1,79,2,0
38,50,C38050,126,26,2,95,1,2
38,51,C38051,91,17,1,64,0,0
38,52,C38052,136,28,0,62,1,0
38,53,C38053,38,12,1,11,0,0
39,1,C39001,141,19,1,105,1,1
39,2,C39002,340,13,1,70,1,1
39,3,C39003,146,13,3,101,2,1
39,4,C39004,115,21,0,76,2,1
39,5,C39005,101,19,1,72,0,2
39,6,C39006,140,24,3,111,0,0
39,7,C39007,125,23,2,47,0,0
39,8,C39008,141,38,0,98,0,0
39,9,C39009,192,31,3,85,0,2
39,10,C39010,132,24,1,40,1,0
39,11,C39011,179,20,5,79,0,2
39,12,C39012,101,37,6,51,2,1
39,13,C39013,79,22,1,32,0,1
39,14,C39014,125,44,8,58,4,1
39,15,C39015,132,19,1,86,0,0
39,16,C39016,99,23,2,47,1,0
39,17,C39017,123,15,3,35,0,2
39,18,C39018,151,39,4,80,0,3
39,19,C39019,96,25,3,47,0,0
39,20,C39020,129,25,2,97,0,0
39,21,C39021,90,31,0,56,1,0
39,22,C39022,176,22,6,52,2,0
39,23,C39023,102,13,0,37,0,0
39,24,C39024,114,36,3,65,2,0
39,25,C39025,147,35,2,71,3,0
39,26,C39026,141,15,1,87,2,1
39,27,C39027,153,38,7,59,1,0
39,28,C39028,142,54,2,82,1,1
39,29,C39029,162,35,10,59,0,0
39,30,C39030,82,24,6,30,1,0
39,31,C39031,102,15,5,64,0,0
39,32,C39032,118,20,3,34,0,1
39,33,C39033,190,33,2,61,3,3
39,34,C39034,172,30,5,75,3,1
39,35,C39035,181,40,2,63,0,2
39,36,C39036,127,23,4,48,1,2
39,37,C39037,218,29,0,112,3,3
39,38,C39038,164,21,1,83,1,0
39,39,C39039,62,10,0,41,1,0
39,40,C39040,105,9,2,52,0,0
39,41,C39041,64,4,2,29,0,0
39,42,C39042,122,19,1,83,0,0
39,43,C39043,133,32,5,48,2,0
39,44,C39044,169,59,4,74,3,3
39,45,C39045,83,25,4,37,2,1
39,46,C39046,101,31,8,61,0,3
39,47,C39047,90,21,2,61,0,0
40,1,C40001,103,19,2,34,2,1
40,2,C40002,86,15,1,36,2,4
40,3,C40003,144,59,4,36,4,2
40,4,C40004,122,68,3,37,1,0
40,5,C40005,144,41,2,56,4,2
40,6,C40006,132,58,2,41,1,1
40,7,C40007,132,50,3,29,1,0
40,8,C40008,39,9,0,14,0,0
40,9,C40009,146,20,11,48,1,2
40,10,C40010,185,30,1,47,4,6
40,11,C40011,112,34,3,27,2,2
40,12,C40012,98,40,3,29,1,0
40,13,C40013,169,68,8,40,0,2
40,14,C40014,156,20,0,66,1,0
40,15,C40015,163,24,3,34,2,1
40,16,C40016,167,22,10,56,3,0
40,17,C40017,74,11,0,25,1,1
40,18,C40018,126,33,18,38,3,0
40,19,C40019,126,19,5,66,1,0
40,20,C40020,118,36,2,50,0,2
40,21,C40021,136,26,2,46,2,0
40,22,C40022,108,18,1,24,1,0
40,23,C40023,209,52,0,44,1,1
40,24,C40024,92,11,3,37,0,0
40,25,C40025,105,22,5,42,0,0
40,26,C40026,140,79,2,30,1,1
40,27,C40027,108,29,7,40,1,0
40,28,C40028,153,44,9,52,2,3
40,29,C40029,165,31,4,66,1,0
40,30,C40030,204,23,1,54,0,0
40,31,C40031,126,19,0,47,2,0
40,32,C40032,81,14,3,36,0,1
40,33,C40033,154,52,5,46,2,1
40,34,C40034,108,15,3,30,0,0
40,35,C40035,147,33,7,59,2,0
40,36,C40036,160,26,0,76,0,0
40,37,C40037,110,27,8,35,1,0
40,38,C40038,79,12,0,25,0,0
40,39,C40039,109,26,6,38,2,0
40,40,C40040,107,15,1,38,1,0
40,41,C40041,211,76,1,59,1,0
40,42,C40042,180,58,4,39,1,5
40,43,C40043,151,46,5,51,1,2
40,44,C40044,105,17,2,25,1,0
40,45,C40045,222,71,21,74,4,0
40,46,C40046,211,43,5,64,3,0
40,47,C40047,128,57,4,33,5,1
40,48,C40048,83,25,3,44,1,0
40,49,C40049,84,21,2,27,1,0
41,1,C41001,152,24,2,206,4,0
41,2,C41002,187,25,3,227,0,0
41,3,C41003,163,30,4,149,1,3
41,4,C41004,161,30,5,212,0,1
41,5,C41005,185,37,3,205,2,1
41,6,C41006,184,17,1,141,1,5
41,7,C41007,199,28,2,229,3,0
41,8,C41008,161,23,0,216,0,0
41,9,C41009,167,32,4,183,3,2
41,10,C41010,118,28,0,172,0,2
41,11,C41011,152,32,3,247,1,1
41,12,C41012,182,25,0,121,0,0
41,13,C41013,86,16,4,114,5,0
41,14,C41014,212,25,3,143,1,1
41,15,C41015,169,23,2,224,0,1
41,16,C41016,143,35,4,217,2,0
41,17,C41017,183,23,7,206,1,0
41,18,C41018,157,14,5,173,6,2
41,19,C41019,200,23,2,183,0,2
41,20,C41020,211,27,5,154,3,2
41,21,C41021,143,30,3,219,0,1
41,22,C41022,125,20,0,163,0,0
41,23,C41023,150,19,1,146,1,0
41,24,C41024,154,26,2,191,0,0
41,25,C41025,66,3,2,56,0,3
41,26,C41026,59,7,2,88,1,1
41,27,C41027,50,7,4,49,0,2
41,28,C41028,157,15,9,88,4,0
41,29,C41029,92,10,4,57,1,0
41,30,C41030,167,34,0,229,1,0
41,31,C41031,156,23,2,232,0,0
41,32,C41032,97,5,1,166,0,0
41,33,C41033,106,15,0,161,1,0
41,34,C41034,126,13,3,168,1,0
41,35,C41035,170,31,1,224,0,2
41,36,C41036,176,37,0,204,1,0
41,37,C41037,153,20,3,246,1,3
41,38,C41038,161,45,1,175,3,3
