JOINID,PER_WHITE,PER_BLACK,PER_HISP,PER_ASIAN,PER_OT,MG_VOTES,MG_E,MG_WIL,MG_F,MG_G,MG_WAL,MRO_VOTES,MRO_E,MRO_G,DPP_VOTES,DPP_C,DPP_S,Maj Cand?,Plu Cand?,RO Winner?,Change?,GE 2nd Place?
C27029,0.016431925,0.690923317,0.279342724,8.45E-11,0.013302034,150,0.273333333,0.266666667,0.033333333,0.373333333,0.053333333,180,0.411111111,0.588888889,297,0.606060606,0.393939394,None,Chuy,Chuy,No,Rahm
C28011,0.189676883,0.443138901,0.262274439,0.083088543,0.021821234,261,0.329501916,0.107279693,0.14559387,0.394636015,0.022988506,361,0.434903047,0.565096953,592,0.447635135,0.552364865,None,Chuy,Chuy,No,Rahm
C28019,0.28145385,0.175209676,0.323392422,0.1798695,0.040074552,163,0.282208589,0.061349693,0.165644172,0.490797546,0,212,0.386792453,0.613207547,299,0.397993311,0.602006689,None,Chuy,Chuy,No,Rahm
C28046,0.30597015,0.169154229,0.25373135,0.249170804,0.021973467,281,0.320284698,0.060498221,0.185053381,0.412811388,0.021352313,404,0.423267327,0.576732673,515,0.429126214,0.570873786,None,Chuy,Chuy,No,Rahm
C30001,0.32917847,0.028328609,0.596033995,0.031728047,0.014730879,190,0.373684211,0.021052632,0.126315789,0.463157895,0.015789474,283,0.4204947,0.5795053,363,0.446280992,0.553719008,None,Chuy,Chuy,No,Rahm
C30008,0.357798167,0.021215598,0.57339449,0.03325688,0.014334865,207,0.415458937,0.024154589,0.06763285,0.492753623,0,312,0.471153846,0.528846154,382,0.358638743,0.641361257,None,Chuy,Chuy,No,Rahm
C30012,0.214654279,0.016511868,0.716718272,0.03973168,0.012383901,152,0.401315789,0.032894737,0.098684211,0.453947368,0.013157895,234,0.405982906,0.594017094,296,0.439189189,0.560810811,None,Chuy,Chuy,No,Rahm
C30014,0.115405267,0.01663983,0.843800313,0.017176598,0.006977993,108,0.435185185,0.064814815,0.027777778,0.462962963,0.009259259,172,0.36627907,0.63372093,247,0.48582996,0.51417004,None,Chuy,Chuy,No,Rahm
C30016,0.197333339,0.013333334,0.710222227,0.053333326,0.025777775,85,0.352941176,0.082352941,0.082352941,0.482352941,0,140,0.4,0.6,173,0.549132948,0.450867052,None,Chuy,Chuy,No,Rahm
C30021,0.462802786,0.01038062,0.453287187,0.058823525,0.014705882,177,0.384180791,0.033898305,0.09039548,0.480225989,0.011299435,240,0.441666667,0.558333333,232,0.49137931,0.50862069,None,Chuy,Chuy,No,Rahm
C30028,0.398663693,0.027468449,0.524127697,0.031922789,0.017817372,205,0.453658537,0.009756098,0.043902439,0.482926829,0.009756098,280,0.471428571,0.528571429,349,0.446991404,0.553008596,None,Chuy,Chuy,No,Rahm
C30031,0.31171547,0.011506275,0.5491632,0.114016728,0.013598327,138,0.405797101,0.028985507,0.057971014,0.485507246,0.02173913,191,0.45026178,0.54973822,210,0.4,0.6,None,Chuy,Chuy,No,Rahm
C30032,0.4128079,0.028571425,0.438423639,0.10541871,0.014778327,136,0.382352941,0.014705882,0.110294118,0.477941176,0.014705882,190,0.421052632,0.578947368,257,0.404669261,0.595330739,None,Chuy,Chuy,No,Rahm
C31002,0.136436604,0.036115565,0.81380417,0.009630818,0.004012843,138,0.442028986,0.014492754,0.050724638,0.492753623,0,175,0.337142857,0.662857143,220,0.490909091,0.509090909,None,Chuy,Chuy,No,Rahm
C31017,0.215669772,0.028643634,0.727042955,0.02190396,0.006739679,165,0.4,0.036363636,0.103030303,0.454545455,0.006060606,221,0.461538462,0.538461538,198,0.51010101,0.48989899,None,Chuy,Chuy,No,Rahm
C31018,0.104632587,0.026357826,0.84345048,0.01597444,0.009584667,159,0.452830189,0.025157233,0.025157233,0.48427673,0.012578616,203,0.413793103,0.586206897,216,0.444444444,0.555555556,None,Chuy,Chuy,No,Rahm
C31019,0.25203251,0.010840108,0.682926842,0.052393855,0.001806685,130,0.446153846,0.023076923,0.061538462,0.469230769,0,188,0.45212766,0.54787234,197,0.532994924,0.467005076,None,Chuy,Chuy,No,Rahm
C31021,0.094265511,0.017282012,0.866457193,0.014139825,0.007855459,140,0.414285714,0.014285714,0.057142857,0.492857143,0.021428571,187,0.411764706,0.588235294,244,0.56557377,0.43442623,None,Chuy,Chuy,No,Rahm
C31025,0.307299266,0.006569344,0.674452552,0.008029202,0.003649636,118,0.389830508,0.025423729,0.06779661,0.5,0.016949153,187,0.342245989,0.657754011,208,0.466346154,0.533653846,None,Chuy,Chuy,No,Rahm
C31026,0.161152606,0.012806838,0.790821767,0.025613667,0.009605122,174,0.459770115,0.022988506,0.022988506,0.477011494,0.017241379,230,0.42173913,0.57826087,257,0.463035019,0.536964981,None,Chuy,Chuy,No,Rahm
C31028,0.141935479,0.028387101,0.814193547,0.002580646,0.012903228,116,0.431034483,0.025862069,0.051724138,0.482758621,0.00862069,178,0.348314607,0.651685393,222,0.427927928,0.572072072,None,Chuy,Chuy,No,Rahm
C31030,0.126984124,0.016594516,0.825396829,0.020923521,0.01010101,93,0.462365591,0.010752688,0,0.494623656,0.032258065,168,0.380952381,0.619047619,176,0.482954545,0.517045455,None,Chuy,Chuy,No,Rahm
C31034,0.342557966,0.020942409,0.593118927,0.024682123,0.018698575,134,0.417910448,0.074626866,0.082089552,0.425373134,0,204,0.446078431,0.553921569,220,0.359090909,0.640909091,None,Chuy,Chuy,No,Rahm
C31036,0.244107744,0.012626263,0.701178452,0.033670032,0.008417509,175,0.417142857,0.011428571,0.097142857,0.468571429,0.005714286,245,0.412244898,0.587755102,232,0.487068966,0.512931034,None,Chuy,Chuy,No,Rahm
C33002,0.267761051,0.042249734,0.488966615,0.172497304,0.028525295,346,0.398843931,0.049132948,0.043352601,0.485549133,0.023121387,416,0.413461538,0.586538462,545,0.431192661,0.568807339,None,Chuy,Chuy,No,Rahm
C33006,0.250735732,0.016480283,0.625073567,0.082989994,0.024720423,240,0.420833333,0.016666667,0.066666667,0.483333333,0.0125,300,0.433333333,0.566666667,425,0.48,0.52,None,Chuy,Chuy,No,Rahm
C33007,0.204402507,0.04716981,0.519916148,0.20440252,0.024109015,304,0.427631579,0.042763158,0.069078947,0.4375,0.023026316,349,0.495702006,0.504297994,455,0.421978022,0.578021978,None,Chuy,Chuy,No,Rahm
C33016,0.328924166,0.02557319,0.534832444,0.087301592,0.023368608,413,0.443099274,0.046004843,0.053268765,0.445520581,0.012106538,487,0.478439425,0.521560575,595,0.438655462,0.561344538,None,Chuy,Chuy,No,Rahm
C33017,0.321091809,0.031265513,0.546401979,0.082382137,0.018858563,318,0.389937107,0.034591195,0.066037736,0.493710692,0.01572327,395,0.407594937,0.592405063,482,0.400414938,0.599585062,None,Chuy,Chuy,No,Rahm
C33019,0.385964906,0.035087718,0.521476112,0.0369026,0.020568663,244,0.385245902,0.040983607,0.06557377,0.479508197,0.028688525,301,0.431893688,0.568106312,447,0.389261745,0.610738255,None,Chuy,Chuy,No,Rahm
C33020,0.274225173,0.018438607,0.592389177,0.092977642,0.021969401,318,0.393081761,0.040880503,0.078616352,0.481132075,0.006289308,377,0.405835544,0.594164456,517,0.400386847,0.599613153,None,Chuy,Chuy,No,Rahm
C33021,0.341176471,0.018414323,0.560102302,0.052173911,0.028132992,291,0.408934708,0.027491409,0.051546392,0.498281787,0.013745704,351,0.43019943,0.56980057,445,0.382022472,0.617977528,None,Chuy,Chuy,No,Rahm
C33023,0.459283344,0.044299676,0.413029354,0.050814334,0.032573292,316,0.373417722,0.044303797,0.069620253,0.487341772,0.025316456,355,0.492957746,0.507042254,448,0.417410714,0.582589286,None,Chuy,Chuy,No,Rahm
C33025,0.436828658,0.047570332,0.41687978,0.066496165,0.032225065,334,0.392215569,0.056886228,0.050898204,0.479041916,0.020958084,407,0.388206388,0.611793612,498,0.411646586,0.588353414,None,Chuy,Chuy,No,Rahm
C35022,0.228998837,0.070962792,0.605677036,0.069812046,0.02454929,223,0.443946188,0.013452915,0.071748879,0.470852018,0,292,0.421232877,0.578767123,414,0.376811594,0.623188406,None,Chuy,Chuy,No,Rahm
C35023,0.276308389,0.039392233,0.597073718,0.068092287,0.019133372,222,0.387387387,0.027027027,0.072072072,0.5,0.013513514,272,0.433823529,0.566176471,395,0.394936709,0.605063291,None,Chuy,Chuy,No,Rahm
C35026,0.314156428,0.027795742,0.597285059,0.040723984,0.020038787,184,0.380434783,0.032608696,0.108695652,0.467391304,0.010869565,235,0.4,0.6,313,0.380191693,0.619808307,None,Chuy,Chuy,No,Rahm
C35029,0.119231959,0.030040265,0.663363262,0.158872719,0.028491795,178,0.398876404,0.061797753,0.04494382,0.494382022,0,218,0.366972477,0.633027523,333,0.441441441,0.558558559,None,Chuy,Chuy,No,Rahm
C35031,0.323856605,0.030902352,0.552534001,0.06304079,0.029666253,241,0.373443983,0.024896266,0.095435685,0.493775934,0.012448133,321,0.433021807,0.566978193,399,0.345864662,0.654135338,None,Chuy,Chuy,No,Rahm
C36001,0.241899433,0.026815643,0.674860346,0.039106143,0.017318436,221,0.398190045,0.027149321,0.090497738,0.466063348,0.018099548,278,0.45323741,0.54676259,319,0.514106583,0.485893417,None,Chuy,Chuy,No,Rahm
C36003,0.181046681,0.089816122,0.695898159,0.021923622,0.011315416,205,0.4,0.068292683,0.092682927,0.429268293,0.009756098,289,0.352941176,0.647058824,284,0.528169014,0.471830986,None,Chuy,Chuy,No,Rahm
C36010,0.319137748,0.033123028,0.575709784,0.06098843,0.01104101,213,0.356807512,0.0657277,0.0657277,0.492957746,0.018779343,297,0.32996633,0.67003367,322,0.47826087,0.52173913,None,Chuy,Chuy,No,Rahm
C36014,0.497997335,0.006675567,0.43257677,0.044726298,0.01802403,242,0.396694215,0.02892562,0.144628099,0.425619835,0.004132231,300,0.483333333,0.516666667,287,0.432055749,0.567944251,None,Chuy,Chuy,No,Rahm
C36020,0.484144963,0.005662514,0.434314837,0.060588898,0.015288787,232,0.38362069,0.025862069,0.13362069,0.443965517,0.012931034,284,0.48943662,0.51056338,275,0.483636364,0.516363636,None,Chuy,Chuy,No,Rahm
C36021,0.07781457,0.043874173,0.865894039,0.006208609,0.006208609,158,0.392405063,0.044303797,0.063291139,0.481012658,0.018987342,230,0.326086957,0.673913043,324,0.466049383,0.533950617,None,Chuy,Chuy,No,Rahm
C36023,0.0464,0.036800001,0.884000002,0.021599998,0.011199999,160,0.39375,0.0875,0.0375,0.48125,0,243,0.300411523,0.699588477,304,0.473684211,0.526315789,None,Chuy,Chuy,No,Rahm
C36028,0.60806344,0.011235955,0.340383354,0.031064112,0.00925314,222,0.373873874,0.040540541,0.148648649,0.432432432,0.004504505,265,0.479245283,0.520754717,247,0.477732794,0.522267206,None,Chuy,Chuy,No,Rahm
C38037,0.591357075,0.0045489,0.327520865,0.051554209,0.025018952,282,0.414893617,0.024822695,0.109929078,0.446808511,0.003546099,325,0.48,0.52,294,0.452380952,0.547619048,None,Chuy,Chuy,No,Rahm
C39012,0.261930273,0.03434832,0.415273601,0.238096295,0.050351512,280,0.446428571,0.053571429,0.035714286,0.460714286,0.003571429,339,0.474926254,0.525073746,449,0.396436526,0.603563474,None,Chuy,Chuy,No,Rahm
C39022,0.341818178,0.045194809,0.275844154,0.305454542,0.031688317,172,0.372093023,0.058139535,0.093023256,0.476744186,0,229,0.414847162,0.585152838,276,0.373188406,0.626811594,None,Chuy,Chuy,No,Rahm
C39030,0.430036207,0.068757535,0.240048247,0.211700833,0.049457178,300,0.396666667,0.04,0.073333333,0.466666667,0.023333333,328,0.460365854,0.539634146,426,0.373239437,0.626760563,None,Chuy,Chuy,No,Rahm
C39035,0.450612849,0.040374913,0.207642398,0.248738266,0.052631574,288,0.381944444,0.048611111,0.0625,0.479166667,0.027777778,305,0.445901639,0.554098361,325,0.424615385,0.575384615,None,Chuy,Chuy,No,Rahm
C40037,0.28913553,0.125584113,0.40829437,0.152453274,0.024532713,252,0.432539683,0.051587302,0.05952381,0.452380952,0.003968254,324,0.478395062,0.521604938,397,0.493702771,0.506297229,None,Chuy,Chuy,No,Rahm
C45011,0.606016132,0.030814381,0.292002942,0.041819517,0.029347028,187,0.406417112,0.064171123,0.090909091,0.43315508,0.005347594,258,0.453488372,0.546511628,281,0.402135231,0.597864769,None,Chuy,Chuy,No,Rahm
C46022,0.46782599,0.301739222,0.094782611,0.111304347,0.024347829,235,0.429787234,0.068085106,0.034042553,0.468085106,0,289,0.397923875,0.602076125,308,0.376623377,0.623376623,None,Chuy,Chuy,No,Rahm
C48040,0.646258505,0.075963725,0.189342381,0.04988664,0.038548748,217,0.437788018,0.02764977,0.046082949,0.483870968,0.004608295,287,0.49825784,0.50174216,392,0.426020408,0.573979592,None,Chuy,Chuy,No,Rahm
C49003,0.27096775,0.164764277,0.484863506,0.060049625,0.019354841,316,0.401898734,0.056962025,0.034810127,0.487341772,0.018987342,361,0.465373961,0.534626039,456,0.460526316,0.539473684,None,Chuy,Chuy,No,Rahm
C49010,0.293740751,0.168063103,0.462296691,0.052735334,0.023164121,273,0.41025641,0.054945055,0.043956044,0.468864469,0.021978022,347,0.44092219,0.55907781,415,0.486746988,0.513253012,None,Chuy,Chuy,No,Rahm
C49011,0.314378182,0.27739251,0.297272303,0.076745259,0.034211746,313,0.396166134,0.044728435,0.060702875,0.476038339,0.022364217,380,0.460526316,0.539473684,523,0.420650096,0.579349904,None,Chuy,Chuy,No,Rahm
C49012,0.577989957,0.199181447,0.110959533,0.076398388,0.035470675,301,0.405315615,0.033222591,0.03654485,0.49833887,0.026578073,398,0.444723618,0.555276382,613,0.295269168,0.704730832,None,Chuy,Chuy,No,Rahm
C49013,0.334539836,0.217683543,0.386763171,0.033092042,0.027921407,315,0.40952381,0.041269841,0.050793651,0.492063492,0.006349206,405,0.479012346,0.520987654,514,0.476653696,0.523346304,None,Chuy,Chuy,No,Rahm
C49022,0.32921559,0.366893118,0.200741194,0.066090183,0.037059914,324,0.416666667,0.089506173,0.030864198,0.438271605,0.024691358,368,0.456521739,0.543478261,428,0.488317757,0.511682243,None,Chuy,Chuy,No,Rahm
C49028,0.314616032,0.166804284,0.419488027,0.072254334,0.026837323,296,0.415540541,0.030405405,0.057432432,0.483108108,0.013513514,338,0.440828402,0.559171598,589,0.387096774,0.612903226,None,Chuy,Chuy,No,Rahm
C49029,0.546495947,0.214959577,0.095013481,0.088274937,0.055256059,313,0.392971246,0.03514377,0.051118211,0.488817891,0.031948882,352,0.431818182,0.568181818,554,0.348375451,0.651624549,None,Chuy,Chuy,No,Rahm
C49033,0.287882204,0.264045478,0.352123393,0.052957453,0.042991471,226,0.407079646,0.079646018,0.039823009,0.469026549,0.004424779,280,0.446428571,0.553571429,396,0.46969697,0.53030303,None,Chuy,Chuy,No,Rahm
C50029,0.180930052,0.103165296,0.23642048,0.435717075,0.043767097,165,0.406060606,0.084848485,0.042424242,0.436363636,0.03030303,218,0.417431193,0.582568807,257,0.463035019,0.536964981,None,Chuy,Chuy,No,Rahm
C06027,7.09E-10,0.979710145,0.007729468,0,0.012560385,142,0.309859155,0.422535211,0.035211268,0.161971831,0.070422535,160,0.4625,0.5375,256,0.7265625,0.2734375,None,Wilson,Chuy,Yes,Rahm
C15024,0.000917432,0.979816512,0.006422022,0,0.012844034,143,0.27972028,0.356643357,0.034965035,0.230769231,0.097902098,189,0.486772487,0.513227513,275,0.690909091,0.309090909,None,Wilson,Chuy,Yes,Rahm
C24024,0.002163332,0.965386695,0.018388318,0.002163331,0.011898324,240,0.354166667,0.358333333,0.045833333,0.1875,0.054166667,274,0.48540146,0.51459854,438,0.621004566,0.378995434,None,Wilson,Chuy,Yes,Rahm
C24028,0.011235955,0.944943822,0.033707862,5.50E-10,0.01011236,163,0.319018405,0.331288344,0.024539877,0.226993865,0.098159509,184,0.494565217,0.505434783,266,0.736842105,0.263157895,None,Wilson,Chuy,Yes,Rahm
C37019,0.015394485,0.608082113,0.368826161,6.13E-11,0.007697241,140,0.3,0.364285714,0.078571429,0.192857143,0.064285714,189,0.44973545,0.55026455,311,0.681672026,0.318327974,None,Wilson,Chuy,Yes,Rahm
C15002,7.56E-11,0.979700858,0.010683761,0.001068376,0.008547005,140,0.35,0.364285714,0.042857143,0.171428571,0.071428571,172,0.610465116,0.389534884,239,0.677824268,0.322175732,None,Wilson,Rahm,Yes,Rahm
C15022,0.003499562,0.982502185,0.002624672,0,0.011373581,177,0.305084746,0.412429379,0.050847458,0.152542373,0.079096045,202,0.52970297,0.47029703,305,0.704918033,0.295081967,None,Wilson,Rahm,Yes,Rahm
C16031,2.11E-10,0.969302329,0.01488372,0.000930232,0.014883719,226,0.367256637,0.415929204,0.013274336,0.172566372,0.030973451,246,0.62601626,0.37398374,321,0.716510903,0.283489097,None,Wilson,Rahm,Yes,Rahm
C17033,0.008333333,0.950925929,0.027777776,0.000925926,0.012037036,154,0.331168831,0.376623377,0.025974026,0.220779221,0.045454545,165,0.563636364,0.436363636,253,0.731225296,0.268774704,None,Wilson,Rahm,Yes,Rahm
C24002,0.001509437,0.981132073,0.015094338,1.13E-10,0.002264151,196,0.321428571,0.37244898,0.010204082,0.219387755,0.076530612,196,0.515306122,0.484693878,352,0.684659091,0.315340909,None,Wilson,Rahm,Yes,Rahm
C24014,0.023020263,0.934622423,0.02762435,2.90E-10,0.014732963,185,0.335135135,0.367567568,0.032432432,0.216216216,0.048648649,193,0.544041451,0.455958549,336,0.693452381,0.306547619,None,Wilson,Rahm,Yes,Rahm
C24017,0.011310086,0.956644675,0.027332704,0,0.004712536,153,0.326797386,0.37254902,0.032679739,0.189542484,0.078431373,158,0.544303797,0.455696203,301,0.671096346,0.328903654,None,Wilson,Rahm,Yes,Rahm
C24021,0.009104703,0.971168436,0.015174509,5.71E-11,0.004552352,122,0.278688525,0.319672131,0.073770492,0.270491803,0.057377049,113,0.539823009,0.460176991,173,0.612716763,0.387283237,None,Wilson,Rahm,Yes,Rahm
C24025,0.008319074,0.955014814,0.029813987,0,0.006852125,188,0.319148936,0.361702128,0.058510638,0.191489362,0.069148936,188,0.585106383,0.414893617,317,0.652996845,0.347003155,None,Wilson,Rahm,Yes,Rahm
C24034,0.011156185,0.964503042,0.007099396,0.004056795,0.013184582,177,0.282485876,0.480225989,0.02259887,0.15819209,0.056497175,200,0.55,0.45,309,0.721682848,0.278317152,None,Wilson,Rahm,Yes,Rahm
C24040,0.017470882,0.930116477,0.036605654,0.012479199,0.003327789,185,0.345945946,0.372972973,0.037837838,0.183783784,0.059459459,207,0.531400966,0.468599034,356,0.648876404,0.351123596,None,Wilson,Rahm,Yes,Rahm
C27014,0.022196262,0.926401867,0.0432243,0.002336449,0.005841122,107,0.308411215,0.327102804,0.196261682,0.121495327,0.046728972,119,0.613445378,0.386554622,232,0.724137931,0.275862069,None,Wilson,Rahm,Yes,Rahm
C27031,0.037105754,0.785714266,0.166048255,0.000927644,0.010204081,162,0.358024691,0.364197531,0.037037037,0.191358025,0.049382716,186,0.569892473,0.430107527,301,0.677740864,0.322259136,None,Wilson,Rahm,Yes,Rahm
C28001,0.001719691,0.97850387,0.009458297,0.002579536,0.007738607,135,0.348148148,0.437037037,0.037037037,0.133333333,0.044444444,180,0.55,0.45,334,0.652694611,0.347305389,None,Wilson,Rahm,Yes,Rahm
C28017,0.008960574,0.961469524,0.019713272,0.001792115,0.008064516,150,0.326666667,0.446666667,0.026666667,0.173333333,0.026666667,171,0.631578947,0.368421053,302,0.698675497,0.301324503,None,Wilson,Rahm,Yes,Rahm
C28029,0.066312996,0.794429712,0.111405834,0.018567639,0.009283819,82,0.353658537,0.37804878,0.109756098,0.134146341,0.024390244,93,0.591397849,0.408602151,159,0.72327044,0.27672956,None,Wilson,Rahm,Yes,Rahm
C28035,0.018230925,0.94058069,0.027008777,0.001350439,0.012829169,203,0.266009852,0.408866995,0.113300493,0.172413793,0.039408867,233,0.502145923,0.497854077,406,0.677339901,0.322660099,None,Wilson,Rahm,Yes,Rahm
C28042,0.005568814,0.972155924,0.019093082,0,0.00318218,181,0.309392265,0.392265193,0.027624309,0.198895028,0.071823204,242,0.541322314,0.458677686,383,0.718015666,0.281984334,None,Wilson,Rahm,Yes,Rahm
C29037,0.053682369,0.861665085,0.055058639,0.011011683,0.018582223,226,0.345132743,0.353982301,0.03539823,0.190265487,0.075221239,281,0.555160142,0.444839858,377,0.649867374,0.350132626,None,Wilson,Rahm,Yes,Rahm
C37020,0.017227232,0.876948337,0.092698919,0.00164069,0.011484822,155,0.329032258,0.387096774,0.025806452,0.206451613,0.051612903,209,0.56937799,0.43062201,309,0.699029126,0.300970874,None,Wilson,Rahm,Yes,Rahm
C37027,0.003424659,0.958904101,0.034246582,0,0.003424658,210,0.319047619,0.366666667,0.071428571,0.195238095,0.047619048,270,0.540740741,0.459259259,332,0.701807229,0.298192771,None,Wilson,Rahm,Yes,Rahm
C31011,0.296832584,0.02714932,0.632579184,0.027149319,0.016289592,112,0.464285714,0.035714286,0.035714286,0.464285714,0,186,0.462365591,0.537634409,197,0.532994924,0.467005076,None,"Tie (Chuy, Rahm)",Chuy,Yes,"Tied (Wilson, Fioretti)"
C22019,0.025703796,0.848225198,0.122399035,0,0.003671971,91,0.285714286,0.318681319,0.021978022,0.351648352,0.021978022,124,0.346774194,0.653225806,178,0.578651685,0.421348315,None,Chuy,Chuy,No,Wilson
C07005,0.024409447,0.915748039,0.037795271,3.98E-10,0.022047243,226,0.402654867,0.261061947,0.030973451,0.230088496,0.075221239,225,0.493333333,0.506666667,297,0.612794613,0.387205387,None,Rahm,Chuy,Yes,Wilson
C09044,0.0015625,0.965625004,0.012499999,0.0015625,0.018749998,237,0.333333333,0.312236287,0.025316456,0.253164557,0.075949367,248,0.411290323,0.588709677,326,0.696319018,0.303680982,None,Rahm,Chuy,Yes,Wilson
C11002,0.164912326,0.701754292,0.08421053,0.017543909,0.031578943,32,0.40625,0.25,0.09375,0.125,0.125,41,0.414634146,0.585365854,55,0.890909091,0.109090909,None,Rahm,Chuy,Yes,Wilson
C15020,0.006072874,0.962550607,0.021255062,8.29E-11,0.010121458,166,0.379518072,0.343373494,0.018072289,0.210843373,0.048192771,180,0.5,0.5,229,0.768558952,0.231441048,None,Rahm,Chuy,Yes,Wilson
C20004,0.018814678,0.597365931,0.300094095,0.068673558,0.015051738,91,0.373626374,0.296703297,0.065934066,0.197802198,0.065934066,121,0.495867769,0.504132231,176,0.602272727,0.397727273,None,Rahm,Chuy,Yes,Wilson
C20005,0.013196481,0.964076245,0.01026393,7.26E-10,0.012463343,224,0.325892857,0.299107143,0.058035714,0.267857143,0.049107143,253,0.498023715,0.501976285,379,0.572559367,0.427440633,None,Rahm,Chuy,Yes,Wilson
C27022,0.016304348,0.820652178,0.160869558,3.36E-10,0.002173915,130,0.4,0.315384615,0.007692308,0.230769231,0.046153846,152,0.486842105,0.513157895,239,0.686192469,0.313807531,None,Rahm,Chuy,Yes,Wilson
C28003,0.01654602,0.942088923,0.027921414,0.001034128,0.012409514,140,0.342857143,0.321428571,0.078571429,0.221428571,0.035714286,151,0.476821192,0.523178808,296,0.64527027,0.35472973,None,Rahm,Chuy,Yes,Wilson
C28020,0.039198606,0.904181192,0.040069681,0.004355399,0.012195122,183,0.387978142,0.366120219,0.038251366,0.169398907,0.038251366,223,0.484304933,0.515695067,340,0.711764706,0.288235294,None,Rahm,Chuy,Yes,Wilson
C28022,0.037433153,0.924064163,0.03101605,0.002139038,0.005347596,154,0.37012987,0.266233766,0.071428571,0.214285714,0.077922078,180,0.472222222,0.527777778,285,0.624561404,0.375438596,None,Rahm,Chuy,Yes,Wilson
C03001,0.014615384,0.946923073,0.021538466,1.16E-10,0.016923077,300,0.356666667,0.266666667,0.036666667,0.243333333,0.096666667,345,0.573913043,0.426086957,570,0.628070175,0.371929825,None,Rahm,Rahm,No,Wilson
C03005,0.026572204,0.928255064,0.029229416,0.000885742,0.015057574,194,0.453608247,0.329896907,0.046391753,0.154639175,0.015463918,223,0.659192825,0.340807175,336,0.678571429,0.321428571,None,Rahm,Rahm,No,Wilson
C03007,0.127329183,0.776397523,0.009316778,0.068322975,0.018633541,272,0.426470588,0.246323529,0.084558824,0.180147059,0.0625,279,0.555555556,0.444444444,328,0.75304878,0.24695122,None,Rahm,Rahm,No,Wilson
C03010,0.001089325,0.897603488,0.089324616,0,0.011982572,155,0.44516129,0.24516129,0.077419355,0.187096774,0.04516129,158,0.594936709,0.405063291,252,0.714285714,0.285714286,None,Rahm,Rahm,No,Wilson
C03012,0.028985502,0.921962107,0.014492753,0.002229654,0.032329984,331,0.471299094,0.247734139,0.048338369,0.190332326,0.042296073,365,0.578082192,0.421917808,475,0.652631579,0.347368421,None,Rahm,Rahm,No,Wilson
C03015,0.013284135,0.952029519,0.016974169,0.001476015,0.016236163,233,0.364806867,0.274678112,0.068669528,0.193133047,0.098712446,283,0.551236749,0.448763251,469,0.665245203,0.334754797,None,Rahm,Rahm,No,Wilson
C03016,0.008821676,0.935727789,0.046628859,0.00063012,0.008191557,242,0.421487603,0.276859504,0.033057851,0.198347107,0.070247934,291,0.615120275,0.384879725,441,0.64399093,0.35600907,None,Rahm,Rahm,No,Wilson
C03024,0.010137149,0.951103162,0.01848539,0.001788909,0.01848539,251,0.466135458,0.278884462,0.023904382,0.195219124,0.035856574,291,0.64604811,0.35395189,417,0.67146283,0.32853717,None,Rahm,Rahm,No,Wilson
C03028,0.007220217,0.959085436,0.010830326,0.007220219,0.015643802,243,0.485596708,0.316872428,0.032921811,0.094650206,0.069958848,267,0.72659176,0.27340824,299,0.739130435,0.260869565,None,Rahm,Rahm,No,Wilson
C03029,0.028837999,0.943172179,0.00254453,0.016963528,0.008481763,274,0.448905109,0.281021898,0.040145985,0.189781022,0.040145985,312,0.641025641,0.358974359,472,0.663135593,0.336864407,None,Rahm,Rahm,No,Wilson
C03031,0.028852458,0.939016394,0.020983606,0.001311476,0.009836066,299,0.47826087,0.224080268,0.040133779,0.214046823,0.043478261,361,0.656509695,0.343490305,546,0.604395604,0.395604396,None,Rahm,Rahm,No,Wilson
C03036,0.002673797,0.964349377,0.021390374,0,0.011586452,140,0.364285714,0.342857143,0.071428571,0.128571429,0.092857143,174,0.574712644,0.425287356,262,0.664122137,0.335877863,None,Rahm,Rahm,No,Wilson
C04019,5.61E-09,0.964378795,0.015638576,0.004344048,0.015638575,259,0.397683398,0.262548263,0.057915058,0.196911197,0.084942085,312,0.576923077,0.423076923,505,0.631683168,0.368316832,None,Rahm,Rahm,No,Wilson
C04030,0.007868853,0.959344261,0.017049178,0.0052459,0.010491807,346,0.48265896,0.219653179,0.046242775,0.190751445,0.060693642,386,0.595854922,0.404145078,637,0.643642072,0.356357928,None,Rahm,Rahm,No,Wilson
C05016,0.024573378,0.940614336,0.014334471,0.001365188,0.019112628,268,0.470149254,0.205223881,0.052238806,0.197761194,0.074626866,314,0.608280255,0.391719745,427,0.613583138,0.386416862,None,Rahm,Rahm,No,Wilson
C05017,0.002411091,0.974080771,0.012055457,1.86E-11,0.011452682,228,0.473684211,0.223684211,0.021929825,0.214912281,0.065789474,256,0.63671875,0.36328125,438,0.673515982,0.326484018,None,Rahm,Rahm,No,Wilson
C05036,0.005524862,0.974217314,0.005524862,0,0.014732962,215,0.455813953,0.269767442,0.037209302,0.144186047,0.093023256,246,0.589430894,0.410569106,354,0.669491525,0.330508475,None,Rahm,Rahm,No,Wilson
C05038,0.002700272,0.969396942,0.00810081,0.001800179,0.018001797,249,0.485943775,0.224899598,0.036144578,0.172690763,0.080321285,281,0.576512456,0.423487544,451,0.623059867,0.376940133,None,Rahm,Rahm,No,Wilson
