Precinct_Name,WARD,PRECINCT,JOINID,TOTVOTES,JOYCE,VALLAS,WILSON,PRECKWINKLE,DALEY,MCCARTHY,CHICO,MENDOZA,ENYIA,FORD,SALESGRIFFIN,LIGHTFOOT,FIORETTI,KOZLAR,P_JOYCE,P_VALLAS,P_WISLON,P_PRECKWINKLE,P_DALEY,P_MCCARTHY,P_CHICO,P_MENDOZA,P_ENYIA,P_FORD,P_SALESGRIFFIN,P_LIGHTFOOT,P_FIORETTI,P_KOZLAR,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP,PER_NW
Ward 23 Precinct 29,23,29,C23029,255,58,21,2,11,50,12,39,39,4,0,0,14,0,3,0.22745098,0.082352941,0.007843137,0.043137255,0.196078431,0.047058824,0.152941176,0.152941176,0.015686275,0,0,0.054901961,0,0.011764706,883.999978,454.9999798,3,6,407.9999982,0.514705872,0.003393665,0.00678733,0.461538471,0.485294128
Ward 23 Precinct 30,23,30,C23030,251,27,12,4,17,32,12,43,66,9,1,0,20,5,1,0.107569721,0.047808765,0.015936255,0.067729084,0.12749004,0.047808765,0.171314741,0.262948207,0.035856574,0.003984064,0,0.079681275,0.019920319,0.003984064,1897.99994,244.9999948,65.99999829,21,1553.999947,0.129083247,0.034773446,0.011064279,0.818756584,0.870916753
Ward 23 Precinct 31,23,31,C23031,163,24,8,3,21,24,5,25,31,11,0,1,5,3,1,0.147239264,0.049079755,0.018404908,0.128834356,0.147239264,0.030674847,0.153374233,0.190184049,0.067484663,0,0.006134969,0.030674847,0.018404908,0.006134969,1700.999729,159.9999537,143.9999625,6.999995995,1380.999817,0.094062304,0.084656076,0.004115225,0.811875389,0.905937696
Ward 23 Precinct 32,23,32,C23032,210,28,7,5,10,38,8,34,58,7,1,0,13,0,1,0.133333333,0.033333333,0.023809524,0.047619048,0.180952381,0.038095238,0.161904762,0.276190476,0.033333333,0.004761905,0,0.061904762,0,0.004761905,1890.000152,190.0000176,119.0000027,3,1560.000131,0.100529102,0.062962959,0.001587301,0.825396829,0.899470898
Ward 23 Precinct 33,23,33,C23033,200,27,10,7,12,21,5,21,75,9,0,0,12,0,1,0.135,0.05,0.035,0.06,0.105,0.025,0.105,0.375,0.045,0,0,0.06,0,0.005,1939.000111,167.0000026,4.000000204,15.00000001,1746.000109,0.086126866,0.002062919,0.007735946,0.900464161,0.913873134
Ward 23 Precinct 34,23,34,C23034,164,20,3,8,13,21,8,24,38,18,0,0,9,1,0,0.12195122,0.018292683,0.048780488,0.079268293,0.12804878,0.048780488,0.146341463,0.231707317,0.109756098,0,0,0.054878049,0.006097561,0,2117.000044,147.0000024,41,1.56E-06,1919.00004,0.069437883,0.019367028,7.37E-10,0.906471422,0.930562117
Ward 23 Precinct 35,23,35,C23035,207,65,20,6,4,41,14,30,16,1,0,0,5,1,0,0.314009662,0.096618357,0.028985507,0.019323671,0.198067633,0.06763285,0.144927536,0.077294686,0.004830918,0,0,0.024154589,0.004830918,0,751.0000126,504.0000104,4,6,232.0000022,0.671105196,0.005326232,0.007989347,0.308921436,0.328894804
Ward 23 Precinct 36,23,36,C23036,312,83,24,9,7,80,18,44,32,4,0,0,8,2,1,0.266025641,0.076923077,0.028846154,0.022435897,0.256410256,0.057692308,0.141025641,0.102564103,0.012820513,0,0,0.025641026,0.006410256,0.003205128,873.9943059,605.9964385,4,5.999999996,233.9978675,0.693364287,0.004576689,0.006865033,0.267733858,0.306635713
Ward 23 Precinct 37,23,37,C23037,335,129,29,8,12,46,29,30,28,5,0,1,12,1,3,0.385074627,0.086567164,0.023880597,0.035820896,0.137313433,0.086567164,0.089552239,0.08358209,0.014925373,0,0.002985075,0.035820896,0.002985075,0.008955224,825.999932,614.9999524,0,4,202.9999796,0.744552062,0,0.004842615,0.245762707,0.255447938
Ward 23 Precinct 38,23,38,C23038,251,66,22,5,8,42,15,32,29,8,0,0,16,4,2,0.262948207,0.087649402,0.019920319,0.03187251,0.167330677,0.059760956,0.12749004,0.115537849,0.03187251,0,0,0.06374502,0.015936255,0.007968127,850.9999881,546.9999906,13,1,287.9999974,0.642773206,0.015276146,0.001175088,0.338425384,0.357226794
Ward 23 Precinct 39,23,39,C23039,205,19,6,4,14,33,5,40,56,5,0,0,21,0,2,0.092682927,0.029268293,0.019512195,0.068292683,0.16097561,0.024390244,0.195121951,0.273170732,0.024390244,0,0,0.102439024,0,0.009756098,1680.999868,187.9999901,6.000000003,15.99999962,1470.999878,0.111838194,0.003569304,0.009518144,0.875074357,0.888161806
Ward 24 Precinct 01,24,1,C24001,158,3,2,79,28,9,3,1,2,11,1,0,15,4,0,0.018987342,0.012658228,0.5,0.17721519,0.056962025,0.018987342,0.006329114,0.012658228,0.069620253,0.006329114,0,0.094936709,0.025316456,0,877.0000567,4.000000241,836.0000515,1,26.0000016,0.004561003,0.953249712,0.001140251,0.029646522,0.995438997
Ward 24 Precinct 02,24,2,C24002,168,6,3,68,30,12,3,2,7,16,7,0,14,0,0,0.035714286,0.017857143,0.404761905,0.178571429,0.071428571,0.017857143,0.011904762,0.041666667,0.095238095,0.041666667,0,0.083333333,0,0,1324.99998,2,1299.99998,1.24E-07,20.00000017,0.001509434,0.981132075,9.35E-11,0.01509434,0.998490566
Ward 24 Precinct 03,24,3,C24003,186,3,5,48,49,23,1,3,3,25,9,0,16,0,0,0.016129032,0.02688172,0.258064516,0.26344086,0.123655914,0.005376344,0.016129032,0.016129032,0.134408602,0.048387097,0,0.086021505,0,0,1449.999999,11.99999975,1327.000001,0.999999902,91.99999848,0.008275862,0.915172415,0.000689655,0.063448275,0.991724138
Ward 24 Precinct 04,24,4,C24004,124,0,2,54,17,19,1,1,0,7,6,0,11,2,0,0,0.016129032,0.435483871,0.137096774,0.153225806,0.008064516,0.008064516,0,0.056451613,0.048387097,0,0.088709677,0.016129032,0,952.9998978,2.999999683,917.9999008,0.999999844,18.99999931,0.003147954,0.963273871,0.001049318,0.019937042,0.996852046
Ward 24 Precinct 05,24,5,C24005,100,0,1,38,25,5,0,2,5,6,2,0,14,1,0,0,0.01,0.38,0.25,0.05,0,0.02,0.05,0.06,0.02,0,0.14,0.01,0,729.0000571,1.57E-06,702.0000548,0,20.00000077,2.15E-09,0.962962963,0,0.027434841,0.999999998
Ward 24 Precinct 06,24,6,C24006,214,1,3,82,52,10,1,4,5,25,6,2,20,1,0,0.004672897,0.014018692,0.38317757,0.242990654,0.046728972,0.004672897,0.018691589,0.023364486,0.11682243,0.028037383,0.009345794,0.093457944,0.004672897,0,1165.000011,27.99999962,1089.000011,1.000000098,35.99999966,0.024034334,0.934763949,0.000858369,0.030901287,0.975965666
Ward 24 Precinct 07,24,7,C24007,119,1,2,5,24,11,6,16,19,18,1,0,12,3,0,0.008403361,0.016806723,0.042016807,0.201680672,0.092436975,0.050420168,0.134453782,0.159663866,0.151260504,0.008403361,0,0.100840336,0.025210084,0,1060.000061,64.00000294,230.000003,17.00000054,739.0000539,0.060377358,0.216981122,0.016037735,0.697169822,0.939622642
Ward 24 Precinct 08,24,8,C24008,93,2,0,35,16,10,0,1,4,6,2,0,17,0,0,0.021505376,0,0.376344086,0.172043011,0.107526882,0,0.010752688,0.043010753,0.064516129,0.021505376,0,0.182795699,0,0,733.0000238,1.999999997,705.0000229,0,20.00000001,0.002728513,0.961800819,0,0.027285129,0.997271487
Ward 24 Precinct 09,24,9,C24009,157,3,1,61,37,7,1,4,6,8,4,2,21,1,0,0.01910828,0.006369427,0.388535032,0.23566879,0.044585987,0.006369427,0.025477707,0.038216561,0.050955414,0.025477707,0.012738854,0.133757962,0.006369427,0,1258.000074,26.99999995,1189.000055,1,30.00001696,0.021462638,0.945151022,0.000794913,0.023847389,0.978537362
Ward 24 Precinct 10,24,10,C24010,85,0,0,35,17,5,0,1,1,9,1,0,15,1,0,0,0,0.411764706,0.2,0.058823529,0,0.011764706,0.011764706,0.105882353,0.011764706,0,0.176470588,0.011764706,0,693.9999533,2.99999992,652.9999571,4,28.99999732,0.004322767,0.940922192,0.005763689,0.041786742,0.995677233
Ward 24 Precinct 11,24,11,C24011,201,1,3,68,50,14,2,6,3,14,7,0,25,2,0,0.004975124,0.014925373,0.338308458,0.248756219,0.069651741,0.009950249,0.029850746,0.014925373,0.069651741,0.034825871,0,0.124378109,0.009950249,0,1473.999952,8.999999962,1382.999957,0,64.99999729,0.006105835,0.93826323,0,0.044097693,0.993894165
Ward 24 Precinct 12,24,12,C24012,114,3,1,46,19,6,0,1,1,12,5,0,16,1,1,0.026315789,0.00877193,0.403508772,0.166666667,0.052631579,0,0.00877193,0.00877193,0.105263158,0.043859649,0,0.140350877,0.00877193,0.00877193,868.9999756,2.999998622,828.9999878,1.999998626,22.99999297,0.003452242,0.953970093,0.002301494,0.026467196,0.996547758
Ward 24 Precinct 13,24,13,C24013,91,1,0,35,26,6,0,2,2,9,2,0,5,0,0,0.010989011,0,0.384615385,0.285714286,0.065934066,0,0.021978022,0.021978022,0.098901099,0.021978022,0,0.054945055,0,0,799.0002121,7.000001374,774.0001981,1.00000125,13.00000822,0.008760951,0.968710879,0.001251566,0.016270344,0.991239049
Ward 24 Precinct 14,24,14,C24014,154,0,5,56,35,7,0,1,5,9,4,0,28,2,0,0,0.032467532,0.363636364,0.227272727,0.045454545,0,0.006493506,0.032467532,0.058441558,0.025974026,0,0.181818182,0.012987013,0,1085.999979,25.00000069,1014.999976,9.60E-14,30.0000029,0.023020259,0.934622464,8.84E-17,0.027624313,0.976979741
Ward 24 Precinct 15,24,15,C24015,100,0,1,43,31,7,0,2,1,3,0,1,9,0,0,0,0.01,0.43,0.31,0.07,0,0.02,0.01,0.03,0,0.01,0.09,0,0,779.000024,0,763.0000219,1.000000001,11.00000242,0,0.979460845,0.001283697,0.01412067,1
Ward 24 Precinct 16,24,16,C24016,335,11,3,68,59,42,6,19,51,47,4,0,23,0,0,0.032835821,0.008955224,0.202985075,0.176119403,0.125373134,0.017910448,0.056716418,0.152238806,0.140298507,0.011940299,0,0.068656716,0,0,12307.99988,1607.999993,7723.999973,31.99999936,2916.999917,0.130646735,0.627559315,0.002599935,0.23700032,0.869353265
Ward 24 Precinct 17,24,17,C24017,140,1,3,56,26,12,0,3,3,9,4,0,20,2,0,0.007142857,0.021428571,0.4,0.185714286,0.085714286,0,0.021428571,0.021428571,0.064285714,0.028571429,0,0.142857143,0.014285714,0,1060.99995,12,1014.999953,0,28.99999693,0.011310085,0.956644676,0,0.027332703,0.988689915
Ward 24 Precinct 18,24,18,C24018,166,5,3,72,30,11,1,4,9,13,4,0,12,2,0,0.030120482,0.018072289,0.43373494,0.180722892,0.06626506,0.006024096,0.024096386,0.054216867,0.078313253,0.024096386,0,0.072289157,0.012048193,0,1104.000024,5.000001403,1081.000019,1.000000146,9.000001179,0.004528987,0.979166663,0.000905797,0.008152175,0.995471013
Ward 24 Precinct 19,24,19,C24019,243,4,4,82,55,18,2,9,9,20,4,0,35,0,0,0.016460905,0.016460905,0.33744856,0.226337449,0.074074074,0.008230453,0.037037037,0.037037037,0.082304527,0.016460905,0,0.144032922,0,0,1230.000048,2,1207.000046,3,12.00000206,0.001626016,0.981300812,0.002439024,0.009756099,0.998373984
Ward 24 Precinct 20,24,20,C24020,132,1,5,52,24,10,0,3,4,11,3,0,14,3,0,0.007575758,0.037878788,0.393939394,0.181818182,0.075757576,0,0.022727273,0.03030303,0.083333333,0.022727273,0,0.106060606,0.022727273,0,969.9999875,0.999999997,962.9999867,0,6.000000748,0.001030928,0.992783504,0,0.006185568,0.998969072
Ward 24 Precinct 21,24,21,C24021,78,1,0,39,10,4,0,2,4,6,3,0,8,0,0,0.012820513,0,0.5,0.128205128,0.051282051,0,0.025641026,0.051282051,0.076923077,0.038461538,0,0.102564103,0,0,658.9998537,5.999997646,639.9998557,9.62E-08,10.0000006,0.009104703,0.971168434,1.46E-10,0.015174511,0.990895297
Ward 24 Precinct 22,24,22,C24022,209,6,1,97,38,10,0,5,12,11,8,1,20,0,0,0.028708134,0.004784689,0.464114833,0.181818182,0.04784689,0,0.023923445,0.057416268,0.052631579,0.038277512,0.004784689,0.09569378,0,0,1689.000062,17.00000004,1634.000058,0,20.00000494,0.010065127,0.967436352,0,0.011841329,0.989934873
Ward 24 Precinct 23,24,23,C24023,130,5,1,39,29,10,2,1,7,12,6,1,13,3,0,0.038461538,0.007692308,0.3,0.223076923,0.076923077,0.015384615,0.007692308,0.053846154,0.092307692,0.046153846,0.007692308,0.1,0.023076923,0,1499.999784,55,1392.999785,2,38.99999929,0.036666672,0.928666657,0.001333334,0.026000003,0.963333328
Ward 24 Precinct 24,24,24,C24024,186,2,1,67,35,22,1,2,5,19,13,0,18,0,1,0.010752688,0.005376344,0.360215054,0.188172043,0.11827957,0.005376344,0.010752688,0.02688172,0.102150538,0.069892473,0,0.096774194,0,0.005376344,1849.00014,4.000001217,1785.000135,4,34.00000244,0.002163332,0.965386695,0.002163331,0.018388318,0.997836668
Ward 24 Precinct 25,24,25,C24025,150,1,4,61,31,6,1,3,3,18,6,0,13,0,2,0.006666667,0.026666667,0.406666667,0.206666667,0.04,0.006666667,0.02,0.02,0.12,0.04,0,0.086666667,0,0.013333333,1157.999954,4.000000003,1114.999959,0,30.99999398,0.003454232,0.962867015,0,0.026770289,0.996545768
Ward 24 Precinct 26,24,26,C24026,288,5,4,90,69,34,0,3,8,19,11,0,35,4,2,0.017361111,0.013888889,0.3125,0.239583333,0.118055556,0,0.010416667,0.027777778,0.065972222,0.038194444,0,0.121527778,0.013888889,0.006944444,1339.000067,9.9999987,1266.000068,0,41.99999947,0.007468259,0.945481707,0,0.03136669,0.992531741
Ward 24 Precinct 27,24,27,C24027,203,1,6,63,33,28,5,4,5,14,10,0,29,3,0,0.004926108,0.02955665,0.310344828,0.162561576,0.137931034,0.024630542,0.019704433,0.024630542,0.068965517,0.049261084,0,0.142857143,0.014778325,0,1326.999961,67.00000001,1182.999961,4.000000009,68.99999986,0.050489828,0.891484549,0.003014318,0.051996987,0.949510172
Ward 24 Precinct 28,24,28,C24028,139,0,1,55,27,14,2,6,3,5,5,1,18,1,0,0,0.007194245,0.395683453,0.194244604,0.100719424,0.014388489,0.043165468,0.021582734,0.035971223,0.035971223,0.007194245,0.129496403,0.007194245,0,889.9999463,10.00000031,840.9999494,0,29.99999632,0.011235956,0.94494382,0,0.033707863,0.988764044
Ward 24 Precinct 29,24,29,C24029,152,3,1,55,35,14,1,2,4,7,7,0,20,2,0,0.019736842,0.006578947,0.361842105,0.230263158,0.092105263,0.006578947,0.013157895,0.026315789,0.046052632,0.046052632,0,0.131578947,0.013157895,0,620.9999953,4.999999288,595.9999977,0,4.999999924,0.008051529,0.959742355,0,0.00805153,0.991948471
Ward 24 Precinct 30,24,30,C24030,100,2,5,30,24,9,0,5,2,9,4,0,9,0,0,0.02,0.05,0.3,0.24,0.09,0,0.05,0.02,0.09,0.04,0,0.09,0,0,628.9999739,0.999999992,617.9999734,1,5.000000432,0.001589825,0.982511922,0.001589825,0.007949127,0.998410175
Ward 24 Precinct 31,24,31,C24031,217,1,3,78,52,16,4,2,9,20,10,0,18,0,0,0.004608295,0.013824885,0.359447005,0.239631336,0.073732719,0.01843318,0.00921659,0.041474654,0.092165899,0.046082949,0,0.082949309,0,0,1328.99995,12.00000013,1277.999954,0.999999999,34.99999648,0.009029346,0.961625283,0.000752445,0.026335589,0.990970654
Ward 24 Precinct 32,24,32,C24032,79,0,0,25,24,5,0,3,1,7,3,1,10,0,0,0,0,0.316455696,0.303797468,0.063291139,0,0.037974684,0.012658228,0.088607595,0.037974684,0.012658228,0.126582278,0,0,538.0000152,1,528.000015,0,7.000000262,0.001858736,0.981412639,0,0.013011153,0.998141264
Ward 24 Precinct 33,24,33,C24033,115,8,1,36,26,7,2,4,5,4,7,0,14,1,0,0.069565217,0.008695652,0.313043478,0.226086957,0.060869565,0.017391304,0.034782609,0.043478261,0.034782609,0.060869565,0,0.12173913,0.008695652,0,818.0000547,2.999999919,774.0000528,1.999999995,26.0000014,0.003667481,0.94621027,0.002444988,0.031784841,0.996332519
Ward 24 Precinct 34,24,34,C24034,179,1,4,72,32,18,0,1,6,18,8,0,18,1,0,0.005586592,0.022346369,0.402234637,0.17877095,0.100558659,0,0.005586592,0.033519553,0.100558659,0.044692737,0,0.100558659,0.005586592,0,985.9999493,10.99999929,950.9999514,4,6.999999851,0.011156186,0.964503043,0.004056795,0.007099392,0.988843814
Ward 24 Precinct 35,24,35,C24035,159,8,1,64,30,8,4,2,5,11,6,0,17,3,0,0.050314465,0.006289308,0.402515723,0.188679245,0.050314465,0.025157233,0.012578616,0.031446541,0.06918239,0.037735849,0,0.106918239,0.018867925,0,1161.000094,8.999999239,1091.000096,2.999999904,33.99999797,0.007751937,0.939707155,0.002583979,0.029285095,0.992248063
Ward 24 Precinct 36,24,36,C24036,228,4,8,83,38,26,3,5,4,20,2,1,31,3,0,0.01754386,0.035087719,0.364035088,0.166666667,0.114035088,0.013157895,0.021929825,0.01754386,0.087719298,0.00877193,0.004385965,0.135964912,0.013157895,0,1456.999893,19.99999985,1384.999892,1,38.99999948,0.013726837,0.950583386,0.000686342,0.026767332,0.986273163
Ward 24 Precinct 37,24,37,C24037,105,3,1,27,20,9,0,2,6,8,5,0,19,0,0,0.028571429,0.00952381,0.257142857,0.19047619,0.085714286,0,0.019047619,0.057142857,0.076190476,0.047619048,0,0.180952381,0,0,861.9999049,1.999999949,834.9999091,4.79E-09,13.99999912,0.002320186,0.968677496,5.56E-12,0.0162413,0.997679814
Ward 24 Precinct 38,24,38,C24038,171,2,5,45,43,8,1,5,8,16,11,1,24,0,0,0.011695906,0.029239766,0.263157895,0.251461988,0.046783626,0.005847953,0.029239766,0.046783626,0.093567251,0.064327485,0.005847953,0.140350877,0,0,967.0000091,45.99999976,844.0000102,13.9999999,51.99999945,0.047569803,0.872802484,0.014477766,0.053774559,0.952430197
Ward 24 Precinct 39,24,39,C24039,228,8,1,69,49,19,2,6,21,17,5,0,27,1,0,0.035087719,0.004385965,0.302631579,0.214912281,0.083333333,0.00877193,0.026315789,0.092105263,0.074561404,0.021929825,0,0.118421053,0.004385965,0,1311.999972,45.99999986,700.9999831,2.000000024,545.9999897,0.035060976,0.534298779,0.00152439,0.416158538,0.964939024
Ward 24 Precinct 40,24,40,C24040,198,4,3,75,53,12,2,1,6,21,2,0,13,0,0,0.02020202,0.015151515,0.378787879,0.267676768,0.060606061,0.01010101,0.005050505,0.03030303,0.106060606,0.01010101,0,0.065656566,0,0,1202.000059,21.00000174,1118.000056,15.00000025,44.00000111,0.017470882,0.930116473,0.012479201,0.036605656,0.982529118
Ward 24 Precinct 41,24,41,C24041,148,3,2,52,27,9,1,3,3,14,11,1,21,0,0,0.02027027,0.013513514,0.351351351,0.182432432,0.060810811,0.006756757,0.02027027,0.02027027,0.094594595,0.074324324,0.006756757,0.141891892,0,0,692.0000002,18,658.0000003,2,10,0.026011561,0.950867052,0.002890173,0.014450867,0.973988439
Ward 25 Precinct 01,25,1,C25001,290,18,7,3,62,38,5,42,51,25,0,0,32,2,1,0.062068966,0.024137931,0.010344828,0.213793103,0.131034483,0.017241379,0.144827586,0.175862069,0.086206897,0,0,0.110344828,0.006896552,0.003448276,1470.000005,154.0000015,13,17.99999855,1275.000006,0.104761905,0.008843537,0.012244897,0.867346939,0.895238095
Ward 25 Precinct 02,25,2,C25002,330,14,6,5,60,27,4,30,54,69,5,1,47,0,2,0.042424242,0.018181818,0.015151515,0.181818182,0.081818182,0.012121212,0.090909091,0.163636364,0.209090909,0.015151515,0.003030303,0.142424242,0,0.006060606,2101.000008,280,87.00000077,25,1680.000007,0.133269871,0.041408853,0.011899096,0.799619229,0.866730129
Ward 25 Precinct 03,25,3,C25003,319,11,24,11,36,51,5,12,32,23,2,0,102,7,2,0.034482759,0.07523511,0.034482759,0.112852665,0.159874608,0.015673981,0.037617555,0.10031348,0.072100313,0.006269592,0,0.319749216,0.021943574,0.006269592,1169.000063,852.0000561,73.00000046,133.0000041,69.00000145,0.728828067,0.062446533,0.113772452,0.059024806,0.271171933
Ward 25 Precinct 04,25,4,C25004,273,6,6,51,54,41,2,22,11,32,4,2,34,5,0,0.021978022,0.021978022,0.186813187,0.197802198,0.15018315,0.007326007,0.080586081,0.04029304,0.117216117,0.014652015,0.007326007,0.124542125,0.018315018,0,1488.99993,314.999997,899.9999369,133.0000005,107.999997,0.211551385,0.604432491,0.089321697,0.072531902,0.788448615
Ward 25 Precinct 05,25,5,C25005,376,21,12,8,40,46,12,80,46,53,1,0,45,6,5,0.055851064,0.031914894,0.021276596,0.106382979,0.122340426,0.031914894,0.212765957,0.122340426,0.140957447,0.002659574,0,0.119680851,0.015957447,0.013297872,1748.000013,288.0000121,63.99999813,20,1352.000002,0.164759731,0.036613271,0.011441648,0.773455373,0.835240269
Ward 25 Precinct 06,25,6,C25006,128,11,7,5,9,37,2,10,9,4,1,0,16,2,2,0.0859375,0.0546875,0.0390625,0.0703125,0.2890625,0.015625,0.078125,0.0703125,0.03125,0.0078125,0,0.125,0.015625,0.015625,2321.000001,52.99999999,10.00000155,2209,21,0.022834985,0.004308488,0.951744937,0.009047824,0.977165015
Ward 25 Precinct 07,25,7,C25007,334,17,7,4,73,19,7,31,67,61,1,0,45,1,1,0.050898204,0.020958084,0.011976048,0.218562874,0.056886228,0.020958084,0.092814371,0.200598802,0.182634731,0.002994012,0,0.134730539,0.002994012,0.002994012,1836.999988,244.9999997,27.99999914,16,1537.999989,0.133369625,0.015242242,0.008709853,0.837234621,0.866630375
Ward 25 Precinct 08,25,8,C25008,353,14,12,7,46,39,3,42,68,63,1,2,49,1,2,0.039660057,0.033994334,0.019830028,0.130311615,0.110481586,0.008498584,0.11898017,0.192634561,0.178470255,0.002832861,0.005665722,0.138810198,0.002832861,0.005665722,2312.000121,201.0000109,53.00000184,3.000001125,2038.000106,0.086937716,0.022923875,0.001297578,0.881487889,0.913062284
Ward 25 Precinct 09,25,9,C25009,307,20,7,10,44,35,7,33,53,42,1,0,47,5,3,0.06514658,0.022801303,0.03257329,0.143322476,0.114006515,0.022801303,0.107491857,0.172638436,0.136807818,0.003257329,0,0.153094463,0.016286645,0.009771987,1880.999921,188.9999875,135.9999976,11.99999755,1534.999939,0.100478466,0.072301969,0.006379584,0.816055291,0.899521534
Ward 25 Precinct 10,25,10,C25010,326,8,35,3,27,94,5,18,30,22,1,2,72,8,1,0.024539877,0.107361963,0.009202454,0.082822086,0.288343558,0.015337423,0.055214724,0.09202454,0.067484663,0.003067485,0.006134969,0.220858896,0.024539877,0.003067485,1303.999997,945.9999984,120.9999992,130.9999998,89,0.725460123,0.092791411,0.100460123,0.068251534,0.274539877
Ward 25 Precinct 11,25,11,C25011,322,17,8,8,55,21,1,49,57,52,0,0,47,1,4,0.052795031,0.02484472,0.02484472,0.170807453,0.065217391,0.00310559,0.152173913,0.177018634,0.161490683,0,0,0.145962733,0.00310559,0.01242236,2129.000055,218.0000079,31.00000165,14.00000078,1858.000044,0.102395492,0.014560827,0.006575857,0.87271019,0.897604508
Ward 25 Precinct 12,25,12,C25012,328,24,7,1,44,34,6,33,59,65,1,0,50,1,3,0.073170732,0.021341463,0.00304878,0.134146341,0.103658537,0.018292683,0.100609756,0.179878049,0.198170732,0.00304878,0,0.152439024,0.00304878,0.009146341,1521.000015,235.0000022,41.0000009,15.00000011,1217.000011,0.154503616,0.02695595,0.009861933,0.800131492,0.845496384
Ward 25 Precinct 13,25,13,C25013,350,15,6,2,53,32,4,51,74,62,2,1,38,1,4,0.042857143,0.017142857,0.005714286,0.151428571,0.091428571,0.011428571,0.145714286,0.211428571,0.177142857,0.005714286,0.002857143,0.108571429,0.002857143,0.011428571,2148.999991,158.9999991,14.99999999,6,1965.999992,0.073987901,0.006979991,0.002791996,0.914844114,0.926012099
Ward 25 Precinct 14,25,14,C25014,222,13,11,9,27,55,6,9,15,20,2,2,25,1,3,0.058558559,0.04954955,0.040540541,0.121621622,0.247747748,0.027027027,0.040540541,0.067567568,0.09009009,0.009009009,0.009009009,0.112612613,0.004504505,0.013513514,1918.999954,159.0000022,65.99999884,1534.999953,123.0000001,0.082855657,0.034392913,0.799895774,0.064095885,0.917144343
Ward 25 Precinct 15,25,15,C25015,289,18,9,11,39,42,9,32,57,40,0,0,23,1,3,0.062283737,0.031141869,0.038062284,0.134948097,0.14532872,0.031141869,0.110726644,0.197231834,0.138408304,0,0,0.079584775,0.003460208,0.010380623,1960.99998,176.000001,29.99999999,11.00000143,1736.999978,0.089750129,0.015298317,0.005609384,0.885772563,0.910249871
Ward 25 Precinct 16,25,16,C25016,338,7,29,6,24,91,20,15,22,13,2,2,92,5,7,0.020710059,0.085798817,0.017751479,0.071005917,0.269230769,0.059171598,0.044378698,0.065088757,0.038461538,0.00591716,0.00591716,0.272189349,0.014792899,0.020710059,1241.99995,950.99996,37.99999816,167.9999942,69.99999816,0.765700482,0.030595813,0.135265701,0.056360709,0.234299518
Ward 25 Precinct 17,25,17,C25017,380,14,10,18,61,42,5,41,68,48,0,3,60,2,3,0.036842105,0.026315789,0.047368421,0.160526316,0.110526316,0.013157895,0.107894737,0.178947368,0.126315789,0,0.007894737,0.157894737,0.005263158,0.007894737,1531.999884,291.9999717,199.9999968,36.99999663,980.9999206,0.190600518,0.130548311,0.024151436,0.640339422,0.809399482
Ward 25 Precinct 18,25,18,C25018,356,19,19,11,19,52,5,21,20,10,2,3,19,3,3,0.053370787,0.053370787,0.030898876,0.053370787,0.146067416,0.014044944,0.058988764,0.056179775,0.028089888,0.005617978,0.008426966,0.053370787,0.008426966,0.008426966,1772.999969,87.99998629,120.9999975,1485.999993,55.99999323,0.049633383,0.068245911,0.838127478,0.031584881,0.950366617
Ward 25 Precinct 19,25,19,C25019,352,24,7,11,61,28,5,44,51,54,2,2,52,2,2,0.068181818,0.019886364,0.03125,0.173295455,0.079545455,0.014204545,0.125,0.144886364,0.153409091,0.005681818,0.005681818,0.147727273,0.005681818,0.005681818,2154.999908,205.99999,43.99999815,13.99999876,1860.999922,0.095591647,0.020417633,0.006496519,0.863573086,0.904408353
Ward 25 Precinct 20,25,20,C25020,195,2,3,79,29,17,3,10,9,10,5,2,16,2,0,0.01025641,0.015384615,0.405128205,0.148717949,0.087179487,0.015384615,0.051282051,0.046153846,0.051282051,0.025641026,0.01025641,0.082051282,0.01025641,0,1138.999989,54.00000574,1024.999978,11.00000286,32.00000245,0.047410014,0.899912192,0.009657597,0.028094822,0.952589986
Ward 25 Precinct 21,25,21,C25021,410,13,19,13,61,66,14,14,30,58,4,5,104,6,1,0.031707317,0.046341463,0.031707317,0.148780488,0.16097561,0.034146341,0.034146341,0.073170732,0.141463415,0.009756098,0.012195122,0.253658537,0.014634146,0.002439024,1979.999966,1102.999981,238.9999958,446.9999927,131.9999976,0.557070707,0.120707071,0.225757576,0.066666667,0.442929293
Ward 25 Precinct 22,25,22,C25022,288,18,3,5,38,34,5,26,59,49,5,1,42,0,0,0.0625,0.010416667,0.017361111,0.131944444,0.118055556,0.017361111,0.090277778,0.204861111,0.170138889,0.017361111,0.003472222,0.145833333,0,0,2103.000009,178.0000009,41,17,1849.000008,0.084640989,0.019495958,0.00808369,0.879220162,0.915359011
Ward 25 Precinct 23,25,23,C25023,384,27,14,9,58,39,10,61,56,52,0,0,51,2,0,0.0703125,0.036458333,0.0234375,0.151041667,0.1015625,0.026041667,0.158854167,0.145833333,0.135416667,0,0,0.1328125,0.005208333,0,1559.999929,189.9999991,55.99999823,23.00000041,1275.999931,0.121794877,0.035897436,0.014743591,0.817948711,0.878205123
