Precinct_Name,WARD,PRECINCT,JOINID,TOTVOTES,JOYCE,VALLAS,WILSON,PRECKWINKLE,DALEY,MCCARTHY,CHICO,MENDOZA,ENYIA,FORD,SALESGRIFFIN,LIGHTFOOT,FIORETTI,KOZLAR,P_JOYCE,P_VALLAS,P_WISLON,P_PRECKWINKLE,P_DALEY,P_MCCARTHY,P_CHICO,P_MENDOZA,P_ENYIA,P_FORD,P_SALESGRIFFIN,P_LIGHTFOOT,P_FIORETTI,P_KOZLAR,TOTPOP,NH_WHITE,NH_BLACK,NH_ASIAN,HISP,PER_WHITE,PER_BLACK,PER_ASIAN,PER_HISP,PER_NW
Ward 01 Precinct 25,1,25,C01025,264,2,3,14,59,28,4,5,27,59,0,0,60,2,1,0.007575758,0.011363636,0.053030303,0.223484848,0.106060606,0.015151515,0.018939394,0.102272727,0.223484848,0,0,0.227272727,0.007575758,0.003787879,1370.99998,522.9999917,229.9999976,32.99999958,549.9999921,0.381473377,0.167760759,0.024070022,0.401167031,0.618526623
Ward 01 Precinct 26,1,26,C01026,199,5,5,6,37,26,3,16,23,35,2,1,35,2,2,0.025125628,0.025125628,0.030150754,0.185929648,0.130653266,0.015075377,0.08040201,0.115577889,0.175879397,0.010050251,0.005025126,0.175879397,0.010050251,0.010050251,1394.999994,110.0000006,85.00000192,5.000000104,1181.999991,0.078853047,0.060931901,0.003584229,0.847311825,0.921146953
Ward 01 Precinct 27,1,27,C01027,293,11,10,7,30,46,3,11,32,31,2,4,100,2,4,0.037542662,0.034129693,0.023890785,0.102389078,0.156996587,0.010238908,0.037542662,0.109215017,0.105802048,0.006825939,0.013651877,0.341296928,0.006825939,0.013651877,1392.000012,553.0000158,42.00000044,39.00000147,717.9999938,0.397270123,0.030172414,0.028017242,0.515804589,0.602729877
Ward 01 Precinct 28,1,28,C01028,110,8,1,18,18,18,2,6,15,4,0,0,12,1,2,0.072727273,0.009090909,0.163636364,0.163636364,0.163636364,0.018181818,0.054545455,0.136363636,0.036363636,0,0,0.109090909,0.009090909,0.018181818,495.0000144,47.00003919,222.9999811,3.000005923,212.9999874,0.094949571,0.450504999,0.006060618,0.430302992,0.905050429
Ward 01 Precinct 29,1,29,C01029,395,11,24,6,45,64,7,16,40,56,2,0,116,1,4,0.027848101,0.060759494,0.015189873,0.113924051,0.162025316,0.017721519,0.040506329,0.101265823,0.141772152,0.005063291,0,0.293670886,0.002531646,0.010126582,1357.999931,630.999967,51.99999772,51.99999697,584.9999709,0.464653902,0.038291606,0.038291605,0.43078056,0.535346098
Ward 01 Precinct 30,1,30,C01030,334,6,12,11,65,52,6,21,39,46,1,0,72,2,0,0.017964072,0.035928144,0.032934132,0.194610778,0.155688623,0.017964072,0.062874251,0.116766467,0.137724551,0.002994012,0,0.215568862,0.005988024,0,1616.999992,310.9999987,170.9999967,17.00000001,1097.999997,0.192331478,0.10575139,0.010513296,0.679035252,0.807668522
Ward 01 Precinct 31,1,31,C01031,311,11,21,13,45,52,4,24,38,28,4,0,63,1,1,0.035369775,0.067524116,0.041800643,0.144694534,0.167202572,0.012861736,0.077170418,0.122186495,0.090032154,0.012861736,0,0.202572347,0.003215434,0.003215434,1437.000024,416.0000021,150.0000022,59.00000049,776.0000191,0.289491994,0.104384133,0.041057759,0.540013922,0.710508006
Ward 01 Precinct 32,1,32,C01032,314,7,26,4,39,42,7,10,34,50,2,1,83,6,2,0.022292994,0.082802548,0.012738854,0.124203822,0.133757962,0.022292994,0.031847134,0.108280255,0.159235669,0.006369427,0.003184713,0.26433121,0.01910828,0.006369427,1278.00008,815.0000362,17.00000185,42.00000032,387.0000407,0.637715168,0.013302035,0.032863848,0.302816914,0.362284832
Ward 01 Precinct 33,1,33,C01033,352,17,19,8,44,71,7,15,30,38,1,1,88,8,2,0.048295455,0.053977273,0.022727273,0.125,0.201704545,0.019886364,0.042613636,0.085227273,0.107954545,0.002840909,0.002840909,0.25,0.022727273,0.005681818,1532.00006,755.0000264,67.00000081,53.00000196,631.0000305,0.492819841,0.04373368,0.0345953,0.411879899,0.507180159
Ward 01 Precinct 34,1,34,C01034,233,8,9,5,41,15,5,10,23,42,1,0,71,1,1,0.034334764,0.038626609,0.021459227,0.175965665,0.064377682,0.021459227,0.042918455,0.098712446,0.180257511,0.004291845,0,0.30472103,0.004291845,0.004291845,1028.000039,423.0000121,29.00000021,35.00000021,523.0000263,0.411478595,0.028210116,0.034046692,0.50875487,0.588521405
Ward 01 Precinct 35,1,35,C01035,388,26,23,10,40,55,6,28,46,41,4,1,104,0,2,0.067010309,0.059278351,0.025773196,0.103092784,0.141752577,0.015463918,0.072164948,0.118556701,0.105670103,0.010309278,0.00257732,0.268041237,0,0.005154639,1583.99996,869.9999866,23.99999951,49.99999876,604.9999756,0.54924243,0.015151515,0.031565657,0.381944439,0.45075757
Ward 01 Precinct 36,1,36,C01036,297,10,24,4,43,44,5,15,24,34,1,1,83,4,3,0.033670034,0.080808081,0.013468013,0.144781145,0.148148148,0.016835017,0.050505051,0.080808081,0.114478114,0.003367003,0.003367003,0.279461279,0.013468013,0.01010101,1311.999965,886.9999684,22.99999943,67.99999828,297,0.676067067,0.017530488,0.051829268,0.226371957,0.323932933
Ward 01 Precinct 37,1,37,C01037,303,11,13,5,51,53,14,18,29,33,2,2,66,3,2,0.03630363,0.04290429,0.01650165,0.168316832,0.174917492,0.04620462,0.059405941,0.095709571,0.108910891,0.00660066,0.00660066,0.217821782,0.00990099,0.00660066,1235.000025,898.0000199,16.00000076,51.00000116,250.0000029,0.727125508,0.012955466,0.041295547,0.202429148,0.272874492
Ward 01 Precinct 38,1,38,C01038,267,11,13,4,43,35,5,13,34,29,2,3,73,1,1,0.041198502,0.048689139,0.014981273,0.161048689,0.131086142,0.018726592,0.048689139,0.127340824,0.108614232,0.007490637,0.011235955,0.27340824,0.003745318,0.003745318,1163.999982,626.9999861,51.00000082,45.99999875,403.9999958,0.53865979,0.043814434,0.0395189,0.34707904,0.46134021
Ward 01 Precinct 39,1,39,C01039,252,14,7,7,29,40,6,27,28,36,2,0,51,0,3,0.055555556,0.027777778,0.027777778,0.115079365,0.158730159,0.023809524,0.107142857,0.111111111,0.142857143,0.007936508,0,0.202380952,0,0.011904762,1278.999953,531.9999822,31.99999833,25.99999825,668.9999752,0.415949962,0.025019546,0.020328381,0.523064894,0.584050038
Ward 01 Precinct 40,1,40,C01040,337,10,20,23,31,64,8,26,59,25,1,1,56,7,1,0.029673591,0.059347181,0.068249258,0.091988131,0.189910979,0.023738872,0.077151335,0.175074184,0.074183976,0.002967359,0.002967359,0.166172107,0.020771513,0.002967359,1590.999898,650.9999569,160.999995,42.99999335,707.9999552,0.409176618,0.101194221,0.027027025,0.445003143,0.590823382
Ward 01 Precinct 41,1,41,C01041,214,4,10,6,45,18,0,14,19,25,3,0,68,1,0,0.018691589,0.046728972,0.028037383,0.210280374,0.08411215,0,0.065420561,0.088785047,0.11682243,0.014018692,0,0.317757009,0.004672897,0,722.9999546,313.0000132,35.99999651,23.00000091,330.9999475,0.432918441,0.049792529,0.031811898,0.457814617,0.567081559
Ward 01 Precinct 42,1,42,C01042,100,6,5,0,20,9,1,6,11,22,2,1,14,0,2,0.06,0.05,0,0.2,0.09,0.01,0.06,0.11,0.22,0.02,0.01,0.14,0,0.02,452.000002,196.9999963,15.00000076,21.00000035,211.0000043,0.435840698,0.033185842,0.046460178,0.466814167,0.564159302
Ward 01 Precinct 43,1,43,C01043,177,5,15,8,23,23,3,7,24,27,0,0,38,3,0,0.028248588,0.084745763,0.04519774,0.129943503,0.129943503,0.016949153,0.039548023,0.13559322,0.152542373,0,0,0.214689266,0.016949153,0,1038.000006,427.0000079,85.00000292,17.99999959,488.9999952,0.411368021,0.081888249,0.01734104,0.471098259,0.588631979
Ward 01 Precinct 44,1,44,C01044,257,5,11,5,47,23,3,7,18,46,7,1,75,1,7,0.019455253,0.042801556,0.019455253,0.182879377,0.089494163,0.011673152,0.027237354,0.070038911,0.178988327,0.027237354,0.003891051,0.291828794,0.003891051,0.027237354,946.0000006,497.0000001,27.00000002,43,359.0000005,0.525369979,0.028541226,0.045454545,0.379492601,0.474630021
Ward 02 Precinct 01,2,1,C02001,269,10,12,1,57,17,3,10,26,48,1,1,82,0,1,0.037174721,0.044609665,0.003717472,0.211895911,0.063197026,0.011152416,0.037174721,0.096654275,0.178438662,0.003717472,0.003717472,0.304832714,0,0.003717472,1483.999937,838.9999621,66.99999534,83.99999235,467.9999875,0.56536388,0.045148247,0.056603771,0.315363886,0.43463612
Ward 02 Precinct 02,2,2,C02002,275,7,22,10,30,90,12,11,14,4,0,0,71,2,2,0.025454545,0.08,0.036363636,0.109090909,0.327272727,0.043636364,0.04,0.050909091,0.014545455,0,0,0.258181818,0.007272727,0.007272727,843.9995016,708.9995728,21.99999256,72.99995797,27.99998803,0.840047383,0.026066357,0.086492892,0.033175361,0.159952617
Ward 02 Precinct 03,2,3,C02003,305,5,24,3,33,60,8,11,17,44,6,0,90,3,0,0.016393443,0.078688525,0.009836066,0.108196721,0.196721311,0.026229508,0.036065574,0.055737705,0.144262295,0.019672131,0,0.295081967,0.009836066,0,1357.999991,1010.999991,24.00000224,54.99999858,246.9999993,0.744477171,0.01767305,0.040500736,0.181885126,0.255522829
Ward 02 Precinct 04,2,4,C02004,226,6,10,1,39,20,4,1,29,31,3,0,80,0,1,0.026548673,0.044247788,0.004424779,0.172566372,0.088495575,0.017699115,0.004424779,0.128318584,0.137168142,0.013274336,0,0.353982301,0,0.004424779,1204.999966,881.999974,24.00000153,72.9999941,198.0000013,0.731950207,0.019917014,0.06058091,0.164315358,0.268049793
Ward 02 Precinct 05,2,5,C02005,316,6,24,5,44,46,6,20,23,42,1,3,93,1,0,0.018987342,0.075949367,0.015822785,0.139240506,0.14556962,0.018987342,0.063291139,0.07278481,0.132911392,0.003164557,0.009493671,0.294303797,0.003164557,0,1580.000032,982.0000219,53.00000213,65.00000142,440.0000064,0.621518989,0.033544304,0.041139241,0.278481011,0.378481011
Ward 02 Precinct 06,2,6,C02006,265,13,17,7,33,23,8,11,32,46,2,4,63,1,4,0.049056604,0.064150943,0.026415094,0.124528302,0.086792453,0.030188679,0.041509434,0.120754717,0.173584906,0.00754717,0.01509434,0.237735849,0.003773585,0.01509434,1499.999994,923.9999962,73.00000013,81.99999946,384.9999989,0.616,0.048666667,0.054666667,0.256666667,0.384
Ward 02 Precinct 07,2,7,C02007,250,7,12,9,19,50,4,8,29,33,5,0,71,1,1,0.028,0.048,0.036,0.076,0.2,0.016,0.032,0.116,0.132,0.02,0,0.284,0.004,0.004,1125.999938,741.9999601,30.99998849,61.99999813,264.9999925,0.658969805,0.027531075,0.055062168,0.235346365,0.341030195
Ward 02 Precinct 08,2,8,C02008,282,16,10,5,33,41,4,18,28,39,3,4,79,0,2,0.056737589,0.035460993,0.017730496,0.117021277,0.145390071,0.014184397,0.063829787,0.09929078,0.138297872,0.010638298,0.014184397,0.280141844,0,0.007092199,1714.000061,1050.000042,33.00001286,77.00000645,519.9999995,0.612602103,0.019253216,0.044924156,0.303383886,0.387397897
Ward 02 Precinct 09,2,9,C02009,224,11,11,14,12,63,5,15,24,10,3,0,51,2,2,0.049107143,0.049107143,0.0625,0.053571429,0.28125,0.022321429,0.066964286,0.107142857,0.044642857,0.013392857,0,0.227678571,0.008928571,0.008928571,1179.000057,904.00003,152.0000227,58.00000198,37.00000132,0.766751473,0.128922829,0.049194232,0.031382527,0.233248527
Ward 02 Precinct 10,2,10,C02010,343,12,29,3,26,160,10,20,14,5,1,0,57,5,0,0.034985423,0.084548105,0.008746356,0.075801749,0.466472303,0.029154519,0.058309038,0.040816327,0.014577259,0.002915452,0,0.166180758,0.014577259,0,902.000005,775.9999985,19.0000027,77.99999901,20.00000321,0.860310415,0.021064304,0.0864745,0.022172952,0.139689585
Ward 02 Precinct 11,2,11,C02011,375,15,29,3,37,155,4,18,30,7,0,1,73,1,1,0.04,0.077333333,0.008,0.098666667,0.413333333,0.010666667,0.048,0.08,0.018666667,0,0.002666667,0.194666667,0.002666667,0.002666667,1056.000563,763.000481,52.00000878,180.0000464,43.00001554,0.722537949,0.049242406,0.170454499,0.04071969,0.277462051
Ward 02 Precinct 12,2,12,C02012,310,11,21,32,45,76,4,9,19,14,1,1,74,2,1,0.035483871,0.067741935,0.103225806,0.14516129,0.24516129,0.012903226,0.029032258,0.061290323,0.04516129,0.003225806,0.003225806,0.238709677,0.006451613,0.003225806,1063.000013,576.00001,390.0000014,28.0000009,53.00000072,0.541862656,0.366886168,0.026340546,0.04985889,0.458137344
Ward 02 Precinct 13,2,13,C02013,315,13,32,7,56,101,4,20,10,6,1,0,62,2,0,0.041269841,0.101587302,0.022222222,0.177777778,0.320634921,0.012698413,0.063492063,0.031746032,0.019047619,0.003174603,0,0.196825397,0.006349206,0,912.9998884,790.9999033,16.99999801,55.99999322,35.9999955,0.866374589,0.018619934,0.061336254,0.039430449,0.133625411
Ward 02 Precinct 14,2,14,C02014,350,12,20,12,48,43,7,11,26,56,2,3,104,4,1,0.034285714,0.057142857,0.034285714,0.137142857,0.122857143,0.02,0.031428571,0.074285714,0.16,0.005714286,0.008571429,0.297142857,0.011428571,0.002857143,1227.999988,963.999995,22,58.99999739,155.9999958,0.785016291,0.01791531,0.048045601,0.127035829,0.214983709
Ward 02 Precinct 15,2,15,C02015,292,18,21,10,53,39,2,7,28,27,0,1,82,0,1,0.061643836,0.071917808,0.034246575,0.181506849,0.133561644,0.006849315,0.023972603,0.095890411,0.092465753,0,0.003424658,0.280821918,0,0.003424658,1207.999993,905.9999743,113.0000071,31.0000022,139.0000087,0.749999983,0.093543053,0.025662254,0.115066233,0.250000017
Ward 02 Precinct 16,2,16,C02016,240,8,13,6,42,31,3,8,26,18,2,1,71,5,6,0.033333333,0.054166667,0.025,0.175,0.129166667,0.0125,0.033333333,0.108333333,0.075,0.008333333,0.004166667,0.295833333,0.020833333,0.025,1216.999982,844.9999946,99.99999353,71.99999821,158.9999966,0.694330326,0.082169265,0.059161873,0.130649136,0.305669674
Ward 02 Precinct 17,2,17,C02017,384,18,20,8,47,48,9,12,24,44,2,0,143,3,5,0.046875,0.052083333,0.020833333,0.122395833,0.125,0.0234375,0.03125,0.0625,0.114583333,0.005208333,0,0.372395833,0.0078125,0.013020833,1355.000013,1177.000004,14,41.00000449,89.00000422,0.868634681,0.010332103,0.030258306,0.065682659,0.131365319
Ward 02 Precinct 18,2,18,C02018,287,6,21,7,49,98,10,10,22,15,0,1,46,1,0,0.020905923,0.073170732,0.024390244,0.170731707,0.341463415,0.034843206,0.034843206,0.076655052,0.052264808,0,0.003484321,0.160278746,0.003484321,0,1009.999815,812.9998596,48.9999927,93.99997635,34.99999121,0.804950503,0.048514853,0.093069301,0.034653463,0.195049497
Ward 02 Precinct 19,2,19,C02019,299,3,21,9,36,125,8,14,15,9,0,1,52,2,2,0.010033445,0.070234114,0.030100334,0.120401338,0.418060201,0.026755853,0.046822742,0.050167224,0.030100334,0,0.003344482,0.173913043,0.006688963,0.006688963,781.0000032,622.0000029,28.00000004,73.00000015,43.00000007,0.796414853,0.035851472,0.09346991,0.055057618,0.203585147
Ward 02 Precinct 20,2,20,C02020,251,4,20,2,18,69,5,11,20,16,0,0,76,5,5,0.015936255,0.079681275,0.007968127,0.071713147,0.274900398,0.019920319,0.043824701,0.079681275,0.06374502,0,0,0.302788845,0.019920319,0.019920319,936.0001468,804.0001411,15.00000447,54.9999943,47.00000548,0.858974375,0.016025643,0.058760668,0.050213673,0.141025625
Ward 02 Precinct 21,2,21,C02021,330,8,18,5,56,41,9,15,30,51,0,1,95,0,1,0.024242424,0.054545455,0.015151515,0.16969697,0.124242424,0.027272727,0.045454545,0.090909091,0.154545455,0,0.003030303,0.287878788,0,0.003030303,1251.000071,978.0000646,14.99999993,42.00000996,193.9999895,0.781774588,0.011990407,0.033573148,0.155075922,0.218225412
Ward 02 Precinct 22,2,22,C02022,368,6,36,10,39,118,14,12,33,16,1,0,80,1,2,0.016304348,0.097826087,0.027173913,0.105978261,0.320652174,0.038043478,0.032608696,0.089673913,0.043478261,0.002717391,0,0.217391304,0.002717391,0.005434783,1288.99993,1102.999937,15.00000051,64.99999953,86.99999439,0.855702092,0.011636929,0.05042669,0.067494181,0.144297908
Ward 02 Precinct 23,2,23,C02023,296,2,20,2,25,158,6,15,15,3,0,1,49,0,0,0.006756757,0.067567568,0.006756757,0.084459459,0.533783784,0.02027027,0.050675676,0.050675676,0.010135135,0,0.003378378,0.165540541,0,0,557.9999844,518.9999854,13.9999996,6.999999907,12.99999964,0.930107527,0.025089606,0.012544803,0.023297491,0.069892473
